feature,rank
sub_wout_original_glcm_ClusterProminence,70
adc_original_firstorder_Minimum,31
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,65
sub_wout_original_firstorder_Maximum,61
adc_original_glcm_ClusterShade,27
sub_wout_original_firstorder_Mean,81
sub_win_original_glcm_Autocorrelation,73
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,53
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,76
sub_wout_original_firstorder_10Percentile,39
adc_original_firstorder_10Percentile,38
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,51
sub_win_original_glcm_ClusterProminence,49
sub_wout_original_firstorder_Minimum,43
sub_wout_original_firstorder_Range,48
sub_wout_original_glcm_ClusterTendency,85
t2w_original_glszm_GrayLevelVariance,41
sub_wout_original_firstorder_RootMeanSquared,88
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,46
sub_wout_original_glcm_JointAverage,45
sub_win_original_firstorder_Mean,62
sub_wout_original_firstorder_Variance,89
sub_wout_original_firstorder_InterquartileRange,83
sub_win_original_glcm_Idmn,56
sub_win_original_glcm_ClusterShade,71
sub_wout_original_firstorder_Median,15
sub_wout_original_glcm_SumEntropy,80
sub_win_original_firstorder_10Percentile,78
adc_original_glszm_SmallAreaEmphasis,55
sub_wout_original_glszm_GrayLevelVariance,82
t2w_original_glcm_Idmn,67
sub_win_original_glszm_GrayLevelVariance,2
t2w_original_firstorder_Skewness,32
sub_wout_original_glcm_InverseVariance,26
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,40
t2w_original_firstorder_10Percentile,20
adc_original_firstorder_Maximum,13
sub_win_original_firstorder_Range,79
sub_wout_original_glcm_SumSquares,84
t2w_original_glcm_ClusterProminence,69
sub_wout_original_firstorder_90Percentile,87
t2w_original_glcm_SumEntropy,4
sub_wout_original_glszm_ZoneEntropy,33
adc_original_glcm_MaximumProbability,24
t2w_original_glrlm_GrayLevelVariance,86
t2w_original_glszm_ZoneEntropy,66
sub_win_original_glcm_SumSquares,52
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,37
sub_win_original_firstorder_90Percentile,77
t2w_original_glcm_ClusterShade,64
adc_original_glrlm_LongRunEmphasis,21
adc_original_firstorder_Mean,28
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,16
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,17
adc_original_glcm_Correlation,35
t2w_original_glcm_InverseVariance,22
sub_win_original_glcm_Id,23
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,29
sub_wout_original_glcm_DifferenceVariance,57
adc_original_glszm_ZoneEntropy,25
t2w_original_glrlm_RunEntropy,5
sub_wout_original_firstorder_Uniformity,12
t2w_original_firstorder_Median,59
adc_original_glszm_SizeZoneNonUniformityNormalized,11
sub_wout_original_glcm_Imc1,30
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,50
adc_original_glcm_ClusterProminence,19
adc_original_glcm_DifferenceVariance,54
t2w_original_firstorder_90Percentile,74
t2w_original_glszm_SmallAreaEmphasis,36
adc_original_glcm_JointEntropy,75
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,60
t2w_original_glcm_ClusterTendency,68
sub_win_original_glcm_SumEntropy,10
sub_wout_original_glszm_ZoneVariance,9
adc_original_glcm_Idmn,42
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,47
adc_original_firstorder_Kurtosis,72
t2w_original_glcm_MaximumProbability,18
sub_win_original_glszm_ZoneEntropy,58
t2w_original_glszm_SizeZoneNonUniformityNormalized,1
t2w_original_glcm_JointEntropy,14
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,3
sub_win_original_glszm_SizeZoneNonUniformityNormalized,6
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,34
sub_win_original_glcm_MaximumProbability,7
sub_win_original_glcm_Imc1,63
sub_wout_original_glcm_JointEntropy,8
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,44
