feature,rank
sub_wout_original_glcm_ClusterProminence,89
adc_original_firstorder_Minimum,28
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,37
sub_wout_original_firstorder_Maximum,76
adc_original_glcm_ClusterShade,16
sub_wout_original_firstorder_Mean,78
sub_win_original_glcm_Autocorrelation,62
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,70
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,75
sub_wout_original_firstorder_10Percentile,61
adc_original_firstorder_10Percentile,68
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,47
sub_win_original_glcm_ClusterProminence,45
sub_wout_original_firstorder_Minimum,43
sub_wout_original_firstorder_Range,67
sub_wout_original_glcm_ClusterTendency,81
t2w_original_glszm_GrayLevelVariance,52
sub_wout_original_firstorder_RootMeanSquared,88
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,66
sub_wout_original_glcm_JointAverage,54
sub_win_original_firstorder_Mean,30
sub_wout_original_firstorder_Variance,82
sub_wout_original_firstorder_InterquartileRange,83
sub_win_original_glcm_Idmn,86
sub_win_original_glcm_ClusterShade,87
sub_wout_original_firstorder_Median,35
sub_wout_original_glcm_SumEntropy,79
sub_win_original_firstorder_10Percentile,64
adc_original_glszm_SmallAreaEmphasis,18
sub_wout_original_glszm_GrayLevelVariance,56
t2w_original_glcm_Idmn,20
sub_win_original_glszm_GrayLevelVariance,14
t2w_original_firstorder_Skewness,23
sub_wout_original_glcm_InverseVariance,26
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,59
t2w_original_firstorder_10Percentile,21
adc_original_firstorder_Maximum,29
sub_win_original_firstorder_Range,74
sub_wout_original_glcm_SumSquares,84
t2w_original_glcm_ClusterProminence,48
sub_wout_original_firstorder_90Percentile,85
t2w_original_glcm_SumEntropy,5
sub_wout_original_glszm_ZoneEntropy,10
adc_original_glcm_MaximumProbability,49
t2w_original_glrlm_GrayLevelVariance,65
t2w_original_glszm_ZoneEntropy,11
sub_win_original_glcm_SumSquares,19
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,73
sub_win_original_firstorder_90Percentile,57
t2w_original_glcm_ClusterShade,34
adc_original_glrlm_LongRunEmphasis,39
adc_original_firstorder_Mean,51
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,58
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,22
adc_original_glcm_Correlation,46
t2w_original_glcm_InverseVariance,12
sub_win_original_glcm_Id,42
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,15
sub_wout_original_glcm_DifferenceVariance,41
adc_original_glszm_ZoneEntropy,53
t2w_original_glrlm_RunEntropy,2
sub_wout_original_firstorder_Uniformity,7
t2w_original_firstorder_Median,44
adc_original_glszm_SizeZoneNonUniformityNormalized,8
sub_wout_original_glcm_Imc1,27
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,69
adc_original_glcm_ClusterProminence,31
adc_original_glcm_DifferenceVariance,71
t2w_original_firstorder_90Percentile,80
t2w_original_glszm_SmallAreaEmphasis,13
adc_original_glcm_JointEntropy,72
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,55
t2w_original_glcm_ClusterTendency,36
sub_win_original_glcm_SumEntropy,25
sub_wout_original_glszm_ZoneVariance,17
adc_original_glcm_Idmn,60
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,77
adc_original_firstorder_Kurtosis,33
t2w_original_glcm_MaximumProbability,24
sub_win_original_glszm_ZoneEntropy,63
t2w_original_glszm_SizeZoneNonUniformityNormalized,1
t2w_original_glcm_JointEntropy,9
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,3
sub_win_original_glszm_SizeZoneNonUniformityNormalized,4
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,50
sub_win_original_glcm_MaximumProbability,38
sub_win_original_glcm_Imc1,32
sub_wout_original_glcm_JointEntropy,6
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,40
