feature,rank
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,89
adc_original_firstorder_Mean,88
t2w_original_glcm_ClusterShade,87
adc_original_firstorder_Kurtosis,86
sub_win_original_glcm_SumEntropy,85
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,84
sub_wout_original_glcm_InverseVariance,83
adc_original_firstorder_Minimum,82
adc_original_firstorder_10Percentile,81
sub_wout_original_firstorder_Uniformity,80
sub_wout_original_firstorder_Variance,79
sub_win_original_firstorder_10Percentile,78
adc_original_firstorder_Maximum,77
adc_original_glszm_ZoneEntropy,76
sub_win_original_glcm_Autocorrelation,75
sub_wout_original_firstorder_Mean,74
t2w_original_glcm_ClusterProminence,73
sub_wout_original_glcm_ClusterProminence,72
t2w_original_glszm_SmallAreaEmphasis,71
sub_wout_original_glcm_SumSquares,70
sub_wout_original_firstorder_Maximum,69
sub_win_original_glcm_ClusterShade,68
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,67
t2w_original_firstorder_Skewness,66
adc_original_glszm_SmallAreaEmphasis,65
sub_wout_original_glcm_SumEntropy,64
sub_win_original_glszm_ZoneEntropy,63
t2w_original_firstorder_10Percentile,62
adc_original_glcm_Correlation,61
sub_wout_original_firstorder_RootMeanSquared,60
adc_original_glcm_Idmn,59
sub_win_original_glcm_ClusterProminence,58
sub_win_original_glcm_MaximumProbability,57
t2w_original_firstorder_Median,56
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,55
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,54
sub_win_original_firstorder_Range,53
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,52
t2w_original_glcm_SumEntropy,51
sub_win_original_firstorder_Mean,50
sub_wout_original_firstorder_InterquartileRange,49
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,48
sub_win_original_glcm_Id,47
adc_original_glrlm_LongRunEmphasis,46
sub_wout_original_glcm_JointAverage,45
sub_win_original_glszm_GrayLevelVariance,44
adc_original_glcm_MaximumProbability,43
adc_original_glcm_DifferenceVariance,42
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,41
adc_original_glcm_ClusterShade,40
sub_win_original_glcm_SumSquares,39
adc_original_glszm_SizeZoneNonUniformityNormalized,38
sub_wout_original_firstorder_Median,37
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,36
t2w_original_glcm_ClusterTendency,35
sub_wout_original_glcm_Imc1,34
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,33
sub_win_original_glcm_Imc1,32
sub_wout_original_glszm_ZoneEntropy,31
sub_wout_original_firstorder_Range,30
t2w_original_glcm_MaximumProbability,29
adc_original_glcm_ClusterProminence,28
t2w_original_glszm_ZoneEntropy,27
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,26
sub_win_original_firstorder_90Percentile,25
t2w_original_firstorder_90Percentile,24
t2w_original_glcm_Idmn,23
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,22
sub_wout_original_glcm_ClusterTendency,21
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,20
sub_wout_original_glcm_JointEntropy,19
t2w_original_glcm_JointEntropy,18
t2w_original_glszm_GrayLevelVariance,17
sub_wout_original_glcm_DifferenceVariance,16
sub_win_original_glcm_Idmn,15
sub_wout_original_firstorder_Minimum,14
sub_wout_original_firstorder_90Percentile,13
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,12
sub_win_original_glszm_SizeZoneNonUniformityNormalized,11
t2w_original_glcm_InverseVariance,10
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,9
t2w_original_glszm_SizeZoneNonUniformityNormalized,8
sub_wout_original_glszm_ZoneVariance,7
adc_original_glcm_JointEntropy,6
sub_wout_original_glszm_GrayLevelVariance,5
t2w_original_glrlm_RunEntropy,4
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,3
sub_wout_original_firstorder_10Percentile,2
t2w_original_glrlm_GrayLevelVariance,1
