feature,rank
t2w_original_glcm_ClusterTendency,89
adc_original_glcm_DifferenceVariance,88
t2w_original_firstorder_Median,87
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,86
sub_win_original_firstorder_10Percentile,85
adc_original_firstorder_10Percentile,84
sub_wout_original_glszm_ZoneEntropy,83
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,82
sub_wout_original_glcm_SumSquares,81
t2w_original_glcm_ClusterShade,80
sub_wout_original_firstorder_Uniformity,79
sub_wout_original_glcm_SumEntropy,78
sub_win_original_glcm_Idmn,77
sub_wout_original_firstorder_InterquartileRange,76
t2w_original_glcm_Idmn,75
sub_wout_original_glcm_DifferenceVariance,74
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,73
sub_wout_original_glcm_InverseVariance,72
sub_win_original_glcm_MaximumProbability,71
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,70
sub_wout_original_firstorder_Mean,69
sub_wout_original_firstorder_90Percentile,68
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,67
adc_original_glcm_ClusterShade,66
t2w_original_glcm_ClusterProminence,65
adc_original_glszm_SizeZoneNonUniformityNormalized,64
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,63
adc_original_firstorder_Mean,62
t2w_original_glcm_JointEntropy,61
sub_wout_original_glcm_JointEntropy,60
sub_win_original_glcm_Imc1,59
adc_original_firstorder_Maximum,58
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,57
t2w_original_glcm_MaximumProbability,56
sub_wout_original_glcm_ClusterTendency,55
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,54
adc_original_firstorder_Kurtosis,53
sub_wout_original_firstorder_RootMeanSquared,52
sub_win_original_firstorder_Mean,51
t2w_original_glszm_SizeZoneNonUniformityNormalized,50
t2w_original_glszm_GrayLevelVariance,49
adc_original_firstorder_Minimum,48
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,47
sub_wout_original_glcm_JointAverage,46
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,45
sub_win_original_glcm_ClusterProminence,44
t2w_original_glrlm_GrayLevelVariance,43
sub_win_original_glszm_GrayLevelVariance,42
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,41
sub_wout_original_firstorder_Range,40
adc_original_glcm_Correlation,39
t2w_original_firstorder_90Percentile,38
sub_win_original_glcm_SumEntropy,37
sub_win_original_glcm_Autocorrelation,36
adc_original_glszm_ZoneEntropy,35
adc_original_glrlm_LongRunEmphasis,34
sub_win_original_firstorder_Range,33
adc_original_glcm_ClusterProminence,32
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,31
t2w_original_glcm_InverseVariance,30
adc_original_glcm_MaximumProbability,29
sub_wout_original_glcm_ClusterProminence,28
adc_original_glszm_SmallAreaEmphasis,27
t2w_original_firstorder_10Percentile,26
sub_wout_original_glszm_ZoneVariance,25
sub_wout_original_glszm_GrayLevelVariance,24
t2w_original_glrlm_RunEntropy,23
sub_win_original_glcm_SumSquares,22
t2w_original_firstorder_Skewness,21
sub_win_original_firstorder_90Percentile,20
adc_original_glcm_Idmn,19
sub_wout_original_firstorder_Median,18
sub_wout_original_glcm_Imc1,17
sub_win_original_glcm_Id,16
t2w_original_glszm_SmallAreaEmphasis,15
sub_wout_original_firstorder_Maximum,14
t2w_original_glszm_ZoneEntropy,13
sub_win_original_glszm_ZoneEntropy,12
sub_win_original_glszm_SizeZoneNonUniformityNormalized,11
adc_original_glcm_JointEntropy,10
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,9
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,8
sub_win_original_glcm_ClusterShade,7
sub_wout_original_firstorder_Minimum,6
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,5
sub_wout_original_firstorder_10Percentile,4
sub_wout_original_firstorder_Variance,3
t2w_original_glcm_SumEntropy,2
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,1
