,feature,icc_value,c_down,c_up,sequence
0,original_shape_Elongation,0.98,0.97,0.99,adc
1,original_shape_Elongation,0.97,0.95,0.99,dce
2,original_shape_Flatness,0.98,0.97,0.99,dce
3,original_shape_Flatness,0.99,0.98,1.0,adc
4,original_shape_LeastAxisLength,0.98,0.96,0.99,dce
5,original_shape_LeastAxisLength,0.99,0.98,1.0,adc
6,original_shape_MajorAxisLength,0.98,0.96,0.99,adc
7,original_shape_MajorAxisLength,0.98,0.97,0.99,dce
8,original_shape_Maximum2DDiameterColumn,0.96,0.93,0.99,adc
9,original_shape_Maximum2DDiameterColumn,0.97,0.94,0.99,dce
10,original_shape_Maximum2DDiameterRow,0.99,0.98,0.99,adc
11,original_shape_Maximum2DDiameterSlice,0.97,0.95,0.99,adc
12,original_shape_Maximum2DDiameterRow,0.99,0.98,1.0,dce
13,original_shape_Maximum3DDiameter,0.97,0.94,0.99,adc
14,original_shape_Maximum2DDiameterSlice,0.97,0.94,0.99,dce
15,original_shape_MeshVolume,0.99,0.98,1.0,adc
16,original_shape_Maximum3DDiameter,0.97,0.95,0.99,dce
17,original_shape_MinorAxisLength,0.99,0.98,0.99,adc
18,original_shape_MeshVolume,0.98,0.97,0.99,dce
19,original_shape_Sphericity,0.91,0.84,0.96,adc
20,original_shape_MinorAxisLength,0.99,0.98,1.0,dce
21,original_shape_SurfaceArea,0.98,0.97,0.99,adc
22,original_shape_Sphericity,0.9,0.83,0.96,dce
23,original_shape_SurfaceVolumeRatio,0.98,0.97,0.99,adc
24,original_shape_SurfaceArea,0.98,0.97,0.99,dce
25,original_shape_VoxelVolume,0.99,0.98,1.0,adc
26,original_shape_SurfaceVolumeRatio,0.97,0.94,0.99,dce
27,original_firstorder_10Percentile,1.0,0.99,1.0,adc
28,original_shape_VoxelVolume,0.98,0.97,0.99,dce
29,original_firstorder_90Percentile,1.0,1.0,1.0,adc
30,original_firstorder_Energy,0.99,0.99,1.0,adc
31,original_firstorder_10Percentile,0.96,0.93,0.98,dce
32,original_firstorder_Entropy,0.96,0.93,0.98,adc
33,original_firstorder_90Percentile,1.0,0.99,1.0,dce
34,original_firstorder_InterquartileRange,0.98,0.97,0.99,adc
35,original_firstorder_Energy,0.98,0.97,0.99,dce
36,original_firstorder_Kurtosis,0.96,0.92,0.98,adc
37,original_firstorder_Entropy,1.0,1.0,1.0,dce
38,original_firstorder_Maximum,0.99,0.97,0.99,adc
39,original_firstorder_InterquartileRange,0.99,0.99,1.0,dce
40,original_firstorder_MeanAbsoluteDeviation,0.97,0.95,0.99,adc
41,original_firstorder_Mean,1.0,1.0,1.0,adc
42,original_firstorder_Kurtosis,0.5,0.33,0.72,dce
43,original_firstorder_Median,1.0,1.0,1.0,adc
44,original_firstorder_Minimum,0.68,0.52,0.84,adc
45,original_firstorder_Maximum,0.77,0.62,0.89,dce
46,original_firstorder_MeanAbsoluteDeviation,0.99,0.99,1.0,dce
47,original_firstorder_Range,0.84,0.73,0.93,adc
48,original_firstorder_RobustMeanAbsoluteDeviation,0.98,0.96,0.99,adc
49,original_firstorder_Mean,1.0,0.99,1.0,dce
50,original_firstorder_Median,1.0,0.99,1.0,dce
51,original_firstorder_RootMeanSquared,1.0,1.0,1.0,adc
52,original_firstorder_Minimum,0.78,0.64,0.9,dce
53,original_firstorder_Skewness,0.97,0.94,0.99,adc
54,original_firstorder_Range,0.77,0.63,0.89,dce
55,original_firstorder_TotalEnergy,0.99,0.99,1.0,adc
56,original_firstorder_Uniformity,0.98,0.96,0.99,adc
57,original_firstorder_RobustMeanAbsoluteDeviation,0.99,0.99,1.0,dce
58,original_firstorder_Variance,0.96,0.92,0.98,adc
59,original_firstorder_RootMeanSquared,1.0,0.99,1.0,dce
60,original_glcm_Autocorrelation,0.78,0.64,0.9,adc
61,original_glcm_ClusterProminence,0.96,0.92,0.98,adc
62,original_firstorder_Skewness,0.7,0.54,0.86,dce
63,original_glcm_ClusterShade,0.98,0.97,0.99,adc
64,original_firstorder_TotalEnergy,0.98,0.97,0.99,dce
65,original_glcm_ClusterTendency,0.98,0.95,0.99,adc
66,original_firstorder_Uniformity,1.0,1.0,1.0,dce
67,original_glcm_Contrast,0.91,0.84,0.96,adc
68,original_firstorder_Variance,0.99,0.98,1.0,dce
69,original_glcm_Correlation,0.97,0.95,0.99,adc
70,original_glcm_Autocorrelation,0.98,0.96,0.99,dce
71,original_glcm_DifferenceAverage,0.95,0.91,0.98,adc
72,original_glcm_ClusterProminence,0.88,0.79,0.95,dce
73,original_glcm_DifferenceEntropy,0.95,0.9,0.98,adc
74,original_glcm_ClusterShade,0.94,0.88,0.97,dce
75,original_glcm_DifferenceVariance,0.86,0.76,0.94,adc
76,original_glcm_ClusterTendency,0.99,0.97,0.99,dce
77,original_glcm_Id,0.98,0.96,0.99,adc
78,original_glcm_Contrast,0.9,0.82,0.96,dce
79,original_glcm_Idm,0.98,0.97,0.99,adc
80,original_glcm_Correlation,0.89,0.8,0.95,dce
81,original_glcm_Idmn,0.88,0.79,0.95,adc
82,original_glcm_DifferenceAverage,0.97,0.95,0.99,dce
83,original_glcm_Idn,0.86,0.77,0.94,adc
84,original_glcm_Imc1,0.99,0.97,0.99,adc
85,original_glcm_DifferenceEntropy,0.99,0.98,1.0,dce
86,original_glcm_Imc2,0.99,0.98,1.0,adc
87,original_glcm_DifferenceVariance,0.85,0.75,0.94,dce
88,original_glcm_InverseVariance,0.98,0.97,0.99,adc
89,original_glcm_Id,1.0,0.99,1.0,dce
90,original_glcm_JointAverage,0.75,0.61,0.89,adc
91,original_glcm_Idm,1.0,0.99,1.0,dce
92,original_glcm_JointEnergy,0.98,0.96,0.99,adc
93,original_glcm_Idmn,0.83,0.71,0.92,dce
94,original_glcm_Idn,0.89,0.81,0.95,dce
95,original_glcm_JointEntropy,0.96,0.92,0.98,adc
96,original_glcm_Imc1,0.96,0.93,0.98,dce
97,original_glcm_MCC,0.96,0.93,0.98,adc
98,original_glcm_Imc2,0.99,0.98,1.0,dce
99,original_glcm_MaximumProbability,0.98,0.97,0.99,adc
100,original_glcm_SumAverage,0.75,0.61,0.89,adc
101,original_glcm_InverseVariance,1.0,0.99,1.0,dce
102,original_glcm_SumEntropy,0.97,0.95,0.99,adc
103,original_glcm_JointAverage,0.98,0.96,0.99,dce
104,original_glcm_SumSquares,0.97,0.95,0.99,adc
105,original_glcm_JointEnergy,1.0,1.0,1.0,dce
106,original_glrlm_GrayLevelNonUniformity,0.99,0.99,1.0,adc
107,original_glcm_JointEntropy,1.0,0.99,1.0,dce
108,original_glrlm_GrayLevelNonUniformityNormalized,0.98,0.96,0.99,adc
109,original_glcm_MCC,0.78,0.65,0.9,dce
110,original_glrlm_GrayLevelVariance,0.96,0.92,0.98,adc
111,original_glcm_MaximumProbability,1.0,0.99,1.0,dce
112,original_glrlm_HighGrayLevelRunEmphasis,0.78,0.64,0.9,adc
113,original_glcm_SumAverage,0.98,0.96,0.99,dce
114,original_glrlm_LongRunEmphasis,0.99,0.97,0.99,adc
115,original_glcm_SumEntropy,1.0,0.99,1.0,dce
116,original_glrlm_LongRunHighGrayLevelEmphasis,0.78,0.64,0.9,adc
117,original_glcm_SumSquares,0.98,0.97,0.99,dce
118,original_glrlm_LongRunLowGrayLevelEmphasis,0.94,0.9,0.98,adc
119,original_glrlm_GrayLevelNonUniformity,0.99,0.98,1.0,dce
120,original_glrlm_LowGrayLevelRunEmphasis,0.94,0.89,0.98,adc
121,original_glrlm_GrayLevelNonUniformityNormalized,1.0,1.0,1.0,dce
122,original_glrlm_RunEntropy,0.97,0.94,0.99,adc
123,original_glrlm_GrayLevelVariance,0.99,0.97,0.99,dce
124,original_glrlm_RunLengthNonUniformity,0.99,0.98,1.0,adc
125,original_glrlm_HighGrayLevelRunEmphasis,0.98,0.96,0.99,dce
126,original_glrlm_RunLengthNonUniformityNormalized,0.98,0.97,0.99,adc
127,original_glrlm_LongRunEmphasis,1.0,1.0,1.0,dce
128,original_glrlm_RunPercentage,0.99,0.97,0.99,adc
129,original_glrlm_RunVariance,0.99,0.98,1.0,adc
130,original_glrlm_LongRunHighGrayLevelEmphasis,0.98,0.96,0.99,dce
131,original_glrlm_ShortRunEmphasis,0.98,0.97,0.99,adc
132,original_glrlm_LongRunLowGrayLevelEmphasis,0.92,0.86,0.97,dce
133,original_glrlm_ShortRunHighGrayLevelEmphasis,0.78,0.64,0.9,adc
134,original_glrlm_LowGrayLevelRunEmphasis,0.91,0.85,0.96,dce
135,original_glrlm_ShortRunLowGrayLevelEmphasis,0.94,0.89,0.98,adc
136,original_glrlm_RunEntropy,1.0,0.99,1.0,dce
137,original_glszm_GrayLevelNonUniformity,0.99,0.98,1.0,adc
138,original_glszm_GrayLevelNonUniformityNormalized,0.95,0.9,0.98,adc
139,original_glrlm_RunLengthNonUniformity,0.98,0.96,0.99,dce
140,original_glszm_GrayLevelVariance,0.92,0.85,0.97,adc
141,original_glrlm_RunLengthNonUniformityNormalized,1.0,1.0,1.0,dce
142,original_glrlm_RunPercentage,1.0,1.0,1.0,dce
143,original_glszm_HighGrayLevelZoneEmphasis,0.77,0.63,0.9,adc
144,original_glszm_LargeAreaEmphasis,0.99,0.98,1.0,adc
145,original_glrlm_RunVariance,1.0,1.0,1.0,dce
146,original_glszm_LargeAreaHighGrayLevelEmphasis,0.85,0.74,0.93,adc
147,original_glrlm_ShortRunEmphasis,1.0,1.0,1.0,dce
148,original_glszm_LargeAreaLowGrayLevelEmphasis,0.94,0.89,0.97,adc
149,original_glrlm_ShortRunHighGrayLevelEmphasis,0.98,0.96,0.99,dce
150,original_glrlm_ShortRunLowGrayLevelEmphasis,0.91,0.83,0.96,dce
151,original_glszm_LowGrayLevelZoneEmphasis,0.93,0.87,0.97,adc
152,original_glszm_GrayLevelNonUniformity,0.98,0.97,0.99,dce
153,original_glszm_SizeZoneNonUniformity,0.98,0.96,0.99,adc
154,original_glszm_SizeZoneNonUniformityNormalized,0.9,0.82,0.96,adc
155,original_glszm_GrayLevelNonUniformityNormalized,0.99,0.99,1.0,dce
156,original_glszm_GrayLevelVariance,0.87,0.78,0.95,dce
157,original_glszm_SmallAreaEmphasis,0.9,0.82,0.96,adc
158,original_glszm_HighGrayLevelZoneEmphasis,0.96,0.93,0.98,dce
159,original_glszm_SmallAreaHighGrayLevelEmphasis,0.76,0.62,0.89,adc
160,original_glszm_LargeAreaEmphasis,0.99,0.98,1.0,dce
161,original_glszm_SmallAreaLowGrayLevelEmphasis,0.92,0.86,0.97,adc
162,original_glszm_LargeAreaHighGrayLevelEmphasis,0.97,0.95,0.99,dce
163,original_glszm_ZoneEntropy,0.98,0.96,0.99,adc
164,original_glszm_ZonePercentage,0.98,0.96,0.99,adc
165,original_glszm_LargeAreaLowGrayLevelEmphasis,0.97,0.94,0.99,dce
166,original_glszm_LowGrayLevelZoneEmphasis,0.87,0.78,0.95,dce
167,original_glszm_ZoneVariance,0.99,0.98,1.0,adc
168,original_ngtdm_Busyness,0.84,0.73,0.93,adc
169,original_glszm_SizeZoneNonUniformity,0.96,0.93,0.98,dce
170,original_ngtdm_Coarseness,0.96,0.92,0.98,adc
171,original_glszm_SizeZoneNonUniformityNormalized,0.94,0.89,0.98,dce
172,original_glszm_SmallAreaEmphasis,0.94,0.89,0.97,dce
173,original_ngtdm_Complexity,0.9,0.82,0.96,adc
174,original_glszm_SmallAreaHighGrayLevelEmphasis,0.95,0.9,0.98,dce
175,original_ngtdm_Contrast,0.97,0.95,0.99,adc
176,original_glszm_SmallAreaLowGrayLevelEmphasis,0.88,0.78,0.95,dce
177,original_ngtdm_Strength,0.95,0.91,0.98,adc
178,original_gldm_DependenceEntropy,0.98,0.96,0.99,adc
179,original_glszm_ZoneEntropy,0.99,0.98,1.0,dce
180,original_gldm_DependenceNonUniformity,0.99,0.98,0.99,adc
181,original_glszm_ZonePercentage,0.99,0.99,1.0,dce
182,original_gldm_DependenceNonUniformityNormalized,0.99,0.98,0.99,adc
183,original_glszm_ZoneVariance,0.99,0.98,1.0,dce
184,original_ngtdm_Busyness,0.98,0.97,0.99,dce
185,original_gldm_DependenceVariance,0.99,0.99,1.0,adc
186,original_gldm_GrayLevelNonUniformity,0.99,0.99,1.0,adc
187,original_ngtdm_Coarseness,0.95,0.9,0.98,dce
188,original_gldm_GrayLevelVariance,0.96,0.92,0.98,adc
189,original_ngtdm_Complexity,0.87,0.77,0.94,dce
190,original_gldm_HighGrayLevelEmphasis,0.78,0.64,0.9,adc
191,original_ngtdm_Contrast,0.97,0.95,0.99,dce
192,original_ngtdm_Strength,0.54,0.37,0.75,dce
193,original_gldm_LargeDependenceEmphasis,0.99,0.98,1.0,adc
194,original_gldm_DependenceEntropy,1.0,0.99,1.0,dce
195,original_gldm_LargeDependenceHighGrayLevelEmphasis,0.77,0.63,0.9,adc
196,original_gldm_LargeDependenceLowGrayLevelEmphasis,0.95,0.91,0.98,adc
197,original_gldm_DependenceNonUniformity,0.98,0.96,0.99,dce
198,original_gldm_LowGrayLevelEmphasis,0.94,0.89,0.98,adc
199,original_gldm_DependenceNonUniformityNormalized,0.99,0.99,1.0,dce
200,original_gldm_DependenceVariance,1.0,0.99,1.0,dce
201,original_gldm_SmallDependenceEmphasis,0.97,0.94,0.99,adc
202,original_gldm_SmallDependenceHighGrayLevelEmphasis,0.77,0.63,0.9,adc
203,original_gldm_GrayLevelNonUniformity,0.99,0.98,1.0,dce
204,original_gldm_SmallDependenceLowGrayLevelEmphasis,0.93,0.87,0.97,adc
205,original_gldm_GrayLevelVariance,0.99,0.98,1.0,dce
206,original_gldm_HighGrayLevelEmphasis,0.98,0.97,0.99,dce
207,log-sigma-2-0-mm-3D_firstorder_10Percentile,0.99,0.98,0.99,adc
208,original_gldm_LargeDependenceEmphasis,1.0,1.0,1.0,dce
209,log-sigma-2-0-mm-3D_firstorder_90Percentile,1.0,1.0,1.0,adc
210,original_gldm_LargeDependenceHighGrayLevelEmphasis,0.97,0.94,0.99,dce
211,log-sigma-2-0-mm-3D_firstorder_Energy,0.98,0.97,0.99,adc
212,original_gldm_LargeDependenceLowGrayLevelEmphasis,0.93,0.87,0.97,dce
213,log-sigma-2-0-mm-3D_firstorder_Entropy,0.99,0.98,1.0,adc
214,original_gldm_LowGrayLevelEmphasis,0.92,0.85,0.97,dce
215,log-sigma-2-0-mm-3D_firstorder_InterquartileRange,0.99,0.99,1.0,adc
216,original_gldm_SmallDependenceEmphasis,0.99,0.99,1.0,dce
217,log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.99,0.97,0.99,adc
218,original_gldm_SmallDependenceHighGrayLevelEmphasis,0.98,0.96,0.99,dce
219,log-sigma-2-0-mm-3D_firstorder_Maximum,0.82,0.69,0.92,adc
220,original_gldm_SmallDependenceLowGrayLevelEmphasis,0.77,0.63,0.89,dce
221,log-sigma-2-0-mm-3D_firstorder_10Percentile,0.99,0.98,1.0,dce
222,log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.99,0.98,1.0,adc
223,log-sigma-2-0-mm-3D_firstorder_Mean,0.99,0.99,1.0,adc
224,log-sigma-2-0-mm-3D_firstorder_90Percentile,0.99,0.98,0.99,dce
225,log-sigma-2-0-mm-3D_firstorder_Median,0.99,0.99,1.0,adc
226,log-sigma-2-0-mm-3D_firstorder_Energy,0.98,0.96,0.99,dce
227,log-sigma-2-0-mm-3D_firstorder_Minimum,0.9,0.83,0.96,adc
228,log-sigma-2-0-mm-3D_firstorder_Entropy,1.0,0.99,1.0,dce
229,log-sigma-2-0-mm-3D_firstorder_InterquartileRange,0.99,0.98,1.0,dce
230,log-sigma-2-0-mm-3D_firstorder_Range,0.87,0.77,0.94,adc
231,log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.99,0.99,1.0,adc
232,log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.4,0.24,0.64,dce
233,log-sigma-2-0-mm-3D_firstorder_RootMeanSquared,0.99,0.97,0.99,adc
234,log-sigma-2-0-mm-3D_firstorder_Maximum,0.95,0.91,0.98,dce
235,log-sigma-2-0-mm-3D_firstorder_Skewness,0.99,0.98,1.0,adc
236,log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.99,0.99,1.0,dce
237,log-sigma-2-0-mm-3D_firstorder_Mean,0.99,0.97,0.99,dce
238,log-sigma-2-0-mm-3D_firstorder_TotalEnergy,0.98,0.97,0.99,adc
239,log-sigma-2-0-mm-3D_firstorder_Median,0.97,0.94,0.99,dce
240,log-sigma-2-0-mm-3D_firstorder_Uniformity,0.99,0.99,1.0,adc
241,log-sigma-2-0-mm-3D_firstorder_Minimum,0.66,0.5,0.83,dce
242,log-sigma-2-0-mm-3D_firstorder_Variance,0.99,0.97,0.99,adc
243,log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.93,0.87,0.97,adc
244,log-sigma-2-0-mm-3D_firstorder_Range,0.76,0.62,0.89,dce
245,log-sigma-2-0-mm-3D_glcm_ClusterProminence,0.99,0.97,0.99,adc
246,log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.99,0.98,1.0,dce
247,log-sigma-2-0-mm-3D_glcm_ClusterShade,0.99,0.97,0.99,adc
248,log-sigma-2-0-mm-3D_firstorder_RootMeanSquared,0.94,0.9,0.98,dce
249,log-sigma-2-0-mm-3D_glcm_ClusterTendency,0.99,0.98,1.0,adc
250,log-sigma-2-0-mm-3D_firstorder_Skewness,0.28,0.15,0.52,dce
251,log-sigma-2-0-mm-3D_firstorder_TotalEnergy,0.98,0.96,0.99,dce
252,log-sigma-2-0-mm-3D_glcm_Contrast,0.97,0.94,0.99,adc
253,log-sigma-2-0-mm-3D_firstorder_Uniformity,1.0,0.99,1.0,dce
254,log-sigma-2-0-mm-3D_glcm_Correlation,0.97,0.94,0.99,adc
255,log-sigma-2-0-mm-3D_glcm_DifferenceAverage,0.98,0.97,0.99,adc
256,log-sigma-2-0-mm-3D_firstorder_Variance,0.99,0.97,0.99,dce
257,log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,0.98,0.96,0.99,adc
258,log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.4,0.24,0.64,dce
259,log-sigma-2-0-mm-3D_glcm_DifferenceVariance,0.93,0.88,0.97,adc
260,log-sigma-2-0-mm-3D_glcm_ClusterProminence,0.88,0.79,0.95,dce
261,log-sigma-2-0-mm-3D_glcm_Id,0.99,0.99,1.0,adc
262,log-sigma-2-0-mm-3D_glcm_ClusterShade,0.95,0.91,0.98,dce
263,log-sigma-2-0-mm-3D_glcm_Idm,0.99,0.99,1.0,adc
264,log-sigma-2-0-mm-3D_glcm_ClusterTendency,0.98,0.96,0.99,dce
265,log-sigma-2-0-mm-3D_glcm_Idmn,0.85,0.74,0.93,adc
266,log-sigma-2-0-mm-3D_glcm_Contrast,0.97,0.94,0.99,dce
267,log-sigma-2-0-mm-3D_glcm_Idn,0.85,0.74,0.93,adc
268,log-sigma-2-0-mm-3D_glcm_Correlation,0.94,0.9,0.98,dce
269,log-sigma-2-0-mm-3D_glcm_Imc1,0.98,0.95,0.99,adc
270,log-sigma-2-0-mm-3D_glcm_Imc2,0.99,0.98,1.0,adc
271,log-sigma-2-0-mm-3D_glcm_DifferenceAverage,0.99,0.98,0.99,dce
272,log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,0.99,0.99,1.0,dce
273,log-sigma-2-0-mm-3D_glcm_InverseVariance,0.99,0.98,1.0,adc
274,log-sigma-2-0-mm-3D_glcm_JointAverage,0.92,0.85,0.97,adc
275,log-sigma-2-0-mm-3D_glcm_DifferenceVariance,0.96,0.92,0.98,dce
276,log-sigma-2-0-mm-3D_glcm_Id,1.0,0.99,1.0,dce
277,log-sigma-2-0-mm-3D_glcm_JointEnergy,1.0,0.99,1.0,adc
278,log-sigma-2-0-mm-3D_glcm_Idm,1.0,0.99,1.0,dce
279,log-sigma-2-0-mm-3D_glcm_JointEntropy,0.99,0.98,1.0,adc
280,log-sigma-2-0-mm-3D_glcm_Idmn,0.95,0.91,0.98,dce
281,log-sigma-2-0-mm-3D_glcm_MCC,0.96,0.93,0.99,adc
282,log-sigma-2-0-mm-3D_glcm_Idn,0.96,0.93,0.98,dce
283,log-sigma-2-0-mm-3D_glcm_MaximumProbability,1.0,1.0,1.0,adc
284,log-sigma-2-0-mm-3D_glcm_Imc1,0.99,0.98,1.0,dce
285,log-sigma-2-0-mm-3D_glcm_SumAverage,0.92,0.85,0.97,adc
286,log-sigma-2-0-mm-3D_glcm_Imc2,0.99,0.97,0.99,dce
287,log-sigma-2-0-mm-3D_glcm_InverseVariance,0.99,0.97,0.99,dce
288,log-sigma-2-0-mm-3D_glcm_SumEntropy,0.99,0.99,1.0,adc
289,log-sigma-2-0-mm-3D_glcm_JointAverage,0.65,0.48,0.83,dce
290,log-sigma-2-0-mm-3D_glcm_SumSquares,0.99,0.98,0.99,adc
291,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,0.99,0.99,1.0,adc
292,log-sigma-2-0-mm-3D_glcm_JointEnergy,1.0,1.0,1.0,dce
293,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.99,0.99,1.0,adc
294,log-sigma-2-0-mm-3D_glcm_JointEntropy,1.0,0.99,1.0,dce
295,log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,0.98,0.97,0.99,adc
296,log-sigma-2-0-mm-3D_glcm_MCC,0.75,0.6,0.88,dce
297,log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.93,0.87,0.97,adc
298,log-sigma-2-0-mm-3D_glcm_MaximumProbability,1.0,0.99,1.0,dce
299,log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,1.0,0.99,1.0,adc
300,log-sigma-2-0-mm-3D_glcm_SumAverage,0.65,0.48,0.83,dce
301,log-sigma-2-0-mm-3D_glcm_SumEntropy,1.0,0.99,1.0,dce
302,log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.93,0.87,0.97,adc
303,log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.78,0.65,0.9,adc
304,log-sigma-2-0-mm-3D_glcm_SumSquares,0.98,0.96,0.99,dce
305,log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.75,0.6,0.88,adc
306,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,0.99,0.98,0.99,dce
307,log-sigma-2-0-mm-3D_glrlm_RunEntropy,0.99,0.97,0.99,adc
308,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,1.0,0.99,1.0,dce
309,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,0.99,0.98,1.0,adc
310,log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,0.98,0.96,0.99,dce
311,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.99,0.99,1.0,adc
312,log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.4,0.24,0.64,dce
313,log-sigma-2-0-mm-3D_glrlm_RunPercentage,1.0,0.99,1.0,adc
314,log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,1.0,1.0,1.0,dce
315,log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.36,0.21,0.6,dce
316,log-sigma-2-0-mm-3D_glrlm_RunVariance,1.0,0.99,1.0,adc
317,log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.85,0.74,0.93,dce
318,log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,1.0,0.99,1.0,adc
319,log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.82,0.7,0.92,dce
320,log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.93,0.88,0.97,adc
321,log-sigma-2-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.74,0.59,0.88,adc
322,log-sigma-2-0-mm-3D_glrlm_RunEntropy,0.99,0.98,1.0,dce
323,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.99,0.98,1.0,adc
324,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,0.98,0.97,0.99,dce
325,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.97,0.94,0.99,adc
326,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,1.0,0.99,1.0,dce
327,log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,0.95,0.91,0.98,adc
328,log-sigma-2-0-mm-3D_glrlm_RunPercentage,1.0,1.0,1.0,dce
329,log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.93,0.88,0.97,adc
330,log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,1.0,1.0,1.0,adc
331,log-sigma-2-0-mm-3D_glrlm_RunVariance,1.0,1.0,1.0,dce
332,log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,1.0,1.0,1.0,dce
333,log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.99,0.99,1.0,adc
334,log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.45,0.28,0.68,dce
335,log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.99,0.99,1.0,adc
336,log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.67,0.5,0.84,adc
337,log-sigma-2-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.82,0.7,0.92,dce
338,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.98,0.95,0.99,adc
339,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.96,0.93,0.98,dce
340,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.74,0.59,0.88,adc
341,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.98,0.97,0.99,dce
342,log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,0.74,0.59,0.88,adc
343,log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,0.74,0.6,0.88,dce
344,log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.4,0.24,0.64,dce
345,log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.92,0.86,0.97,adc
346,log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,0.97,0.95,0.99,dce
347,log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.61,0.44,0.8,adc
348,log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.97,0.95,0.99,adc
349,log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.42,0.25,0.65,dce
350,log-sigma-2-0-mm-3D_glszm_ZonePercentage,0.99,0.97,0.99,adc
351,log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.9,0.82,0.96,dce
352,log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.78,0.64,0.9,dce
353,log-sigma-2-0-mm-3D_glszm_ZoneVariance,1.0,1.0,1.0,adc
354,log-sigma-2-0-mm-3D_ngtdm_Busyness,0.97,0.95,0.99,adc
355,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.93,0.87,0.97,dce
356,log-sigma-2-0-mm-3D_ngtdm_Coarseness,0.96,0.93,0.98,adc
357,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.91,0.84,0.96,dce
358,log-sigma-2-0-mm-3D_ngtdm_Complexity,0.92,0.85,0.97,adc
