feature,rank
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,89
sub_wout_original_glszm_ZoneEntropy,88
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,87
sub_win_original_glcm_ClusterProminence,86
t2w_original_glcm_MaximumProbability,85
sub_wout_original_firstorder_Uniformity,84
sub_wout_original_firstorder_InterquartileRange,83
sub_win_original_glcm_MaximumProbability,82
sub_wout_original_firstorder_Maximum,81
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,80
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,79
t2w_original_firstorder_90Percentile,78
sub_wout_original_glcm_Imc1,77
adc_original_firstorder_10Percentile,76
sub_wout_original_firstorder_Range,75
sub_win_original_glszm_GrayLevelVariance,74
adc_original_glszm_ZoneEntropy,73
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,72
sub_wout_original_firstorder_Mean,71
adc_original_glcm_Correlation,70
sub_win_original_firstorder_Mean,69
t2w_original_firstorder_10Percentile,68
t2w_original_glrlm_RunEntropy,67
sub_win_original_firstorder_Range,66
t2w_original_glszm_SmallAreaEmphasis,65
sub_wout_original_firstorder_Minimum,64
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,63
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,62
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,61
sub_win_original_glcm_SumEntropy,60
sub_wout_original_firstorder_Variance,59
t2w_original_glcm_JointEntropy,58
t2w_original_glcm_InverseVariance,57
t2w_original_glcm_ClusterTendency,56
sub_win_original_glcm_SumSquares,55
t2w_original_glszm_ZoneEntropy,54
t2w_original_glcm_ClusterProminence,53
sub_win_original_glszm_ZoneEntropy,52
adc_original_glcm_MaximumProbability,51
t2w_original_firstorder_Median,50
t2w_original_glcm_ClusterShade,49
sub_wout_original_firstorder_90Percentile,48
sub_win_original_glcm_Idmn,47
sub_win_original_glcm_ClusterShade,46
sub_wout_original_glszm_ZoneVariance,45
sub_win_original_glcm_Id,44
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,43
sub_wout_original_firstorder_Median,42
adc_original_firstorder_Mean,41
adc_original_glcm_Idmn,40
sub_wout_original_glcm_ClusterTendency,39
sub_win_original_glcm_Autocorrelation,38
adc_original_glcm_ClusterProminence,37
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,36
sub_wout_original_firstorder_10Percentile,35
sub_wout_original_glcm_DifferenceVariance,34
sub_wout_original_glcm_InverseVariance,33
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,32
adc_original_glcm_JointEntropy,31
adc_original_firstorder_Kurtosis,30
adc_original_glrlm_LongRunEmphasis,29
t2w_original_glcm_SumEntropy,28
adc_original_glszm_SmallAreaEmphasis,27
adc_original_glszm_SizeZoneNonUniformityNormalized,26
sub_wout_original_glcm_JointEntropy,25
sub_win_original_glszm_SizeZoneNonUniformityNormalized,24
sub_win_original_firstorder_90Percentile,23
t2w_original_firstorder_Skewness,22
sub_wout_original_glcm_SumSquares,21
sub_wout_original_firstorder_RootMeanSquared,20
adc_original_glcm_DifferenceVariance,19
sub_win_original_firstorder_10Percentile,18
sub_wout_original_glcm_ClusterProminence,17
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,16
adc_original_glcm_ClusterShade,15
adc_original_firstorder_Minimum,14
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,13
sub_win_original_glcm_Imc1,12
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,11
adc_original_firstorder_Maximum,10
t2w_original_glcm_Idmn,9
t2w_original_glszm_GrayLevelVariance,8
t2w_original_glszm_SizeZoneNonUniformityNormalized,7
sub_wout_original_glcm_JointAverage,6
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,5
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,4
t2w_original_glrlm_GrayLevelVariance,3
sub_wout_original_glszm_GrayLevelVariance,2
sub_wout_original_glcm_SumEntropy,1
