feature,rank
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,89
t2w_original_glszm_SmallAreaEmphasis,88
adc_original_firstorder_Maximum,87
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,86
t2w_original_glszm_GrayLevelVariance,85
sub_win_original_firstorder_90Percentile,84
t2w_original_glcm_Idmn,83
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,82
sub_wout_original_glcm_ClusterProminence,81
adc_original_glszm_SizeZoneNonUniformityNormalized,80
sub_wout_original_firstorder_Maximum,79
sub_win_original_glcm_Imc1,78
adc_original_firstorder_Kurtosis,77
t2w_original_glszm_ZoneEntropy,76
sub_wout_original_firstorder_Range,75
sub_win_original_glszm_GrayLevelVariance,74
sub_win_original_firstorder_Mean,73
sub_win_original_firstorder_Range,72
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,71
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,70
t2w_original_glcm_JointEntropy,69
sub_wout_original_glcm_DifferenceVariance,68
adc_original_glcm_Idmn,67
sub_wout_original_firstorder_RootMeanSquared,66
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,65
sub_wout_original_firstorder_Minimum,64
sub_wout_original_glcm_JointEntropy,63
sub_wout_original_firstorder_10Percentile,62
sub_wout_original_glszm_GrayLevelVariance,61
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,60
adc_original_firstorder_10Percentile,59
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,58
sub_wout_original_firstorder_Uniformity,57
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,56
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,55
sub_wout_original_glcm_Imc1,54
sub_win_original_glcm_SumEntropy,53
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,52
sub_wout_original_glcm_SumSquares,51
adc_original_glcm_MaximumProbability,50
t2w_original_firstorder_Median,49
t2w_original_glcm_InverseVariance,48
adc_original_glszm_ZoneEntropy,47
sub_win_original_glcm_Autocorrelation,46
sub_win_original_glcm_SumSquares,45
adc_original_glcm_ClusterProminence,44
sub_wout_original_glcm_InverseVariance,43
sub_wout_original_firstorder_Variance,42
sub_wout_original_firstorder_Mean,41
sub_wout_original_glszm_ZoneEntropy,40
sub_wout_original_glcm_ClusterTendency,39
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,38
sub_win_original_glszm_ZoneEntropy,37
t2w_original_glcm_ClusterShade,36
sub_win_original_glcm_ClusterShade,35
sub_win_original_glcm_Id,34
t2w_original_glcm_SumEntropy,33
adc_original_firstorder_Minimum,32
sub_win_original_glszm_SizeZoneNonUniformityNormalized,31
t2w_original_firstorder_10Percentile,30
adc_original_glszm_SmallAreaEmphasis,29
adc_original_glcm_DifferenceVariance,28
adc_original_glcm_JointEntropy,27
sub_wout_original_firstorder_90Percentile,26
t2w_original_glrlm_RunEntropy,25
sub_wout_original_glszm_ZoneVariance,24
adc_original_glcm_ClusterShade,23
sub_wout_original_firstorder_Median,22
t2w_original_firstorder_90Percentile,21
sub_win_original_glcm_ClusterProminence,20
sub_win_original_firstorder_10Percentile,19
adc_original_glrlm_LongRunEmphasis,18
t2w_original_glrlm_GrayLevelVariance,17
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,16
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,15
sub_wout_original_glcm_JointAverage,14
adc_original_glcm_Correlation,13
sub_wout_original_firstorder_InterquartileRange,12
t2w_original_firstorder_Skewness,11
t2w_original_glcm_ClusterTendency,10
t2w_original_glcm_MaximumProbability,9
adc_original_firstorder_Mean,8
sub_wout_original_glcm_SumEntropy,7
t2w_original_glcm_ClusterProminence,6
sub_win_original_glcm_Idmn,5
t2w_original_glszm_SizeZoneNonUniformityNormalized,4
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,3
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,2
sub_win_original_glcm_MaximumProbability,1
