feature,rank
sub_wout_original_glcm_ClusterProminence,4
adc_original_firstorder_Minimum,1
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,68
sub_wout_original_firstorder_Maximum,89
adc_original_glcm_ClusterShade,70
sub_wout_original_firstorder_Mean,81
sub_win_original_glcm_Autocorrelation,39
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,17
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,33
sub_wout_original_firstorder_10Percentile,71
adc_original_firstorder_10Percentile,53
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,77
sub_win_original_glcm_ClusterProminence,46
sub_wout_original_firstorder_Minimum,80
sub_wout_original_firstorder_Range,88
sub_wout_original_glcm_ClusterTendency,13
t2w_original_glszm_GrayLevelVariance,7
sub_wout_original_firstorder_RootMeanSquared,83
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,78
sub_wout_original_glcm_JointAverage,38
sub_win_original_firstorder_Mean,50
sub_wout_original_firstorder_Variance,87
sub_wout_original_firstorder_InterquartileRange,54
sub_win_original_glcm_Idmn,60
sub_win_original_glcm_ClusterShade,58
sub_wout_original_firstorder_Median,48
sub_wout_original_glcm_SumEntropy,79
sub_win_original_firstorder_10Percentile,63
adc_original_glszm_SmallAreaEmphasis,52
sub_wout_original_glszm_GrayLevelVariance,86
t2w_original_glcm_Idmn,59
sub_win_original_glszm_GrayLevelVariance,6
t2w_original_firstorder_Skewness,75
sub_wout_original_glcm_InverseVariance,32
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,31
t2w_original_firstorder_10Percentile,49
adc_original_firstorder_Maximum,30
sub_win_original_firstorder_Range,35
sub_wout_original_glcm_SumSquares,85
t2w_original_glcm_ClusterProminence,61
sub_wout_original_firstorder_90Percentile,40
t2w_original_glcm_SumEntropy,73
sub_wout_original_glszm_ZoneEntropy,25
adc_original_glcm_MaximumProbability,65
t2w_original_glrlm_GrayLevelVariance,64
t2w_original_glszm_ZoneEntropy,41
sub_win_original_glcm_SumSquares,37
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,15
sub_win_original_firstorder_90Percentile,62
t2w_original_glcm_ClusterShade,74
adc_original_glrlm_LongRunEmphasis,42
adc_original_firstorder_Mean,34
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,11
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,66
adc_original_glcm_Correlation,51
t2w_original_glcm_InverseVariance,14
sub_win_original_glcm_Id,22
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,10
sub_wout_original_glcm_DifferenceVariance,36
adc_original_glszm_ZoneEntropy,19
t2w_original_glrlm_RunEntropy,82
sub_wout_original_firstorder_Uniformity,5
t2w_original_firstorder_Median,72
adc_original_glszm_SizeZoneNonUniformityNormalized,43
sub_wout_original_glcm_Imc1,26
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,76
adc_original_glcm_ClusterProminence,23
adc_original_glcm_DifferenceVariance,45
t2w_original_firstorder_90Percentile,47
t2w_original_glszm_SmallAreaEmphasis,84
adc_original_glcm_JointEntropy,55
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,29
t2w_original_glcm_ClusterTendency,44
sub_win_original_glcm_SumEntropy,20
sub_wout_original_glszm_ZoneVariance,9
adc_original_glcm_Idmn,67
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,21
adc_original_firstorder_Kurtosis,56
t2w_original_glcm_MaximumProbability,24
sub_win_original_glszm_ZoneEntropy,12
t2w_original_glszm_SizeZoneNonUniformityNormalized,27
t2w_original_glcm_JointEntropy,28
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,2
sub_win_original_glszm_SizeZoneNonUniformityNormalized,57
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,69
sub_win_original_glcm_MaximumProbability,3
sub_win_original_glcm_Imc1,16
sub_wout_original_glcm_JointEntropy,18
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,8
