feature,rank
sub_wout_original_glcm_ClusterProminence,80
adc_original_firstorder_Minimum,63
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,54
sub_wout_original_firstorder_Maximum,81
adc_original_glcm_ClusterShade,16
sub_wout_original_firstorder_Mean,84
sub_win_original_glcm_Autocorrelation,74
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,78
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,76
sub_wout_original_firstorder_10Percentile,72
adc_original_firstorder_10Percentile,67
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,47
sub_win_original_glcm_ClusterProminence,65
sub_wout_original_firstorder_Minimum,48
sub_wout_original_firstorder_Range,57
sub_wout_original_glcm_ClusterTendency,82
t2w_original_glszm_GrayLevelVariance,32
sub_wout_original_firstorder_RootMeanSquared,89
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,53
sub_wout_original_glcm_JointAverage,45
sub_win_original_firstorder_Mean,37
sub_wout_original_firstorder_Variance,87
sub_wout_original_firstorder_InterquartileRange,86
sub_win_original_glcm_Idmn,60
sub_win_original_glcm_ClusterShade,71
sub_wout_original_firstorder_Median,35
sub_wout_original_glcm_SumEntropy,79
sub_win_original_firstorder_10Percentile,68
adc_original_glszm_SmallAreaEmphasis,31
sub_wout_original_glszm_GrayLevelVariance,77
t2w_original_glcm_Idmn,21
sub_win_original_glszm_GrayLevelVariance,3
t2w_original_firstorder_Skewness,70
sub_wout_original_glcm_InverseVariance,33
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,49
t2w_original_firstorder_10Percentile,40
adc_original_firstorder_Maximum,26
sub_win_original_firstorder_Range,75
sub_wout_original_glcm_SumSquares,85
t2w_original_glcm_ClusterProminence,58
sub_wout_original_firstorder_90Percentile,88
t2w_original_glcm_SumEntropy,23
sub_wout_original_glszm_ZoneEntropy,17
adc_original_glcm_MaximumProbability,51
t2w_original_glrlm_GrayLevelVariance,56
t2w_original_glszm_ZoneEntropy,14
sub_win_original_glcm_SumSquares,38
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,5
sub_win_original_firstorder_90Percentile,44
t2w_original_glcm_ClusterShade,36
adc_original_glrlm_LongRunEmphasis,34
adc_original_firstorder_Mean,46
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,12
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,22
adc_original_glcm_Correlation,25
t2w_original_glcm_InverseVariance,13
sub_win_original_glcm_Id,59
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,39
sub_wout_original_glcm_DifferenceVariance,69
adc_original_glszm_ZoneEntropy,61
t2w_original_glrlm_RunEntropy,4
sub_wout_original_firstorder_Uniformity,11
t2w_original_firstorder_Median,30
adc_original_glszm_SizeZoneNonUniformityNormalized,18
sub_wout_original_glcm_Imc1,52
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,55
adc_original_glcm_ClusterProminence,42
adc_original_glcm_DifferenceVariance,64
t2w_original_firstorder_90Percentile,43
t2w_original_glszm_SmallAreaEmphasis,15
adc_original_glcm_JointEntropy,73
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,28
t2w_original_glcm_ClusterTendency,27
sub_win_original_glcm_SumEntropy,1
sub_wout_original_glszm_ZoneVariance,19
adc_original_glcm_Idmn,50
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,83
adc_original_firstorder_Kurtosis,41
t2w_original_glcm_MaximumProbability,29
sub_win_original_glszm_ZoneEntropy,8
t2w_original_glszm_SizeZoneNonUniformityNormalized,6
t2w_original_glcm_JointEntropy,10
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,20
sub_win_original_glszm_SizeZoneNonUniformityNormalized,7
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,62
sub_win_original_glcm_MaximumProbability,2
sub_win_original_glcm_Imc1,24
sub_wout_original_glcm_JointEntropy,9
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,66
