feature,rank
sub_wout_original_glcm_ClusterProminence,11
adc_original_firstorder_Minimum,1
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,29
sub_wout_original_firstorder_Maximum,89
adc_original_glcm_ClusterShade,23
sub_wout_original_firstorder_Mean,83
sub_win_original_glcm_Autocorrelation,66
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,79
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,27
sub_wout_original_firstorder_10Percentile,44
adc_original_firstorder_10Percentile,50
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,58
sub_win_original_glcm_ClusterProminence,69
sub_wout_original_firstorder_Minimum,34
sub_wout_original_firstorder_Range,87
sub_wout_original_glcm_ClusterTendency,46
t2w_original_glszm_GrayLevelVariance,6
sub_wout_original_firstorder_RootMeanSquared,78
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,84
sub_wout_original_glcm_JointAverage,26
sub_win_original_firstorder_Mean,18
sub_wout_original_firstorder_Variance,80
sub_wout_original_firstorder_InterquartileRange,61
sub_win_original_glcm_Idmn,33
sub_win_original_glcm_ClusterShade,39
sub_wout_original_firstorder_Median,49
sub_wout_original_glcm_SumEntropy,72
sub_win_original_firstorder_10Percentile,60
adc_original_glszm_SmallAreaEmphasis,70
sub_wout_original_glszm_GrayLevelVariance,73
t2w_original_glcm_Idmn,20
sub_win_original_glszm_GrayLevelVariance,22
t2w_original_firstorder_Skewness,54
sub_wout_original_glcm_InverseVariance,24
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,82
t2w_original_firstorder_10Percentile,68
adc_original_firstorder_Maximum,5
sub_win_original_firstorder_Range,63
sub_wout_original_glcm_SumSquares,64
t2w_original_glcm_ClusterProminence,17
sub_wout_original_firstorder_90Percentile,75
t2w_original_glcm_SumEntropy,67
sub_wout_original_glszm_ZoneEntropy,28
adc_original_glcm_MaximumProbability,55
t2w_original_glrlm_GrayLevelVariance,51
t2w_original_glszm_ZoneEntropy,36
sub_win_original_glcm_SumSquares,14
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,45
sub_win_original_firstorder_90Percentile,30
t2w_original_glcm_ClusterShade,13
adc_original_glrlm_LongRunEmphasis,85
adc_original_firstorder_Mean,40
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,77
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,2
adc_original_glcm_Correlation,19
t2w_original_glcm_InverseVariance,32
sub_win_original_glcm_Id,37
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,3
sub_wout_original_glcm_DifferenceVariance,42
adc_original_glszm_ZoneEntropy,25
t2w_original_glrlm_RunEntropy,71
sub_wout_original_firstorder_Uniformity,21
t2w_original_firstorder_Median,9
adc_original_glszm_SizeZoneNonUniformityNormalized,35
sub_wout_original_glcm_Imc1,7
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,88
adc_original_glcm_ClusterProminence,38
adc_original_glcm_DifferenceVariance,57
t2w_original_firstorder_90Percentile,15
t2w_original_glszm_SmallAreaEmphasis,81
adc_original_glcm_JointEntropy,52
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,41
t2w_original_glcm_ClusterTendency,65
sub_win_original_glcm_SumEntropy,62
sub_wout_original_glszm_ZoneVariance,10
adc_original_glcm_Idmn,59
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,48
adc_original_firstorder_Kurtosis,53
t2w_original_glcm_MaximumProbability,31
sub_win_original_glszm_ZoneEntropy,8
t2w_original_glszm_SizeZoneNonUniformityNormalized,47
t2w_original_glcm_JointEntropy,16
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,76
sub_win_original_glszm_SizeZoneNonUniformityNormalized,12
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,86
sub_win_original_glcm_MaximumProbability,74
sub_win_original_glcm_Imc1,43
sub_wout_original_glcm_JointEntropy,56
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,4
