feature,rank
sub_wout_original_glcm_ClusterProminence,79
adc_original_firstorder_Minimum,22
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,57
sub_wout_original_firstorder_Maximum,68
adc_original_glcm_ClusterShade,19
sub_wout_original_firstorder_Mean,70
sub_win_original_glcm_Autocorrelation,63
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,31
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,72
sub_wout_original_firstorder_10Percentile,26
adc_original_firstorder_10Percentile,42
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,29
sub_win_original_glcm_ClusterProminence,58
sub_wout_original_firstorder_Minimum,78
sub_wout_original_firstorder_Range,83
sub_wout_original_glcm_ClusterTendency,75
t2w_original_glszm_GrayLevelVariance,41
sub_wout_original_firstorder_RootMeanSquared,88
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,85
sub_wout_original_glcm_JointAverage,67
sub_win_original_firstorder_Mean,39
sub_wout_original_firstorder_Variance,86
sub_wout_original_firstorder_InterquartileRange,84
sub_win_original_glcm_Idmn,51
sub_win_original_glcm_ClusterShade,60
sub_wout_original_firstorder_Median,71
sub_wout_original_glcm_SumEntropy,62
sub_win_original_firstorder_10Percentile,73
adc_original_glszm_SmallAreaEmphasis,28
sub_wout_original_glszm_GrayLevelVariance,49
t2w_original_glcm_Idmn,38
sub_win_original_glszm_GrayLevelVariance,12
t2w_original_firstorder_Skewness,32
sub_wout_original_glcm_InverseVariance,8
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,36
t2w_original_firstorder_10Percentile,47
adc_original_firstorder_Maximum,66
sub_win_original_firstorder_Range,74
sub_wout_original_glcm_SumSquares,77
t2w_original_glcm_ClusterProminence,82
sub_wout_original_firstorder_90Percentile,87
t2w_original_glcm_SumEntropy,35
sub_wout_original_glszm_ZoneEntropy,11
adc_original_glcm_MaximumProbability,43
t2w_original_glrlm_GrayLevelVariance,59
t2w_original_glszm_ZoneEntropy,17
sub_win_original_glcm_SumSquares,48
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,46
sub_win_original_firstorder_90Percentile,55
t2w_original_glcm_ClusterShade,65
adc_original_glrlm_LongRunEmphasis,16
adc_original_firstorder_Mean,45
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,30
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,50
adc_original_glcm_Correlation,44
t2w_original_glcm_InverseVariance,53
sub_win_original_glcm_Id,64
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,18
sub_wout_original_glcm_DifferenceVariance,33
adc_original_glszm_ZoneEntropy,69
t2w_original_glrlm_RunEntropy,6
sub_wout_original_firstorder_Uniformity,1
t2w_original_firstorder_Median,61
adc_original_glszm_SizeZoneNonUniformityNormalized,5
sub_wout_original_glcm_Imc1,56
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,81
adc_original_glcm_ClusterProminence,20
adc_original_glcm_DifferenceVariance,40
t2w_original_firstorder_90Percentile,76
t2w_original_glszm_SmallAreaEmphasis,21
adc_original_glcm_JointEntropy,80
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,54
t2w_original_glcm_ClusterTendency,27
sub_win_original_glcm_SumEntropy,10
sub_wout_original_glszm_ZoneVariance,7
adc_original_glcm_Idmn,34
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,89
adc_original_firstorder_Kurtosis,52
t2w_original_glcm_MaximumProbability,13
sub_win_original_glszm_ZoneEntropy,24
t2w_original_glszm_SizeZoneNonUniformityNormalized,2
t2w_original_glcm_JointEntropy,9
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,15
sub_win_original_glszm_SizeZoneNonUniformityNormalized,3
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,23
sub_win_original_glcm_MaximumProbability,14
sub_win_original_glcm_Imc1,37
sub_wout_original_glcm_JointEntropy,4
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,25
