feature,rank
sub_wout_original_glcm_ClusterProminence,57
adc_original_firstorder_Minimum,49
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,43
sub_wout_original_firstorder_Maximum,86
adc_original_glcm_ClusterShade,11
sub_wout_original_firstorder_Mean,87
sub_win_original_glcm_Autocorrelation,78
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,64
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,81
sub_wout_original_firstorder_10Percentile,68
adc_original_firstorder_10Percentile,59
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,37
sub_win_original_glcm_ClusterProminence,67
sub_wout_original_firstorder_Minimum,65
sub_wout_original_firstorder_Range,88
sub_wout_original_glcm_ClusterTendency,73
t2w_original_glszm_GrayLevelVariance,48
sub_wout_original_firstorder_RootMeanSquared,89
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,71
sub_wout_original_glcm_JointAverage,69
sub_win_original_firstorder_Mean,34
sub_wout_original_firstorder_Variance,85
sub_wout_original_firstorder_InterquartileRange,83
sub_win_original_glcm_Idmn,66
sub_win_original_glcm_ClusterShade,46
sub_wout_original_firstorder_Median,50
sub_wout_original_glcm_SumEntropy,80
sub_win_original_firstorder_10Percentile,74
adc_original_glszm_SmallAreaEmphasis,36
sub_wout_original_glszm_GrayLevelVariance,62
t2w_original_glcm_Idmn,24
sub_win_original_glszm_GrayLevelVariance,7
t2w_original_firstorder_Skewness,56
sub_wout_original_glcm_InverseVariance,28
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,53
t2w_original_firstorder_10Percentile,31
adc_original_firstorder_Maximum,35
sub_win_original_firstorder_Range,84
sub_wout_original_glcm_SumSquares,82
t2w_original_glcm_ClusterProminence,61
sub_wout_original_firstorder_90Percentile,77
t2w_original_glcm_SumEntropy,26
sub_wout_original_glszm_ZoneEntropy,15
adc_original_glcm_MaximumProbability,51
t2w_original_glrlm_GrayLevelVariance,79
t2w_original_glszm_ZoneEntropy,14
sub_win_original_glcm_SumSquares,44
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,5
sub_win_original_firstorder_90Percentile,52
t2w_original_glcm_ClusterShade,32
adc_original_glrlm_LongRunEmphasis,30
adc_original_firstorder_Mean,41
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,13
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,33
adc_original_glcm_Correlation,21
t2w_original_glcm_InverseVariance,16
sub_win_original_glcm_Id,55
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,27
sub_wout_original_glcm_DifferenceVariance,42
adc_original_glszm_ZoneEntropy,54
t2w_original_glrlm_RunEntropy,1
sub_wout_original_firstorder_Uniformity,10
t2w_original_firstorder_Median,22
adc_original_glszm_SizeZoneNonUniformityNormalized,19
sub_wout_original_glcm_Imc1,45
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,70
adc_original_glcm_ClusterProminence,39
adc_original_glcm_DifferenceVariance,72
t2w_original_firstorder_90Percentile,47
t2w_original_glszm_SmallAreaEmphasis,18
adc_original_glcm_JointEntropy,75
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,38
t2w_original_glcm_ClusterTendency,23
sub_win_original_glcm_SumEntropy,3
sub_wout_original_glszm_ZoneVariance,17
adc_original_glcm_Idmn,58
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,76
adc_original_firstorder_Kurtosis,40
t2w_original_glcm_MaximumProbability,29
sub_win_original_glszm_ZoneEntropy,12
t2w_original_glszm_SizeZoneNonUniformityNormalized,2
t2w_original_glcm_JointEntropy,8
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,20
sub_win_original_glszm_SizeZoneNonUniformityNormalized,6
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,60
sub_win_original_glcm_MaximumProbability,4
sub_win_original_glcm_Imc1,25
sub_wout_original_glcm_JointEntropy,9
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,63
