feature,rank
sub_wout_original_glcm_DifferenceVariance,89
t2w_original_glcm_Idmn,88
sub_wout_original_glcm_ClusterProminence,87
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,86
sub_wout_original_glcm_JointEntropy,85
adc_original_firstorder_Maximum,84
adc_original_glcm_ClusterProminence,83
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,82
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,81
adc_original_glcm_Correlation,80
adc_original_glszm_SizeZoneNonUniformityNormalized,79
adc_original_glrlm_LongRunEmphasis,78
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,77
adc_original_firstorder_Minimum,76
sub_wout_original_glcm_JointAverage,75
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,74
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,73
sub_win_original_firstorder_Range,72
sub_win_original_glcm_ClusterProminence,71
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,70
sub_wout_original_firstorder_Uniformity,69
adc_original_glcm_Idmn,68
sub_win_original_firstorder_Mean,67
sub_win_original_glcm_ClusterShade,66
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,65
sub_wout_original_firstorder_RootMeanSquared,64
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,63
sub_wout_original_glcm_Imc1,62
sub_wout_original_glcm_InverseVariance,61
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,60
sub_win_original_glcm_Id,59
sub_win_original_glcm_SumEntropy,58
sub_wout_original_glcm_ClusterTendency,57
sub_wout_original_glszm_ZoneEntropy,56
sub_wout_original_firstorder_Minimum,55
t2w_original_glcm_ClusterShade,54
sub_win_original_glszm_GrayLevelVariance,53
sub_wout_original_firstorder_10Percentile,52
t2w_original_glszm_GrayLevelVariance,51
t2w_original_firstorder_10Percentile,50
t2w_original_glszm_SmallAreaEmphasis,49
t2w_original_firstorder_90Percentile,48
t2w_original_firstorder_Median,47
sub_win_original_firstorder_10Percentile,46
t2w_original_glszm_ZoneEntropy,45
sub_wout_original_firstorder_Range,44
sub_wout_original_firstorder_Variance,43
sub_win_original_glcm_Autocorrelation,42
t2w_original_glcm_InverseVariance,41
sub_win_original_glcm_SumSquares,40
adc_original_glcm_MaximumProbability,39
sub_wout_original_glszm_GrayLevelVariance,38
t2w_original_glrlm_RunEntropy,37
adc_original_glcm_ClusterShade,36
t2w_original_glcm_SumEntropy,35
sub_win_original_glszm_SizeZoneNonUniformityNormalized,34
sub_win_original_glcm_Imc1,33
adc_original_glcm_DifferenceVariance,32
sub_win_original_glszm_ZoneEntropy,31
sub_win_original_firstorder_90Percentile,30
sub_wout_original_glcm_SumEntropy,29
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,28
t2w_original_glcm_ClusterTendency,27
sub_wout_original_firstorder_90Percentile,26
sub_wout_original_firstorder_Median,25
adc_original_firstorder_Kurtosis,24
sub_wout_original_firstorder_Mean,23
sub_wout_original_glszm_ZoneVariance,22
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,21
adc_original_glcm_JointEntropy,20
adc_original_glszm_SmallAreaEmphasis,19
adc_original_firstorder_Mean,18
t2w_original_glszm_SizeZoneNonUniformityNormalized,17
t2w_original_glcm_ClusterProminence,16
t2w_original_firstorder_Skewness,15
adc_original_glszm_ZoneEntropy,14
sub_wout_original_firstorder_Maximum,13
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,12
t2w_original_glrlm_GrayLevelVariance,11
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,10
sub_wout_original_glcm_SumSquares,9
sub_wout_original_firstorder_InterquartileRange,8
sub_win_original_glcm_MaximumProbability,7
adc_original_firstorder_10Percentile,6
sub_win_original_glcm_Idmn,5
t2w_original_glcm_MaximumProbability,4
t2w_original_glcm_JointEntropy,3
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,2
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,1
