feature,rank
sub_wout_original_glcm_ClusterProminence,89
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,88
sub_wout_original_firstorder_Maximum,87
adc_original_firstorder_Minimum,86
t2w_original_glszm_SizeZoneNonUniformityNormalized,85
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,84
adc_original_firstorder_Mean,83
adc_original_glcm_Idmn,82
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,81
adc_original_firstorder_Maximum,80
adc_original_firstorder_10Percentile,79
sub_wout_original_firstorder_InterquartileRange,78
t2w_original_glcm_Idmn,77
sub_win_original_glcm_Imc1,76
t2w_original_glcm_SumEntropy,75
sub_wout_original_firstorder_Variance,74
sub_win_original_glcm_Id,73
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,72
sub_win_original_firstorder_Mean,71
sub_wout_original_firstorder_Minimum,70
sub_wout_original_glszm_ZoneEntropy,69
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,68
adc_original_glszm_SmallAreaEmphasis,67
sub_wout_original_firstorder_Median,66
adc_original_glrlm_LongRunEmphasis,65
t2w_original_firstorder_10Percentile,64
sub_wout_original_firstorder_Range,63
sub_wout_original_firstorder_Uniformity,62
t2w_original_glrlm_GrayLevelVariance,61
t2w_original_firstorder_Skewness,60
t2w_original_glcm_InverseVariance,59
t2w_original_glcm_JointEntropy,58
t2w_original_glszm_GrayLevelVariance,57
adc_original_glcm_DifferenceVariance,56
t2w_original_firstorder_90Percentile,55
sub_wout_original_glszm_ZoneVariance,54
adc_original_glszm_ZoneEntropy,53
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,52
adc_original_glcm_ClusterProminence,51
t2w_original_glcm_MaximumProbability,50
sub_wout_original_firstorder_RootMeanSquared,49
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,48
adc_original_firstorder_Kurtosis,47
t2w_original_glszm_SmallAreaEmphasis,46
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,45
sub_wout_original_glcm_Imc1,44
sub_win_original_glcm_ClusterShade,43
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,42
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,41
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,40
sub_win_original_glcm_SumEntropy,39
adc_original_glcm_Correlation,38
sub_win_original_glcm_Autocorrelation,37
adc_original_glcm_JointEntropy,36
t2w_original_glszm_ZoneEntropy,35
sub_wout_original_glcm_DifferenceVariance,34
sub_win_original_glcm_SumSquares,33
t2w_original_glcm_ClusterProminence,32
sub_wout_original_firstorder_Mean,31
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,30
sub_wout_original_glcm_ClusterTendency,29
sub_wout_original_glcm_JointEntropy,28
sub_wout_original_glszm_GrayLevelVariance,27
sub_win_original_firstorder_Range,26
sub_wout_original_glcm_InverseVariance,25
adc_original_glszm_SizeZoneNonUniformityNormalized,24
sub_wout_original_glcm_SumEntropy,23
sub_win_original_glcm_MaximumProbability,22
sub_win_original_glszm_ZoneEntropy,21
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,20
t2w_original_glcm_ClusterShade,19
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,18
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,17
t2w_original_firstorder_Median,16
sub_wout_original_glcm_JointAverage,15
sub_win_original_glcm_ClusterProminence,14
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,13
sub_win_original_glcm_Idmn,12
sub_wout_original_firstorder_90Percentile,11
sub_win_original_glszm_SizeZoneNonUniformityNormalized,10
t2w_original_glrlm_RunEntropy,9
adc_original_glcm_ClusterShade,8
sub_win_original_glszm_GrayLevelVariance,7
sub_wout_original_glcm_SumSquares,6
sub_win_original_firstorder_90Percentile,5
adc_original_glcm_MaximumProbability,4
t2w_original_glcm_ClusterTendency,3
sub_wout_original_firstorder_10Percentile,2
sub_win_original_firstorder_10Percentile,1
