feature,rank
adc_original_firstorder_Minimum,89
t2w_original_glszm_SmallAreaEmphasis,88
sub_wout_original_glcm_ClusterProminence,87
adc_original_glszm_SmallAreaEmphasis,86
adc_original_glszm_LargeAreaLowGrayLevelEmphasis,85
t2w_original_glcm_SumEntropy,84
adc_original_firstorder_Mean,83
adc_original_firstorder_10Percentile,82
t2w_original_glcm_Idmn,81
adc_original_glszm_ZoneEntropy,80
sub_win_original_glszm_GrayLevelVariance,79
sub_win_original_glcm_SumSquares,78
t2w_original_glcm_InverseVariance,77
adc_original_glszm_SizeZoneNonUniformityNormalized,76
sub_wout_original_glcm_JointEntropy,75
t2w_original_glcm_ClusterShade,74
sub_wout_original_firstorder_Uniformity,73
sub_wout_original_glcm_ClusterTendency,72
t2w_original_glcm_JointEntropy,71
sub_wout_original_glrlm_HighGrayLevelRunEmphasis,70
sub_wout_original_firstorder_Mean,69
sub_win_original_glrlm_ShortRunHighGrayLevelEmphasis,68
t2w_original_glrlm_GrayLevelVariance,67
sub_win_original_glcm_ClusterShade,66
sub_wout_original_firstorder_InterquartileRange,65
t2w_original_glcm_ClusterProminence,64
sub_win_original_glcm_SumEntropy,63
sub_wout_original_glcm_Imc1,62
adc_original_glrlm_LongRunEmphasis,61
sub_wout_original_firstorder_Variance,60
sub_wout_original_glrlm_ShortRunHighGrayLevelEmphasis,59
adc_original_glcm_ClusterProminence,58
t2w_original_firstorder_90Percentile,57
t2w_original_glszm_LargeAreaLowGrayLevelEmphasis,56
adc_original_glszm_LargeAreaHighGrayLevelEmphasis,55
sub_win_original_glszm_SmallAreaLowGrayLevelEmphasis,54
sub_wout_original_glcm_DifferenceVariance,53
sub_wout_original_glcm_JointAverage,52
sub_wout_original_glszm_ZoneVariance,51
sub_wout_original_firstorder_Minimum,50
adc_original_glcm_ClusterShade,49
sub_win_original_glszm_SizeZoneNonUniformityNormalized,48
sub_wout_original_firstorder_Range,47
sub_wout_original_glrlm_LongRunHighGrayLevelEmphasis,46
t2w_original_glrlm_ShortRunLowGrayLevelEmphasis,45
adc_original_glcm_Idmn,44
sub_wout_original_firstorder_Maximum,43
sub_wout_original_glcm_SumSquares,42
sub_win_original_glszm_ZoneEntropy,41
sub_win_original_glcm_Imc1,40
t2w_original_glrlm_RunEntropy,39
sub_wout_original_glszm_GrayLevelVariance,38
sub_wout_original_firstorder_RootMeanSquared,37
t2w_original_glszm_ZoneEntropy,36
sub_wout_original_glszm_SmallAreaHighGrayLevelEmphasis,35
sub_win_original_glcm_Id,34
sub_win_original_glrlm_LongRunHighGrayLevelEmphasis,33
adc_original_glcm_JointEntropy,32
t2w_original_firstorder_10Percentile,31
sub_win_original_glcm_Autocorrelation,30
sub_wout_original_firstorder_Median,29
t2w_original_glszm_SizeZoneNonUniformityNormalized,28
adc_original_firstorder_Kurtosis,27
adc_original_glcm_Correlation,26
sub_win_original_glcm_MaximumProbability,25
sub_wout_original_glszm_LowGrayLevelZoneEmphasis,24
sub_win_original_glcm_Idmn,23
sub_win_original_glcm_ClusterProminence,22
t2w_original_glszm_LargeAreaHighGrayLevelEmphasis,21
sub_wout_original_glszm_ZoneEntropy,20
t2w_original_glszm_GrayLevelVariance,19
sub_wout_original_glcm_InverseVariance,18
sub_wout_original_glszm_LargeAreaLowGrayLevelEmphasis,17
sub_win_original_firstorder_10Percentile,16
adc_original_glcm_DifferenceVariance,15
adc_original_firstorder_Maximum,14
sub_wout_original_firstorder_90Percentile,13
t2w_original_glcm_MaximumProbability,12
adc_original_glcm_MaximumProbability,11
t2w_original_firstorder_Skewness,10
t2w_original_glcm_ClusterTendency,9
t2w_original_firstorder_Median,8
sub_wout_original_glcm_SumEntropy,7
sub_wout_original_firstorder_10Percentile,6
sub_win_original_glrlm_ShortRunLowGrayLevelEmphasis,5
sub_win_original_firstorder_Range,4
sub_win_original_firstorder_Mean,3
sub_win_original_firstorder_90Percentile,2
sub_wout_original_glszm_HighGrayLevelZoneEmphasis,1
