,feature,icc_value,c_down,c_up,sequence
1509,wavelet-LHH_gldm_SmallDependenceEmphasis,1.0,0.99,1.0,t2w
1510,wavelet-LHH_gldm_LowGrayLevelEmphasis,0.63,0.56,0.7,adc
1511,wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.9,0.87,0.92,t2w
1512,wavelet-LHH_gldm_SmallDependenceEmphasis,0.97,0.96,0.98,adc
1513,wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.81,0.76,0.85,t2w
1514,wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.85,0.82,0.89,adc
1515,wavelet-HLL_firstorder_10Percentile,1.0,1.0,1.0,t2w
1516,wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.59,0.52,0.66,adc
1517,wavelet-HLL_firstorder_90Percentile,1.0,0.99,1.0,t2w
1518,wavelet-HLL_firstorder_10Percentile,0.95,0.94,0.97,adc
1519,wavelet-HLL_firstorder_Energy,0.98,0.98,0.99,t2w
1520,wavelet-HLL_firstorder_90Percentile,0.97,0.96,0.98,adc
1521,wavelet-HLL_firstorder_Entropy,0.99,0.99,0.99,t2w
1522,wavelet-HLL_firstorder_Energy,0.93,0.91,0.95,adc
1523,wavelet-HLL_firstorder_InterquartileRange,1.0,1.0,1.0,t2w
1524,wavelet-HLL_firstorder_Entropy,0.95,0.94,0.97,adc
1525,wavelet-HLL_firstorder_Kurtosis,0.53,0.46,0.61,t2w
1526,wavelet-HLL_firstorder_InterquartileRange,0.98,0.97,0.98,adc
1527,wavelet-HLL_firstorder_Maximum,0.85,0.81,0.88,t2w
1528,wavelet-HLL_firstorder_Kurtosis,0.88,0.85,0.91,adc
1529,wavelet-HLL_firstorder_MeanAbsoluteDeviation,1.0,1.0,1.0,t2w
1530,wavelet-HLL_firstorder_Maximum,0.81,0.76,0.85,adc
1531,wavelet-HLL_firstorder_Mean,0.68,0.62,0.75,t2w
1532,wavelet-HLL_firstorder_MeanAbsoluteDeviation,0.95,0.94,0.97,adc
1533,wavelet-HLL_firstorder_Median,0.88,0.85,0.91,t2w
1534,wavelet-HLL_firstorder_Mean,0.88,0.85,0.91,adc
1535,wavelet-HLL_firstorder_Minimum,0.74,0.68,0.79,t2w
1536,wavelet-HLL_firstorder_Median,0.95,0.93,0.96,adc
1537,wavelet-HLL_firstorder_Range,0.82,0.77,0.86,t2w
1538,wavelet-HLL_firstorder_Minimum,0.83,0.79,0.87,adc
1539,wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation,1.0,1.0,1.0,t2w
1540,wavelet-HLL_firstorder_Range,0.85,0.81,0.88,adc
1541,wavelet-HLL_firstorder_RootMeanSquared,0.73,0.67,0.78,t2w
1542,wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation,0.98,0.97,0.98,adc
1543,wavelet-HLL_firstorder_RootMeanSquared,0.93,0.91,0.95,adc
1544,wavelet-HLL_firstorder_Skewness,0.64,0.58,0.71,t2w
1545,wavelet-HLL_firstorder_TotalEnergy,0.98,0.98,0.99,t2w
1546,wavelet-HLL_firstorder_Skewness,0.8,0.75,0.84,adc
1547,wavelet-HLL_firstorder_Uniformity,0.99,0.99,0.99,t2w
1548,wavelet-HLL_firstorder_TotalEnergy,0.93,0.91,0.95,adc
1549,wavelet-HLL_firstorder_Uniformity,0.97,0.96,0.98,adc
1550,wavelet-HLL_firstorder_Variance,0.99,0.99,1.0,t2w
1551,wavelet-HLL_firstorder_Variance,0.92,0.9,0.94,adc
1552,wavelet-HLL_glcm_Autocorrelation,0.51,0.44,0.59,t2w
1553,wavelet-HLL_glcm_ClusterProminence,0.54,0.47,0.62,t2w
1554,wavelet-HLL_glcm_Autocorrelation,0.86,0.82,0.89,adc
1555,wavelet-HLL_glcm_ClusterShade,0.63,0.57,0.7,t2w
1556,wavelet-HLL_glcm_ClusterProminence,0.87,0.83,0.9,adc
1557,wavelet-HLL_glcm_ClusterShade,0.71,0.65,0.77,adc
1558,wavelet-HLL_glcm_ClusterTendency,0.99,0.98,0.99,t2w
1559,wavelet-HLL_glcm_Contrast,1.0,1.0,1.0,t2w
1560,wavelet-HLL_glcm_ClusterTendency,0.94,0.92,0.96,adc
1561,wavelet-HLL_glcm_Contrast,0.92,0.89,0.94,adc
1562,wavelet-HLL_glcm_Correlation,1.0,1.0,1.0,t2w
1563,wavelet-HLL_glcm_Correlation,0.88,0.85,0.91,adc
1564,wavelet-HLL_glcm_DifferenceAverage,1.0,1.0,1.0,t2w
1565,wavelet-HLL_glcm_DifferenceEntropy,1.0,1.0,1.0,t2w
1566,wavelet-HLL_glcm_DifferenceAverage,0.95,0.94,0.97,adc
1567,wavelet-HLL_glcm_DifferenceVariance,1.0,0.99,1.0,t2w
1568,wavelet-HLL_glcm_DifferenceEntropy,0.95,0.93,0.96,adc
1569,wavelet-HLL_glcm_DifferenceVariance,0.89,0.86,0.92,adc
1570,wavelet-HLL_glcm_Id,1.0,1.0,1.0,t2w
1571,wavelet-HLL_glcm_Idm,1.0,1.0,1.0,t2w
1572,wavelet-HLL_glcm_Id,0.98,0.97,0.98,adc
1573,wavelet-HLL_glcm_Idm,0.98,0.97,0.99,adc
1574,wavelet-HLL_glcm_Idmn,0.74,0.69,0.8,t2w
1575,wavelet-HLL_glcm_Idn,0.79,0.75,0.84,t2w
1576,wavelet-HLL_glcm_Idmn,0.79,0.74,0.84,adc
1577,wavelet-HLL_glcm_Imc1,1.0,1.0,1.0,t2w
1578,wavelet-HLL_glcm_Idn,0.82,0.77,0.86,adc
1579,wavelet-HLL_glcm_Imc2,0.99,0.99,1.0,t2w
1580,wavelet-HLL_glcm_Imc1,0.97,0.96,0.98,adc
1581,wavelet-HLL_glcm_InverseVariance,1.0,1.0,1.0,t2w
1582,wavelet-HLL_glcm_Imc2,0.97,0.96,0.98,adc
1583,wavelet-HLL_glcm_JointAverage,0.73,0.67,0.78,t2w
1584,wavelet-HLL_glcm_InverseVariance,0.98,0.97,0.98,adc
1585,wavelet-HLL_glcm_JointAverage,0.82,0.78,0.86,adc
1586,wavelet-HLL_glcm_JointEnergy,1.0,1.0,1.0,t2w
1587,wavelet-HLL_glcm_JointEnergy,0.98,0.97,0.99,adc
1588,wavelet-HLL_glcm_JointEntropy,0.99,0.99,1.0,t2w
1589,wavelet-HLL_glcm_MCC,0.85,0.81,0.89,t2w
1590,wavelet-HLL_glcm_JointEntropy,0.96,0.95,0.97,adc
1591,wavelet-HLL_glcm_MaximumProbability,0.99,0.99,1.0,t2w
1592,wavelet-HLL_glcm_MCC,0.82,0.77,0.86,adc
1593,wavelet-HLL_glcm_SumAverage,0.73,0.67,0.78,t2w
1594,wavelet-HLL_glcm_MaximumProbability,0.99,0.98,0.99,adc
1595,wavelet-HLL_glcm_SumEntropy,0.99,0.99,0.99,t2w
1596,wavelet-HLL_glcm_SumAverage,0.82,0.78,0.86,adc
1597,wavelet-HLL_glcm_SumSquares,0.99,0.99,0.99,t2w
1598,wavelet-HLL_glcm_SumEntropy,0.96,0.95,0.97,adc
1599,wavelet-HLL_glrlm_GrayLevelNonUniformity,0.98,0.98,0.99,t2w
1600,wavelet-HLL_glcm_SumSquares,0.93,0.92,0.95,adc
1601,wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized,0.99,0.99,0.99,t2w
1602,wavelet-HLL_glrlm_GrayLevelNonUniformity,0.99,0.99,0.99,adc
1603,wavelet-HLL_glrlm_GrayLevelVariance,0.99,0.98,0.99,t2w
1604,wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized,0.97,0.96,0.98,adc
1605,wavelet-HLL_glrlm_HighGrayLevelRunEmphasis,0.51,0.44,0.59,t2w
1606,wavelet-HLL_glrlm_GrayLevelVariance,0.92,0.9,0.94,adc
1607,wavelet-HLL_glrlm_LongRunEmphasis,1.0,1.0,1.0,t2w
1608,wavelet-HLL_glrlm_HighGrayLevelRunEmphasis,0.86,0.82,0.89,adc
1609,wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,0.53,0.46,0.61,t2w
1610,wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.78,0.72,0.83,t2w
1611,wavelet-HLL_glrlm_LongRunEmphasis,0.99,0.98,0.99,adc
1612,wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,0.73,0.67,0.79,t2w
1613,wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,0.84,0.8,0.88,adc
1614,wavelet-HLL_glrlm_RunEntropy,0.97,0.96,0.98,t2w
1615,wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.72,0.66,0.78,adc
1616,wavelet-HLL_glrlm_RunLengthNonUniformity,0.98,0.98,0.99,t2w
1617,wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,0.7,0.64,0.77,adc
1618,wavelet-HLL_glrlm_RunLengthNonUniformityNormalized,0.99,0.98,0.99,t2w
1619,wavelet-HLL_glrlm_RunEntropy,0.93,0.91,0.95,adc
1620,wavelet-HLL_glrlm_RunPercentage,0.99,0.99,0.99,t2w
1621,wavelet-HLL_glrlm_RunLengthNonUniformity,0.98,0.97,0.98,adc
1622,wavelet-HLL_glrlm_RunVariance,1.0,1.0,1.0,t2w
1623,wavelet-HLL_glrlm_RunLengthNonUniformityNormalized,0.98,0.98,0.99,adc
1624,wavelet-HLL_glrlm_ShortRunEmphasis,0.99,0.99,0.99,t2w
1625,wavelet-HLL_glrlm_RunPercentage,0.98,0.98,0.99,adc
1626,wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis,0.51,0.44,0.59,t2w
1627,wavelet-HLL_glrlm_RunVariance,0.99,0.98,0.99,adc
1628,wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis,0.71,0.65,0.77,t2w
1629,wavelet-HLL_glrlm_ShortRunEmphasis,0.98,0.98,0.99,adc
1630,wavelet-HLL_glszm_GrayLevelNonUniformity,0.99,0.99,0.99,t2w
1631,wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis,0.86,0.83,0.9,adc
1632,wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,0.88,0.84,0.91,t2w
1633,wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis,0.7,0.64,0.76,adc
1634,wavelet-HLL_glszm_GrayLevelVariance,0.91,0.89,0.94,t2w
1635,wavelet-HLL_glszm_GrayLevelNonUniformity,0.98,0.97,0.98,adc
1636,wavelet-HLL_glszm_HighGrayLevelZoneEmphasis,0.52,0.44,0.6,t2w
1637,wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,0.9,0.87,0.92,adc
1638,wavelet-HLL_glszm_LargeAreaEmphasis,0.97,0.96,0.98,t2w
1639,wavelet-HLL_glszm_GrayLevelVariance,0.87,0.84,0.9,adc
1640,wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.73,0.67,0.79,t2w
1641,wavelet-HLL_glszm_HighGrayLevelZoneEmphasis,0.86,0.83,0.89,adc
1642,wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.86,0.83,0.9,t2w
1643,wavelet-HLL_glszm_LargeAreaEmphasis,0.99,0.99,0.99,adc
1644,wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,0.76,0.71,0.82,t2w
1645,wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.96,0.95,0.97,adc
1646,wavelet-HLL_glszm_SizeZoneNonUniformity,0.99,0.99,0.99,t2w
1647,wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.92,0.9,0.94,adc
1648,wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,0.7,0.64,0.76,t2w
1649,wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,0.68,0.61,0.74,adc
1650,wavelet-HLL_glszm_SmallAreaEmphasis,0.69,0.63,0.75,t2w
1651,wavelet-HLL_glszm_SizeZoneNonUniformity,0.94,0.92,0.95,adc
1652,wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis,0.51,0.44,0.59,t2w
1653,wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,0.78,0.73,0.83,adc
1654,wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.73,0.67,0.78,t2w
1655,wavelet-HLL_glszm_SmallAreaEmphasis,0.77,0.72,0.82,adc
1656,wavelet-HLL_glszm_ZoneEntropy,0.82,0.78,0.86,t2w
1657,wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis,0.87,0.83,0.9,adc
1658,wavelet-HLL_glszm_ZonePercentage,0.99,0.99,1.0,t2w
1659,wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.69,0.63,0.76,adc
1660,wavelet-HLL_glszm_ZoneVariance,0.97,0.97,0.98,t2w
1661,wavelet-HLL_glszm_ZoneEntropy,0.94,0.92,0.95,adc
1662,wavelet-HLL_ngtdm_Busyness,0.6,0.53,0.67,t2w
1663,wavelet-HLL_glszm_ZonePercentage,0.96,0.95,0.97,adc
1664,wavelet-HLL_ngtdm_Coarseness,0.96,0.95,0.97,t2w
1665,wavelet-HLL_ngtdm_Complexity,0.7,0.64,0.76,t2w
1666,wavelet-HLL_glszm_ZoneVariance,0.99,0.99,0.99,adc
1667,wavelet-HLL_ngtdm_Contrast,0.59,0.52,0.66,t2w
1668,wavelet-HLL_ngtdm_Busyness,0.94,0.93,0.96,adc
1669,wavelet-HLL_ngtdm_Strength,0.46,0.39,0.54,t2w
1670,wavelet-HLL_ngtdm_Coarseness,0.96,0.95,0.97,adc
1671,wavelet-HLL_gldm_DependenceEntropy,0.93,0.91,0.95,t2w
1672,wavelet-HLL_ngtdm_Complexity,0.88,0.84,0.91,adc
1673,wavelet-HLL_gldm_DependenceNonUniformity,0.98,0.98,0.99,t2w
1674,wavelet-HLL_ngtdm_Contrast,0.93,0.91,0.95,adc
1675,wavelet-HLL_gldm_DependenceNonUniformityNormalized,0.98,0.97,0.98,t2w
1676,wavelet-HLL_ngtdm_Strength,0.92,0.9,0.94,adc
1677,wavelet-HLL_gldm_DependenceVariance,0.97,0.95,0.97,t2w
1678,wavelet-HLL_gldm_DependenceEntropy,0.92,0.89,0.94,adc
1679,wavelet-HLL_gldm_GrayLevelNonUniformity,0.98,0.98,0.99,t2w
1680,wavelet-HLL_gldm_DependenceNonUniformity,0.98,0.97,0.98,adc
1681,wavelet-HLL_gldm_GrayLevelVariance,0.99,0.98,0.99,t2w
1682,wavelet-HLL_gldm_DependenceNonUniformityNormalized,0.99,0.99,0.99,adc
1683,wavelet-HLL_gldm_HighGrayLevelEmphasis,0.51,0.44,0.59,t2w
1684,wavelet-HLL_gldm_DependenceVariance,0.99,0.99,0.99,adc
1685,wavelet-HLL_gldm_LargeDependenceEmphasis,0.99,0.99,0.99,t2w
1686,wavelet-HLL_gldm_GrayLevelNonUniformity,0.99,0.99,0.99,adc
1687,wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.52,0.45,0.6,t2w
1688,wavelet-HLL_gldm_GrayLevelVariance,0.93,0.9,0.94,adc
1689,wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.75,0.7,0.81,t2w
1690,wavelet-HLL_gldm_HighGrayLevelEmphasis,0.86,0.82,0.89,adc
1691,wavelet-HLL_gldm_LowGrayLevelEmphasis,0.73,0.67,0.79,t2w
1692,wavelet-HLL_gldm_LargeDependenceEmphasis,0.99,0.98,0.99,adc
1693,wavelet-HLL_gldm_SmallDependenceEmphasis,0.99,0.99,0.99,t2w
1694,wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.82,0.77,0.86,adc
1695,wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.52,0.45,0.6,t2w
1696,wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.79,0.74,0.84,adc
1697,wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.69,0.63,0.75,t2w
1698,wavelet-HLL_gldm_LowGrayLevelEmphasis,0.71,0.65,0.77,adc
1699,wavelet-HLH_firstorder_10Percentile,1.0,1.0,1.0,t2w
1700,wavelet-HLL_gldm_SmallDependenceEmphasis,0.96,0.95,0.97,adc
1701,wavelet-HLH_firstorder_90Percentile,1.0,1.0,1.0,t2w
1702,wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.91,0.88,0.93,adc
1703,wavelet-HLH_firstorder_Energy,0.98,0.98,0.99,t2w
1704,wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.71,0.65,0.77,adc
1705,wavelet-HLH_firstorder_Entropy,0.99,0.99,1.0,t2w
1706,wavelet-HLH_firstorder_10Percentile,0.97,0.97,0.98,adc
1707,wavelet-HLH_firstorder_InterquartileRange,1.0,1.0,1.0,t2w
1708,wavelet-HLH_firstorder_90Percentile,0.96,0.94,0.97,adc
1709,wavelet-HLH_firstorder_Kurtosis,0.17,0.12,0.23,t2w
1710,wavelet-HLH_firstorder_Energy,0.94,0.93,0.96,adc
1711,wavelet-HLH_firstorder_Maximum,0.7,0.64,0.76,t2w
1712,wavelet-HLH_firstorder_Entropy,0.95,0.93,0.96,adc
1713,wavelet-HLH_firstorder_MeanAbsoluteDeviation,1.0,1.0,1.0,t2w
1714,wavelet-HLH_firstorder_InterquartileRange,0.98,0.97,0.99,adc
1715,wavelet-HLH_firstorder_Mean,0.16,0.12,0.22,t2w
1716,wavelet-HLH_firstorder_Kurtosis,0.87,0.84,0.9,adc
1717,wavelet-HLH_firstorder_Median,0.68,0.61,0.74,t2w
1718,wavelet-HLH_firstorder_Maximum,0.79,0.74,0.83,adc
1719,wavelet-HLH_firstorder_Minimum,0.77,0.72,0.82,t2w
1720,wavelet-HLH_firstorder_MeanAbsoluteDeviation,0.95,0.94,0.97,adc
1721,wavelet-HLH_firstorder_Range,0.76,0.71,0.81,t2w
1722,wavelet-HLH_firstorder_Mean,0.71,0.65,0.77,adc
1723,wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,1.0,1.0,1.0,t2w
1724,wavelet-HLH_firstorder_Median,0.87,0.84,0.9,adc
1725,wavelet-HLH_firstorder_RootMeanSquared,0.84,0.79,0.87,t2w
1726,wavelet-HLH_firstorder_Skewness,0.58,0.51,0.65,t2w
1727,wavelet-HLH_firstorder_Minimum,0.76,0.7,0.81,adc
1728,wavelet-HLH_firstorder_TotalEnergy,0.98,0.98,0.99,t2w
1729,wavelet-HLH_firstorder_Range,0.8,0.75,0.84,adc
1730,wavelet-HLH_firstorder_Uniformity,0.99,0.99,1.0,t2w
1731,wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,0.98,0.97,0.98,adc
1732,wavelet-HLH_firstorder_Variance,1.0,1.0,1.0,t2w
1733,wavelet-HLH_firstorder_RootMeanSquared,0.92,0.9,0.94,adc
1734,wavelet-HLH_glcm_Autocorrelation,0.62,0.56,0.7,t2w
1735,wavelet-HLH_firstorder_Skewness,0.73,0.67,0.79,adc
1736,wavelet-HLH_glcm_ClusterProminence,0.98,0.97,0.98,t2w
1737,wavelet-HLH_firstorder_TotalEnergy,0.94,0.93,0.96,adc
1738,wavelet-HLH_glcm_ClusterShade,0.74,0.68,0.79,t2w
1739,wavelet-HLH_firstorder_Uniformity,0.97,0.96,0.98,adc
1740,wavelet-HLH_glcm_ClusterTendency,0.99,0.99,1.0,t2w
1741,wavelet-HLH_firstorder_Variance,0.92,0.9,0.94,adc
1742,wavelet-HLH_glcm_Contrast,1.0,0.99,1.0,t2w
1743,wavelet-HLH_glcm_Autocorrelation,0.76,0.7,0.81,adc
1744,wavelet-HLH_glcm_Correlation,0.98,0.97,0.98,t2w
1745,wavelet-HLH_glcm_ClusterProminence,0.86,0.82,0.89,adc
1746,wavelet-HLH_glcm_DifferenceAverage,1.0,0.99,1.0,t2w
1747,wavelet-HLH_glcm_ClusterShade,0.87,0.84,0.9,adc
1748,wavelet-HLH_glcm_DifferenceEntropy,1.0,1.0,1.0,t2w
1749,wavelet-HLH_glcm_ClusterTendency,0.93,0.91,0.95,adc
1750,wavelet-HLH_glcm_DifferenceVariance,1.0,1.0,1.0,t2w
1751,wavelet-HLH_glcm_Contrast,0.94,0.92,0.95,adc
1752,wavelet-HLH_glcm_Id,0.99,0.99,1.0,t2w
1753,wavelet-HLH_glcm_Correlation,0.93,0.91,0.95,adc
1754,wavelet-HLH_glcm_Idm,1.0,0.99,1.0,t2w
1755,wavelet-HLH_glcm_DifferenceAverage,0.97,0.96,0.97,adc
1756,wavelet-HLH_glcm_Idmn,0.8,0.75,0.84,t2w
1757,wavelet-HLH_glcm_DifferenceEntropy,0.96,0.95,0.97,adc
1758,wavelet-HLH_glcm_Idn,0.8,0.76,0.85,t2w
1759,wavelet-HLH_glcm_DifferenceVariance,0.9,0.87,0.92,adc
1760,wavelet-HLH_glcm_Imc1,1.0,1.0,1.0,t2w
1761,wavelet-HLH_glcm_Id,0.98,0.98,0.99,adc
1762,wavelet-HLH_glcm_Imc2,1.0,1.0,1.0,t2w
1763,wavelet-HLH_glcm_Idm,0.98,0.98,0.99,adc
1764,wavelet-HLH_glcm_InverseVariance,0.96,0.95,0.97,t2w
1765,wavelet-HLH_glcm_Idmn,0.76,0.71,0.81,adc
1766,wavelet-HLH_glcm_Idn,0.79,0.74,0.83,adc
1767,wavelet-HLH_glcm_JointAverage,0.73,0.67,0.79,t2w
1768,wavelet-HLH_glcm_JointEnergy,1.0,1.0,1.0,t2w
1769,wavelet-HLH_glcm_Imc1,0.94,0.93,0.96,adc
1770,wavelet-HLH_glcm_JointEntropy,1.0,0.99,1.0,t2w
1771,wavelet-HLH_glcm_Imc2,0.95,0.93,0.96,adc
1772,wavelet-HLH_glcm_MCC,0.93,0.91,0.95,t2w
1773,wavelet-HLH_glcm_InverseVariance,0.98,0.98,0.99,adc
1774,wavelet-HLH_glcm_JointAverage,0.75,0.7,0.81,adc
1775,wavelet-HLH_glcm_MaximumProbability,1.0,1.0,1.0,t2w
1776,wavelet-HLH_glcm_SumAverage,0.73,0.67,0.79,t2w
1777,wavelet-HLH_glcm_JointEnergy,0.98,0.98,0.99,adc
1778,wavelet-HLH_glcm_SumEntropy,1.0,0.99,1.0,t2w
1779,wavelet-HLH_glcm_JointEntropy,0.96,0.95,0.97,adc
1780,wavelet-HLH_glcm_SumSquares,0.99,0.99,1.0,t2w
1781,wavelet-HLH_glcm_MCC,0.79,0.75,0.84,adc
1782,wavelet-HLH_glrlm_GrayLevelNonUniformity,0.98,0.98,0.99,t2w
1783,wavelet-HLH_glcm_MaximumProbability,0.99,0.98,0.99,adc
1784,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,0.99,0.99,1.0,t2w
1785,wavelet-HLH_glcm_SumAverage,0.75,0.7,0.81,adc
1786,wavelet-HLH_glrlm_GrayLevelVariance,0.99,0.99,1.0,t2w
1787,wavelet-HLH_glcm_SumEntropy,0.96,0.94,0.97,adc
1788,wavelet-HLH_glrlm_HighGrayLevelRunEmphasis,0.63,0.56,0.7,t2w
1789,wavelet-HLH_glcm_SumSquares,0.93,0.91,0.95,adc
1790,wavelet-HLH_glrlm_LongRunEmphasis,1.0,1.0,1.0,t2w
1791,wavelet-HLH_glrlm_GrayLevelNonUniformity,0.99,0.98,0.99,adc
1792,wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.49,0.42,0.57,t2w
1793,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,0.97,0.96,0.97,adc
1794,wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.72,0.66,0.78,t2w
1795,wavelet-HLH_glrlm_GrayLevelVariance,0.91,0.89,0.94,adc
1796,wavelet-HLH_glrlm_HighGrayLevelRunEmphasis,0.76,0.71,0.81,adc
1797,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.68,0.62,0.74,t2w
1798,wavelet-HLH_glrlm_LongRunEmphasis,0.99,0.99,0.99,adc
1799,wavelet-HLH_glrlm_RunEntropy,0.97,0.97,0.98,t2w
1800,wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.75,0.69,0.8,adc
1801,wavelet-HLH_glrlm_RunLengthNonUniformity,0.98,0.97,0.98,t2w
1802,wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.64,0.57,0.71,adc
1803,wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,0.95,0.93,0.96,t2w
1804,wavelet-HLH_glrlm_RunPercentage,0.97,0.96,0.98,t2w
1805,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.63,0.57,0.7,adc
1806,wavelet-HLH_glrlm_RunVariance,1.0,1.0,1.0,t2w
1807,wavelet-HLH_glrlm_RunEntropy,0.91,0.89,0.94,adc
1808,wavelet-HLH_glrlm_ShortRunEmphasis,0.99,0.98,0.99,t2w
1809,wavelet-HLH_glrlm_RunLengthNonUniformity,0.98,0.97,0.98,adc
1810,wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis,0.65,0.58,0.72,t2w
1811,wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,0.99,0.98,0.99,adc
1812,wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.67,0.61,0.74,t2w
1813,wavelet-HLH_glrlm_RunPercentage,0.99,0.98,0.99,adc
1814,wavelet-HLH_glszm_GrayLevelNonUniformity,0.99,0.99,0.99,t2w
1815,wavelet-HLH_glrlm_RunVariance,0.99,0.99,0.99,adc
1816,wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,0.87,0.83,0.9,t2w
1817,wavelet-HLH_glrlm_ShortRunEmphasis,0.99,0.98,0.99,adc
1818,wavelet-HLH_glszm_GrayLevelVariance,0.93,0.92,0.95,t2w
1819,wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis,0.76,0.71,0.81,adc
1820,wavelet-HLH_glszm_HighGrayLevelZoneEmphasis,0.65,0.59,0.72,t2w
1821,wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.63,0.57,0.7,adc
1822,wavelet-HLH_glszm_LargeAreaEmphasis,0.92,0.89,0.94,t2w
1823,wavelet-HLH_glszm_GrayLevelNonUniformity,0.98,0.98,0.99,adc
1824,wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.85,0.81,0.89,t2w
1825,wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,0.91,0.88,0.93,adc
1826,wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis,0.8,0.76,0.85,t2w
1827,wavelet-HLH_glszm_GrayLevelVariance,0.87,0.84,0.9,adc
1828,wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.69,0.62,0.75,t2w
1829,wavelet-HLH_glszm_HighGrayLevelZoneEmphasis,0.76,0.71,0.81,adc
1830,wavelet-HLH_glszm_SizeZoneNonUniformity,0.99,0.99,0.99,t2w
1831,wavelet-HLH_glszm_LargeAreaEmphasis,0.99,0.99,1.0,adc
1832,wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.7,0.64,0.76,t2w
1833,wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.93,0.91,0.95,adc
1834,wavelet-HLH_glszm_SmallAreaEmphasis,0.65,0.59,0.72,t2w
1835,wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis,0.89,0.86,0.91,adc
1836,wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis,0.75,0.69,0.8,t2w
1837,wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.61,0.54,0.68,adc
1838,wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.65,0.58,0.72,t2w
1839,wavelet-HLH_glszm_SizeZoneNonUniformity,0.96,0.94,0.97,adc
1840,wavelet-HLH_glszm_ZoneEntropy,0.79,0.74,0.84,t2w
