,feature,icc_value,c_down,c_up,sequence
130,original_glrlm_RunLengthNonUniformity,0.98,0.97,0.98,adc
131,original_glrlm_RunLengthNonUniformity,0.98,0.97,0.98,t2w
132,original_glrlm_RunLengthNonUniformityNormalized,0.98,0.98,0.99,adc
133,original_glrlm_RunLengthNonUniformityNormalized,0.99,0.99,0.99,t2w
134,original_glrlm_RunPercentage,0.99,0.99,0.99,t2w
135,original_glrlm_RunPercentage,0.99,0.98,0.99,adc
136,original_glrlm_RunVariance,0.99,0.99,1.0,t2w
137,original_glrlm_RunVariance,0.99,0.98,0.99,adc
138,original_glrlm_ShortRunEmphasis,0.99,0.98,0.99,t2w
139,original_glrlm_ShortRunEmphasis,0.98,0.98,0.99,adc
140,original_glrlm_ShortRunHighGrayLevelEmphasis,0.98,0.97,0.98,t2w
141,original_glrlm_ShortRunHighGrayLevelEmphasis,0.81,0.77,0.86,adc
142,original_glrlm_ShortRunLowGrayLevelEmphasis,0.82,0.77,0.86,adc
143,original_glrlm_ShortRunLowGrayLevelEmphasis,0.91,0.88,0.93,t2w
144,original_glszm_GrayLevelNonUniformity,0.99,0.98,0.99,adc
145,original_glszm_GrayLevelNonUniformity,0.96,0.95,0.97,t2w
146,original_glszm_GrayLevelNonUniformityNormalized,0.9,0.87,0.92,adc
147,original_glszm_GrayLevelNonUniformityNormalized,0.96,0.95,0.97,t2w
148,original_glszm_GrayLevelVariance,0.89,0.86,0.92,adc
149,original_glszm_GrayLevelVariance,0.69,0.62,0.75,t2w
150,original_glszm_HighGrayLevelZoneEmphasis,0.8,0.76,0.85,adc
151,original_glszm_HighGrayLevelZoneEmphasis,0.91,0.89,0.93,t2w
152,original_glszm_LargeAreaEmphasis,0.99,0.99,1.0,adc
153,original_glszm_LargeAreaEmphasis,0.99,0.98,0.99,t2w
154,original_glszm_LargeAreaHighGrayLevelEmphasis,0.98,0.97,0.99,adc
155,original_glszm_LargeAreaHighGrayLevelEmphasis,0.99,0.98,0.99,t2w
156,original_glszm_LargeAreaLowGrayLevelEmphasis,0.58,0.51,0.65,adc
157,original_glszm_LargeAreaLowGrayLevelEmphasis,0.97,0.96,0.98,t2w
158,original_glszm_LowGrayLevelZoneEmphasis,0.77,0.72,0.82,adc
159,original_glszm_LowGrayLevelZoneEmphasis,0.83,0.79,0.87,t2w
160,original_glszm_SizeZoneNonUniformity,0.96,0.94,0.97,adc
161,original_glszm_SizeZoneNonUniformity,0.97,0.96,0.98,t2w
162,original_glszm_SizeZoneNonUniformityNormalized,0.92,0.9,0.94,adc
163,original_glszm_SizeZoneNonUniformityNormalized,0.97,0.95,0.97,t2w
164,original_glszm_SmallAreaEmphasis,0.92,0.89,0.94,adc
165,original_glszm_SmallAreaEmphasis,0.95,0.94,0.97,t2w
166,original_glszm_SmallAreaHighGrayLevelEmphasis,0.82,0.78,0.87,adc
167,original_glszm_SmallAreaHighGrayLevelEmphasis,0.87,0.84,0.9,t2w
168,original_glszm_SmallAreaLowGrayLevelEmphasis,0.7,0.64,0.76,adc
169,original_glszm_SmallAreaLowGrayLevelEmphasis,0.82,0.77,0.86,t2w
170,original_glszm_ZoneEntropy,0.92,0.9,0.94,adc
171,original_glszm_ZoneEntropy,0.97,0.96,0.98,t2w
172,original_glszm_ZonePercentage,0.98,0.98,0.99,adc
173,original_glszm_ZonePercentage,0.98,0.97,0.98,t2w
174,original_glszm_ZoneVariance,0.99,0.99,1.0,adc
175,original_glszm_ZoneVariance,0.99,0.98,0.99,t2w
176,original_ngtdm_Busyness,0.93,0.91,0.95,adc
177,original_ngtdm_Busyness,0.94,0.93,0.96,t2w
178,original_ngtdm_Coarseness,0.96,0.95,0.97,adc
179,original_ngtdm_Coarseness,0.95,0.94,0.97,t2w
180,original_ngtdm_Complexity,0.89,0.86,0.92,adc
181,original_ngtdm_Complexity,0.62,0.55,0.69,t2w
182,original_ngtdm_Contrast,0.97,0.97,0.98,t2w
183,original_ngtdm_Contrast,0.94,0.92,0.95,adc
184,original_ngtdm_Strength,0.46,0.39,0.54,t2w
185,original_ngtdm_Strength,0.96,0.95,0.97,adc
186,original_gldm_DependenceEntropy,0.99,0.98,0.99,t2w
187,original_gldm_DependenceEntropy,0.93,0.91,0.95,adc
188,original_gldm_DependenceNonUniformity,0.98,0.97,0.99,t2w
189,original_gldm_DependenceNonUniformity,0.97,0.96,0.98,adc
190,original_gldm_DependenceNonUniformityNormalized,1.0,0.99,1.0,t2w
191,original_gldm_DependenceNonUniformityNormalized,0.99,0.98,0.99,adc
192,original_gldm_DependenceVariance,1.0,1.0,1.0,t2w
193,original_gldm_DependenceVariance,0.99,0.99,0.99,adc
194,original_gldm_GrayLevelNonUniformity,0.99,0.99,0.99,t2w
195,original_gldm_GrayLevelNonUniformity,0.99,0.99,1.0,adc
196,original_gldm_GrayLevelVariance,0.99,0.99,0.99,t2w
197,original_gldm_GrayLevelVariance,0.93,0.91,0.95,adc
198,original_gldm_HighGrayLevelEmphasis,0.97,0.97,0.98,t2w
199,original_gldm_HighGrayLevelEmphasis,0.81,0.76,0.85,adc
200,original_gldm_LargeDependenceEmphasis,0.99,0.99,1.0,t2w
201,original_gldm_LargeDependenceEmphasis,0.99,0.98,0.99,adc
202,original_gldm_LargeDependenceHighGrayLevelEmphasis,0.95,0.93,0.96,t2w
203,original_gldm_LargeDependenceHighGrayLevelEmphasis,0.82,0.78,0.86,adc
204,original_gldm_LargeDependenceLowGrayLevelEmphasis,0.96,0.94,0.97,t2w
205,original_gldm_LargeDependenceLowGrayLevelEmphasis,0.67,0.6,0.73,adc
206,original_gldm_LowGrayLevelEmphasis,0.92,0.9,0.94,t2w
207,original_gldm_LowGrayLevelEmphasis,0.81,0.77,0.86,adc
208,original_gldm_SmallDependenceEmphasis,0.98,0.98,0.99,t2w
209,original_gldm_SmallDependenceEmphasis,0.97,0.97,0.98,adc
210,original_gldm_SmallDependenceHighGrayLevelEmphasis,0.87,0.83,0.9,adc
211,original_gldm_SmallDependenceHighGrayLevelEmphasis,0.97,0.97,0.98,t2w
212,original_gldm_SmallDependenceLowGrayLevelEmphasis,0.85,0.81,0.89,t2w
213,original_gldm_SmallDependenceLowGrayLevelEmphasis,0.77,0.72,0.82,adc
214,log-sigma-2-0-mm-3D_firstorder_10Percentile,0.99,0.99,0.99,t2w
215,log-sigma-2-0-mm-3D_firstorder_10Percentile,0.96,0.95,0.97,adc
216,log-sigma-2-0-mm-3D_firstorder_90Percentile,0.92,0.9,0.94,t2w
217,log-sigma-2-0-mm-3D_firstorder_90Percentile,0.97,0.96,0.97,adc
218,log-sigma-2-0-mm-3D_firstorder_Energy,0.98,0.97,0.98,t2w
219,log-sigma-2-0-mm-3D_firstorder_Energy,0.94,0.92,0.95,adc
220,log-sigma-2-0-mm-3D_firstorder_Entropy,0.99,0.98,0.99,t2w
221,log-sigma-2-0-mm-3D_firstorder_Entropy,0.96,0.95,0.97,adc
222,log-sigma-2-0-mm-3D_firstorder_InterquartileRange,0.99,0.99,0.99,t2w
223,log-sigma-2-0-mm-3D_firstorder_InterquartileRange,0.97,0.97,0.98,adc
224,log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.57,0.5,0.64,t2w
225,log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.96,0.94,0.97,adc
226,log-sigma-2-0-mm-3D_firstorder_Maximum,0.81,0.77,0.86,t2w
227,log-sigma-2-0-mm-3D_firstorder_Maximum,0.84,0.8,0.88,adc
228,log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.99,0.99,0.99,t2w
229,log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.97,0.96,0.98,adc
230,log-sigma-2-0-mm-3D_firstorder_Mean,0.93,0.91,0.95,t2w
231,log-sigma-2-0-mm-3D_firstorder_Mean,0.96,0.95,0.97,adc
232,log-sigma-2-0-mm-3D_firstorder_Median,0.9,0.88,0.93,t2w
233,log-sigma-2-0-mm-3D_firstorder_Median,0.96,0.95,0.97,adc
234,log-sigma-2-0-mm-3D_firstorder_Minimum,0.85,0.82,0.89,t2w
235,log-sigma-2-0-mm-3D_firstorder_Minimum,0.88,0.85,0.91,adc
236,log-sigma-2-0-mm-3D_firstorder_Range,0.86,0.82,0.89,t2w
237,log-sigma-2-0-mm-3D_firstorder_Range,0.87,0.84,0.9,adc
238,log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.99,0.99,0.99,t2w
239,log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.97,0.96,0.98,adc
240,log-sigma-2-0-mm-3D_firstorder_RootMeanSquared,0.91,0.88,0.93,t2w
241,log-sigma-2-0-mm-3D_firstorder_RootMeanSquared,0.96,0.95,0.97,adc
242,log-sigma-2-0-mm-3D_firstorder_Skewness,0.8,0.75,0.85,t2w
243,log-sigma-2-0-mm-3D_firstorder_Skewness,0.95,0.94,0.97,adc
244,log-sigma-2-0-mm-3D_firstorder_TotalEnergy,0.98,0.97,0.98,t2w
245,log-sigma-2-0-mm-3D_firstorder_TotalEnergy,0.94,0.92,0.95,adc
246,log-sigma-2-0-mm-3D_firstorder_Uniformity,0.99,0.98,0.99,t2w
247,log-sigma-2-0-mm-3D_firstorder_Uniformity,0.97,0.96,0.98,adc
248,log-sigma-2-0-mm-3D_firstorder_Variance,0.99,0.99,0.99,t2w
249,log-sigma-2-0-mm-3D_firstorder_Variance,0.97,0.95,0.97,adc
250,log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.77,0.71,0.82,t2w
251,log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.89,0.86,0.91,adc
252,log-sigma-2-0-mm-3D_glcm_ClusterProminence,0.62,0.55,0.69,t2w
253,log-sigma-2-0-mm-3D_glcm_ClusterProminence,0.98,0.97,0.99,adc
254,log-sigma-2-0-mm-3D_glcm_ClusterShade,0.89,0.86,0.92,t2w
255,log-sigma-2-0-mm-3D_glcm_ClusterShade,0.98,0.97,0.98,adc
256,log-sigma-2-0-mm-3D_glcm_ClusterTendency,0.99,0.99,0.99,t2w
257,log-sigma-2-0-mm-3D_glcm_ClusterTendency,0.97,0.96,0.98,adc
258,log-sigma-2-0-mm-3D_glcm_Contrast,0.99,0.99,1.0,t2w
259,log-sigma-2-0-mm-3D_glcm_Contrast,0.96,0.94,0.97,adc
260,log-sigma-2-0-mm-3D_glcm_Correlation,0.97,0.97,0.98,t2w
261,log-sigma-2-0-mm-3D_glcm_Correlation,0.96,0.94,0.97,adc
262,log-sigma-2-0-mm-3D_glcm_DifferenceAverage,0.99,0.99,0.99,t2w
263,log-sigma-2-0-mm-3D_glcm_DifferenceAverage,0.97,0.96,0.98,adc
264,log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,0.99,0.98,0.99,t2w
265,log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,0.96,0.95,0.97,adc
266,log-sigma-2-0-mm-3D_glcm_DifferenceVariance,1.0,0.99,1.0,t2w
267,log-sigma-2-0-mm-3D_glcm_DifferenceVariance,0.94,0.92,0.96,adc
268,log-sigma-2-0-mm-3D_glcm_Id,0.99,0.98,0.99,t2w
269,log-sigma-2-0-mm-3D_glcm_Id,0.98,0.97,0.99,adc
270,log-sigma-2-0-mm-3D_glcm_Idm,0.99,0.98,0.99,t2w
271,log-sigma-2-0-mm-3D_glcm_Idm,0.98,0.98,0.99,adc
272,log-sigma-2-0-mm-3D_glcm_Idmn,0.91,0.88,0.93,t2w
273,log-sigma-2-0-mm-3D_glcm_Idmn,0.87,0.83,0.9,adc
274,log-sigma-2-0-mm-3D_glcm_Idn,0.92,0.9,0.94,t2w
275,log-sigma-2-0-mm-3D_glcm_Idn,0.89,0.86,0.92,adc
276,log-sigma-2-0-mm-3D_glcm_Imc1,0.96,0.94,0.97,t2w
277,log-sigma-2-0-mm-3D_glcm_Imc1,0.97,0.96,0.97,adc
278,log-sigma-2-0-mm-3D_glcm_Imc2,0.96,0.95,0.97,t2w
279,log-sigma-2-0-mm-3D_glcm_Imc2,0.98,0.98,0.99,adc
280,log-sigma-2-0-mm-3D_glcm_InverseVariance,0.98,0.97,0.99,adc
281,log-sigma-2-0-mm-3D_glcm_InverseVariance,0.98,0.98,0.99,t2w
282,log-sigma-2-0-mm-3D_glcm_JointAverage,0.88,0.85,0.91,adc
283,log-sigma-2-0-mm-3D_glcm_JointAverage,0.85,0.81,0.89,t2w
284,log-sigma-2-0-mm-3D_glcm_JointEnergy,0.98,0.97,0.98,adc
285,log-sigma-2-0-mm-3D_glcm_JointEnergy,0.99,0.98,0.99,t2w
286,log-sigma-2-0-mm-3D_glcm_JointEntropy,0.97,0.95,0.97,adc
287,log-sigma-2-0-mm-3D_glcm_JointEntropy,0.99,0.98,0.99,t2w
288,log-sigma-2-0-mm-3D_glcm_MCC,0.91,0.88,0.93,t2w
289,log-sigma-2-0-mm-3D_glcm_MCC,0.93,0.92,0.95,adc
290,log-sigma-2-0-mm-3D_glcm_MaximumProbability,0.99,0.99,0.99,t2w
291,log-sigma-2-0-mm-3D_glcm_MaximumProbability,0.98,0.97,0.98,adc
292,log-sigma-2-0-mm-3D_glcm_SumAverage,0.88,0.85,0.91,adc
293,log-sigma-2-0-mm-3D_glcm_SumAverage,0.85,0.81,0.89,t2w
294,log-sigma-2-0-mm-3D_glcm_SumEntropy,0.99,0.98,0.99,t2w
295,log-sigma-2-0-mm-3D_glcm_SumEntropy,0.97,0.96,0.98,adc
296,log-sigma-2-0-mm-3D_glcm_SumSquares,0.99,0.99,1.0,t2w
297,log-sigma-2-0-mm-3D_glcm_SumSquares,0.97,0.96,0.98,adc
298,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,0.98,0.98,0.99,t2w
299,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,0.99,0.99,0.99,adc
300,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.99,0.98,0.99,t2w
301,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.97,0.96,0.98,adc
302,log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,0.98,0.97,0.98,t2w
303,log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,0.96,0.95,0.97,adc
304,log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.77,0.71,0.82,t2w
305,log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.89,0.86,0.91,adc
306,log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,0.99,0.98,0.99,t2w
307,log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,0.99,0.99,0.99,adc
308,log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.78,0.73,0.83,t2w
309,log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.87,0.84,0.9,adc
310,log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.82,0.78,0.86,adc
311,log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.89,0.86,0.92,t2w
312,log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.82,0.77,0.86,adc
313,log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.85,0.82,0.89,t2w
314,log-sigma-2-0-mm-3D_glrlm_RunEntropy,0.95,0.93,0.96,adc
315,log-sigma-2-0-mm-3D_glrlm_RunEntropy,0.96,0.95,0.97,t2w
316,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,0.97,0.96,0.98,t2w
317,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,0.98,0.97,0.98,adc
318,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.98,0.98,0.99,t2w
319,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.99,0.98,0.99,adc
320,log-sigma-2-0-mm-3D_glrlm_RunPercentage,0.99,0.99,0.99,adc
321,log-sigma-2-0-mm-3D_glrlm_RunPercentage,0.99,0.99,0.99,t2w
322,log-sigma-2-0-mm-3D_glrlm_RunVariance,0.99,0.99,0.99,t2w
323,log-sigma-2-0-mm-3D_glrlm_RunVariance,0.99,0.99,0.99,adc
324,log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,0.98,0.98,0.99,t2w
325,log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,0.99,0.98,0.99,adc
326,log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.77,0.71,0.82,t2w
327,log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.89,0.86,0.92,adc
328,log-sigma-2-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.85,0.81,0.89,t2w
329,log-sigma-2-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.81,0.77,0.86,adc
330,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.91,0.89,0.93,t2w
331,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.97,0.96,0.98,adc
332,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.87,0.83,0.9,t2w
333,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.92,0.9,0.94,adc
334,log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,0.71,0.65,0.77,t2w
335,log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,0.94,0.92,0.95,adc
336,log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.78,0.73,0.83,t2w
337,log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.88,0.85,0.91,adc
338,log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,0.99,0.99,0.99,t2w
339,log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,1.0,0.99,1.0,adc
340,log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.9,0.88,0.93,t2w
341,log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.99,0.99,0.99,adc
342,log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.95,0.94,0.96,t2w
343,log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.99,0.98,0.99,adc
344,log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.8,0.75,0.85,t2w
345,log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.79,0.74,0.84,adc
346,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.66,0.6,0.73,t2w
347,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.94,0.93,0.96,adc
348,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.61,0.54,0.68,t2w
349,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.87,0.83,0.9,adc
350,log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,0.51,0.44,0.59,t2w
351,log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,0.86,0.82,0.89,adc
352,log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.73,0.68,0.79,t2w
353,log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.89,0.85,0.91,adc
