,feature,icc_value,c_down,c_up,sequence
872,log-sigma-5-0-mm-3D_glrlm_RunEntropy,0.99,0.99,0.99,adc
873,log-sigma-5-0-mm-3D_glrlm_RunEntropy,0.99,0.98,0.99,t2w
874,log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformity,0.97,0.96,0.98,adc
875,log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformity,0.95,0.94,0.97,t2w
876,log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.99,0.99,0.99,adc
877,log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.98,0.98,0.99,t2w
878,log-sigma-5-0-mm-3D_glrlm_RunPercentage,0.99,0.99,0.99,t2w
879,log-sigma-5-0-mm-3D_glrlm_RunPercentage,0.99,0.99,0.99,adc
880,log-sigma-5-0-mm-3D_glrlm_RunVariance,1.0,1.0,1.0,t2w
881,log-sigma-5-0-mm-3D_glrlm_RunVariance,1.0,0.99,1.0,adc
882,log-sigma-5-0-mm-3D_glrlm_ShortRunEmphasis,0.98,0.98,0.99,t2w
883,log-sigma-5-0-mm-3D_glrlm_ShortRunEmphasis,0.99,0.99,0.99,adc
884,log-sigma-5-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.95,0.93,0.96,t2w
885,log-sigma-5-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.99,0.99,0.99,adc
886,log-sigma-5-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.87,0.83,0.9,t2w
887,log-sigma-5-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.91,0.88,0.93,adc
888,log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity,0.9,0.87,0.92,adc
889,log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity,0.7,0.63,0.76,t2w
890,log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.98,0.97,0.98,adc
891,log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.61,0.54,0.68,t2w
892,log-sigma-5-0-mm-3D_glszm_GrayLevelVariance,0.98,0.97,0.99,adc
893,log-sigma-5-0-mm-3D_glszm_GrayLevelVariance,0.87,0.84,0.9,t2w
894,log-sigma-5-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.98,0.98,0.99,adc
895,log-sigma-5-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.92,0.9,0.94,t2w
896,log-sigma-5-0-mm-3D_glszm_LargeAreaEmphasis,0.99,0.99,0.99,adc
897,log-sigma-5-0-mm-3D_glszm_LargeAreaEmphasis,0.98,0.97,0.98,t2w
898,log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.99,0.98,0.99,adc
899,log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.92,0.9,0.94,t2w
900,log-sigma-5-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.99,0.98,0.99,adc
901,log-sigma-5-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.95,0.94,0.97,t2w
902,log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.86,0.83,0.9,adc
903,log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.79,0.74,0.83,t2w
904,log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity,0.9,0.88,0.93,adc
905,log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity,0.46,0.39,0.54,t2w
906,log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.86,0.83,0.9,adc
907,log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.29,0.22,0.36,t2w
908,log-sigma-5-0-mm-3D_glszm_SmallAreaEmphasis,0.85,0.81,0.88,adc
909,log-sigma-5-0-mm-3D_glszm_SmallAreaEmphasis,0.28,0.22,0.35,t2w
910,log-sigma-5-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.97,0.96,0.98,adc
911,log-sigma-5-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.69,0.63,0.75,t2w
912,log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.85,0.81,0.88,adc
913,log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.42,0.35,0.51,t2w
914,log-sigma-5-0-mm-3D_glszm_ZoneEntropy,0.95,0.94,0.96,adc
915,log-sigma-5-0-mm-3D_glszm_ZoneEntropy,0.82,0.77,0.86,t2w
916,log-sigma-5-0-mm-3D_glszm_ZonePercentage,0.98,0.98,0.99,adc
917,log-sigma-5-0-mm-3D_glszm_ZonePercentage,0.87,0.83,0.9,t2w
918,log-sigma-5-0-mm-3D_glszm_ZoneVariance,0.99,0.99,0.99,adc
919,log-sigma-5-0-mm-3D_glszm_ZoneVariance,0.98,0.98,0.99,t2w
920,log-sigma-5-0-mm-3D_ngtdm_Busyness,0.98,0.97,0.98,adc
921,log-sigma-5-0-mm-3D_ngtdm_Busyness,0.94,0.93,0.96,t2w
922,log-sigma-5-0-mm-3D_ngtdm_Coarseness,0.96,0.95,0.97,adc
923,log-sigma-5-0-mm-3D_ngtdm_Complexity,0.98,0.98,0.99,adc
924,log-sigma-5-0-mm-3D_ngtdm_Coarseness,0.96,0.95,0.97,t2w
925,log-sigma-5-0-mm-3D_ngtdm_Contrast,0.98,0.97,0.99,adc
926,log-sigma-5-0-mm-3D_ngtdm_Complexity,0.95,0.93,0.96,t2w
927,log-sigma-5-0-mm-3D_ngtdm_Contrast,0.94,0.92,0.96,t2w
928,log-sigma-5-0-mm-3D_ngtdm_Strength,0.97,0.97,0.98,adc
929,log-sigma-5-0-mm-3D_gldm_DependenceEntropy,0.98,0.97,0.98,adc
930,log-sigma-5-0-mm-3D_ngtdm_Strength,0.97,0.96,0.98,t2w
931,log-sigma-5-0-mm-3D_gldm_DependenceEntropy,0.99,0.99,0.99,t2w
932,log-sigma-5-0-mm-3D_gldm_DependenceNonUniformity,0.97,0.96,0.98,adc
933,log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized,1.0,0.99,1.0,adc
934,log-sigma-5-0-mm-3D_gldm_DependenceNonUniformity,0.99,0.99,1.0,t2w
935,log-sigma-5-0-mm-3D_gldm_DependenceVariance,1.0,1.0,1.0,adc
936,log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.99,0.99,0.99,t2w
937,log-sigma-5-0-mm-3D_gldm_DependenceVariance,0.96,0.95,0.97,t2w
938,log-sigma-5-0-mm-3D_gldm_GrayLevelNonUniformity,0.99,0.99,1.0,adc
939,log-sigma-5-0-mm-3D_gldm_GrayLevelNonUniformity,0.99,0.99,1.0,t2w
940,log-sigma-5-0-mm-3D_gldm_GrayLevelVariance,0.99,0.99,0.99,adc
941,log-sigma-5-0-mm-3D_gldm_GrayLevelVariance,0.99,0.99,0.99,t2w
942,log-sigma-5-0-mm-3D_gldm_HighGrayLevelEmphasis,0.99,0.99,0.99,adc
943,log-sigma-5-0-mm-3D_gldm_HighGrayLevelEmphasis,0.94,0.93,0.96,t2w
944,log-sigma-5-0-mm-3D_gldm_LargeDependenceEmphasis,0.99,0.99,1.0,adc
945,log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.99,0.98,0.99,adc
946,log-sigma-5-0-mm-3D_gldm_LargeDependenceEmphasis,0.99,0.99,0.99,t2w
947,log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.93,0.92,0.95,t2w
948,log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.95,0.93,0.96,adc
949,log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.88,0.85,0.91,t2w
950,log-sigma-5-0-mm-3D_gldm_LowGrayLevelEmphasis,0.92,0.89,0.94,adc
951,log-sigma-5-0-mm-3D_gldm_LowGrayLevelEmphasis,0.87,0.84,0.9,t2w
952,log-sigma-5-0-mm-3D_gldm_SmallDependenceEmphasis,0.98,0.97,0.98,adc
953,log-sigma-5-0-mm-3D_gldm_SmallDependenceEmphasis,0.98,0.98,0.99,t2w
954,log-sigma-5-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.99,0.98,0.99,adc
955,log-sigma-5-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.96,0.95,0.97,t2w
956,log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.91,0.88,0.93,adc
957,log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.87,0.83,0.9,t2w
958,wavelet-LLH_firstorder_10Percentile,0.96,0.94,0.97,adc
959,wavelet-LLH_firstorder_90Percentile,0.99,0.98,0.99,adc
960,wavelet-LLH_firstorder_10Percentile,0.98,0.97,0.98,t2w
961,wavelet-LLH_firstorder_Energy,0.96,0.95,0.97,adc
962,wavelet-LLH_firstorder_90Percentile,0.99,0.98,0.99,t2w
963,wavelet-LLH_firstorder_Entropy,0.97,0.96,0.98,adc
964,wavelet-LLH_firstorder_Energy,0.98,0.98,0.99,t2w
965,wavelet-LLH_firstorder_InterquartileRange,0.98,0.98,0.99,adc
966,wavelet-LLH_firstorder_Entropy,0.98,0.98,0.99,t2w
967,wavelet-LLH_firstorder_InterquartileRange,0.99,0.99,0.99,t2w
968,wavelet-LLH_firstorder_Kurtosis,0.96,0.95,0.97,adc
969,wavelet-LLH_firstorder_Kurtosis,0.81,0.77,0.86,t2w
970,wavelet-LLH_firstorder_Maximum,0.84,0.8,0.87,adc
971,wavelet-LLH_firstorder_Maximum,0.87,0.84,0.9,t2w
972,wavelet-LLH_firstorder_MeanAbsoluteDeviation,0.97,0.96,0.98,adc
973,wavelet-LLH_firstorder_MeanAbsoluteDeviation,0.99,0.98,0.99,t2w
974,wavelet-LLH_firstorder_Mean,0.95,0.94,0.96,adc
975,wavelet-LLH_firstorder_Mean,0.93,0.91,0.95,t2w
976,wavelet-LLH_firstorder_Median,0.96,0.95,0.97,adc
977,wavelet-LLH_firstorder_Median,0.97,0.96,0.98,t2w
978,wavelet-LLH_firstorder_Minimum,0.9,0.87,0.92,adc
979,wavelet-LLH_firstorder_Minimum,0.7,0.64,0.76,t2w
980,wavelet-LLH_firstorder_Range,0.87,0.84,0.9,adc
981,wavelet-LLH_firstorder_Range,0.8,0.75,0.85,t2w
982,wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,0.98,0.97,0.99,adc
983,wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,0.99,0.99,0.99,t2w
984,wavelet-LLH_firstorder_RootMeanSquared,0.97,0.96,0.97,adc
985,wavelet-LLH_firstorder_RootMeanSquared,0.97,0.96,0.98,t2w
986,wavelet-LLH_firstorder_Skewness,0.96,0.95,0.97,adc
987,wavelet-LLH_firstorder_Skewness,0.96,0.95,0.97,t2w
988,wavelet-LLH_firstorder_TotalEnergy,0.96,0.95,0.97,adc
989,wavelet-LLH_firstorder_TotalEnergy,0.98,0.98,0.99,t2w
990,wavelet-LLH_firstorder_Uniformity,0.98,0.97,0.98,adc
991,wavelet-LLH_firstorder_Uniformity,0.99,0.98,0.99,t2w
992,wavelet-LLH_firstorder_Variance,0.97,0.96,0.98,adc
993,wavelet-LLH_glcm_Autocorrelation,0.92,0.9,0.94,adc
994,wavelet-LLH_firstorder_Variance,0.99,0.99,0.99,t2w
995,wavelet-LLH_glcm_ClusterProminence,0.97,0.96,0.98,adc
996,wavelet-LLH_glcm_Autocorrelation,0.55,0.48,0.63,t2w
997,wavelet-LLH_glcm_ClusterShade,0.97,0.97,0.98,adc
998,wavelet-LLH_glcm_ClusterProminence,0.99,0.99,1.0,t2w
999,wavelet-LLH_glcm_ClusterTendency,0.97,0.97,0.98,adc
1000,wavelet-LLH_glcm_ClusterShade,0.99,0.98,0.99,t2w
1001,wavelet-LLH_glcm_Contrast,0.98,0.97,0.98,adc
1002,wavelet-LLH_glcm_ClusterTendency,0.99,0.98,0.99,t2w
1003,wavelet-LLH_glcm_Contrast,0.99,0.99,1.0,t2w
1004,wavelet-LLH_glcm_Correlation,0.96,0.95,0.97,adc
1005,wavelet-LLH_glcm_Correlation,0.95,0.94,0.97,t2w
1006,wavelet-LLH_glcm_DifferenceAverage,0.98,0.98,0.99,adc
1007,wavelet-LLH_glcm_DifferenceAverage,0.99,0.99,1.0,t2w
1008,wavelet-LLH_glcm_DifferenceEntropy,0.98,0.97,0.98,adc
1009,wavelet-LLH_glcm_DifferenceVariance,0.97,0.96,0.98,adc
1010,wavelet-LLH_glcm_DifferenceEntropy,0.99,0.99,0.99,t2w
1011,wavelet-LLH_glcm_DifferenceVariance,1.0,0.99,1.0,t2w
1012,wavelet-LLH_glcm_Id,0.99,0.98,0.99,adc
1013,wavelet-LLH_glcm_Idm,0.99,0.99,0.99,adc
1014,wavelet-LLH_glcm_Id,0.99,0.99,1.0,t2w
1015,wavelet-LLH_glcm_Idmn,0.86,0.82,0.89,adc
1016,wavelet-LLH_glcm_Idm,0.99,0.99,1.0,t2w
1017,wavelet-LLH_glcm_Idn,0.86,0.83,0.9,adc
1018,wavelet-LLH_glcm_Idmn,0.92,0.9,0.94,t2w
1019,wavelet-LLH_glcm_Idn,0.91,0.89,0.93,t2w
1020,wavelet-LLH_glcm_Imc1,0.98,0.98,0.99,adc
1021,wavelet-LLH_glcm_Imc1,0.99,0.99,0.99,t2w
1022,wavelet-LLH_glcm_Imc2,0.99,0.99,0.99,adc
1023,wavelet-LLH_glcm_Imc2,0.97,0.96,0.98,t2w
1024,wavelet-LLH_glcm_InverseVariance,0.99,0.99,0.99,adc
1025,wavelet-LLH_glcm_InverseVariance,0.99,0.99,0.99,t2w
1026,wavelet-LLH_glcm_JointAverage,0.9,0.87,0.92,adc
1027,wavelet-LLH_glcm_JointAverage,0.7,0.64,0.76,t2w
1028,wavelet-LLH_glcm_JointEnergy,0.98,0.97,0.99,adc
1029,wavelet-LLH_glcm_JointEnergy,0.99,0.99,0.99,t2w
1030,wavelet-LLH_glcm_JointEntropy,0.97,0.96,0.98,adc
1031,wavelet-LLH_glcm_JointEntropy,0.99,0.98,0.99,t2w
1032,wavelet-LLH_glcm_MCC,0.84,0.8,0.87,adc
1033,wavelet-LLH_glcm_MaximumProbability,0.98,0.97,0.98,adc
1034,wavelet-LLH_glcm_MCC,0.77,0.72,0.82,t2w
1035,wavelet-LLH_glcm_SumAverage,0.9,0.87,0.92,adc
1036,wavelet-LLH_glcm_MaximumProbability,0.99,0.99,1.0,t2w
1037,wavelet-LLH_glcm_SumEntropy,0.97,0.97,0.98,adc
1038,wavelet-LLH_glcm_SumAverage,0.7,0.64,0.76,t2w
1039,wavelet-LLH_glcm_SumEntropy,0.98,0.98,0.99,t2w
1040,wavelet-LLH_glcm_SumSquares,0.98,0.97,0.98,adc
1041,wavelet-LLH_glcm_SumSquares,0.99,0.99,0.99,t2w
1042,wavelet-LLH_glrlm_GrayLevelNonUniformity,0.99,0.99,0.99,adc
1043,wavelet-LLH_glrlm_GrayLevelNonUniformity,0.99,0.99,0.99,t2w
1044,wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,0.97,0.97,0.98,adc
1045,wavelet-LLH_glrlm_GrayLevelVariance,0.97,0.96,0.98,adc
1046,wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,0.98,0.98,0.99,t2w
1047,wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,0.92,0.9,0.94,adc
1048,wavelet-LLH_glrlm_GrayLevelVariance,0.99,0.98,0.99,t2w
1049,wavelet-LLH_glrlm_LongRunEmphasis,0.99,0.99,0.99,adc
1050,wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,0.55,0.48,0.63,t2w
1051,wavelet-LLH_glrlm_LongRunEmphasis,0.99,0.99,1.0,t2w
1052,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,0.92,0.9,0.94,adc
1053,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,0.58,0.51,0.66,t2w
1054,wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.79,0.74,0.83,adc
1055,wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.89,0.86,0.91,t2w
1056,wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,0.79,0.73,0.83,adc
1057,wavelet-LLH_glrlm_RunEntropy,0.96,0.95,0.97,adc
1058,wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,0.84,0.8,0.88,t2w
1059,wavelet-LLH_glrlm_RunEntropy,0.97,0.97,0.98,t2w
1060,wavelet-LLH_glrlm_RunLengthNonUniformity,0.98,0.98,0.99,adc
1061,wavelet-LLH_glrlm_RunLengthNonUniformity,0.98,0.98,0.99,t2w
1062,wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.99,0.99,0.99,adc
1063,wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.99,0.99,1.0,t2w
1064,wavelet-LLH_glrlm_RunPercentage,0.99,0.99,0.99,adc
1065,wavelet-LLH_glrlm_RunPercentage,1.0,0.99,1.0,t2w
1066,wavelet-LLH_glrlm_RunVariance,0.99,0.99,0.99,adc
1067,wavelet-LLH_glrlm_RunVariance,1.0,0.99,1.0,t2w
1068,wavelet-LLH_glrlm_ShortRunEmphasis,0.99,0.99,0.99,adc
1069,wavelet-LLH_glrlm_ShortRunEmphasis,0.99,0.99,1.0,t2w
1070,wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,0.92,0.9,0.94,adc
1071,wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,0.56,0.49,0.64,t2w
1072,wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.79,0.73,0.83,adc
1073,wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.84,0.79,0.87,t2w
1074,wavelet-LLH_glszm_GrayLevelNonUniformity,0.99,0.99,0.99,adc
1075,wavelet-LLH_glszm_GrayLevelNonUniformity,0.98,0.98,0.99,t2w
1076,wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,0.96,0.95,0.97,adc
1077,wavelet-LLH_glszm_GrayLevelVariance,0.96,0.95,0.97,adc
1078,wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,0.97,0.96,0.98,t2w
1079,wavelet-LLH_glszm_GrayLevelVariance,0.98,0.98,0.99,t2w
1080,wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,0.92,0.9,0.94,adc
1081,wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,0.55,0.48,0.62,t2w
1082,wavelet-LLH_glszm_LargeAreaEmphasis,1.0,0.99,1.0,adc
1083,wavelet-LLH_glszm_LargeAreaEmphasis,1.0,1.0,1.0,t2w
1084,wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.92,0.89,0.94,adc
1085,wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.89,0.86,0.92,adc
1086,wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.73,0.67,0.79,t2w
1087,wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.88,0.85,0.91,t2w
1088,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.79,0.74,0.84,adc
1089,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.83,0.79,0.87,t2w
1090,wavelet-LLH_glszm_SizeZoneNonUniformity,0.97,0.97,0.98,adc
1091,wavelet-LLH_glszm_SizeZoneNonUniformity,0.97,0.97,0.98,t2w
1092,wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.98,0.97,0.98,adc
1093,wavelet-LLH_glszm_SmallAreaEmphasis,0.98,0.97,0.98,adc
1094,wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.98,0.97,0.98,t2w
1095,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,0.92,0.9,0.94,adc
1096,wavelet-LLH_glszm_SmallAreaEmphasis,0.97,0.97,0.98,t2w
1097,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,0.59,0.51,0.66,t2w
1098,wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.79,0.74,0.83,adc
1099,wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.81,0.77,0.86,t2w
1100,wavelet-LLH_glszm_ZoneEntropy,0.94,0.92,0.95,adc
1101,wavelet-LLH_glszm_ZoneEntropy,0.99,0.98,0.99,t2w
1102,wavelet-LLH_glszm_ZonePercentage,0.99,0.99,0.99,adc
1103,wavelet-LLH_glszm_ZoneVariance,1.0,1.0,1.0,adc
1104,wavelet-LLH_glszm_ZonePercentage,0.99,0.99,0.99,t2w
1105,wavelet-LLH_glszm_ZoneVariance,1.0,1.0,1.0,t2w
1106,wavelet-LLH_ngtdm_Busyness,0.97,0.97,0.98,adc
1107,wavelet-LLH_ngtdm_Coarseness,0.97,0.97,0.98,adc
1108,wavelet-LLH_ngtdm_Busyness,0.9,0.88,0.93,t2w
1109,wavelet-LLH_ngtdm_Complexity,0.95,0.94,0.96,adc
1110,wavelet-LLH_ngtdm_Coarseness,0.97,0.97,0.98,t2w
1111,wavelet-LLH_ngtdm_Complexity,0.91,0.89,0.94,t2w
1112,wavelet-LLH_ngtdm_Contrast,0.97,0.96,0.98,adc
1113,wavelet-LLH_ngtdm_Contrast,0.96,0.95,0.97,t2w
1114,wavelet-LLH_ngtdm_Strength,0.97,0.96,0.98,adc
1115,wavelet-LLH_ngtdm_Strength,0.74,0.68,0.79,t2w
1116,wavelet-LLH_gldm_DependenceEntropy,0.94,0.93,0.96,adc
1117,wavelet-LLH_gldm_DependenceEntropy,0.97,0.96,0.98,t2w
1118,wavelet-LLH_gldm_DependenceNonUniformity,0.98,0.97,0.98,adc
1119,wavelet-LLH_gldm_DependenceNonUniformity,0.98,0.98,0.99,t2w
1120,wavelet-LLH_gldm_DependenceNonUniformityNormalized,0.99,0.99,0.99,adc
1121,wavelet-LLH_gldm_DependenceNonUniformityNormalized,1.0,1.0,1.0,t2w
1122,wavelet-LLH_gldm_DependenceVariance,0.99,0.99,1.0,adc
1123,wavelet-LLH_gldm_DependenceVariance,1.0,1.0,1.0,t2w
1124,wavelet-LLH_gldm_GrayLevelNonUniformity,0.99,0.99,0.99,adc
1125,wavelet-LLH_gldm_GrayLevelNonUniformity,0.99,0.99,1.0,t2w
1126,wavelet-LLH_gldm_GrayLevelVariance,0.97,0.96,0.98,adc
1127,wavelet-LLH_gldm_GrayLevelVariance,0.99,0.99,0.99,t2w
1128,wavelet-LLH_gldm_HighGrayLevelEmphasis,0.92,0.9,0.94,adc
1129,wavelet-LLH_gldm_HighGrayLevelEmphasis,0.55,0.48,0.63,t2w
1130,wavelet-LLH_gldm_LargeDependenceEmphasis,0.99,0.99,0.99,adc
1131,wavelet-LLH_gldm_LargeDependenceEmphasis,1.0,0.99,1.0,t2w
1132,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.91,0.89,0.94,adc
1133,wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.59,0.52,0.66,t2w
1134,wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.81,0.76,0.85,adc
1135,wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.9,0.87,0.92,t2w
1136,wavelet-LLH_gldm_LowGrayLevelEmphasis,0.78,0.73,0.83,adc
1137,wavelet-LLH_gldm_LowGrayLevelEmphasis,0.84,0.8,0.88,t2w
1138,wavelet-LLH_gldm_SmallDependenceEmphasis,0.99,0.98,0.99,adc
1139,wavelet-LLH_gldm_SmallDependenceEmphasis,0.99,0.99,0.99,t2w
1140,wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.93,0.91,0.95,adc
1141,wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.74,0.68,0.8,t2w
1142,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.79,0.74,0.83,adc
1143,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.85,0.82,0.89,t2w
1144,wavelet-LHL_firstorder_10Percentile,0.98,0.98,0.99,adc
1145,wavelet-LHL_firstorder_10Percentile,1.0,1.0,1.0,t2w
1146,wavelet-LHL_firstorder_90Percentile,0.98,0.97,0.98,adc
1147,wavelet-LHL_firstorder_90Percentile,0.99,0.99,1.0,t2w
1148,wavelet-LHL_firstorder_Energy,0.92,0.9,0.94,adc
1149,wavelet-LHL_firstorder_Energy,0.98,0.98,0.99,t2w
1150,wavelet-LHL_firstorder_Entropy,0.98,0.97,0.98,adc
1151,wavelet-LHL_firstorder_Entropy,0.99,0.99,0.99,t2w
1152,wavelet-LHL_firstorder_InterquartileRange,0.99,0.99,0.99,adc
1153,wavelet-LHL_firstorder_InterquartileRange,1.0,1.0,1.0,t2w
1154,wavelet-LHL_firstorder_Kurtosis,0.9,0.87,0.92,adc
1155,wavelet-LHL_firstorder_Kurtosis,0.9,0.87,0.92,t2w
1156,wavelet-LHL_firstorder_Maximum,0.82,0.78,0.86,adc
1157,wavelet-LHL_firstorder_Maximum,0.9,0.87,0.92,t2w
1158,wavelet-LHL_firstorder_MeanAbsoluteDeviation,0.98,0.97,0.98,adc
1159,wavelet-LHL_firstorder_MeanAbsoluteDeviation,0.99,0.99,1.0,t2w
1160,wavelet-LHL_firstorder_Mean,0.93,0.91,0.95,adc
1161,wavelet-LHL_firstorder_Mean,0.61,0.54,0.68,t2w
1162,wavelet-LHL_firstorder_Median,0.97,0.95,0.97,adc
1163,wavelet-LHL_firstorder_Median,0.83,0.79,0.87,t2w
1164,wavelet-LHL_firstorder_Minimum,0.91,0.88,0.93,adc
1165,wavelet-LHL_firstorder_Minimum,0.82,0.78,0.86,t2w
1166,wavelet-LHL_firstorder_Range,0.88,0.85,0.91,adc
1167,wavelet-LHL_firstorder_Range,0.88,0.85,0.91,t2w
1168,wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,0.99,0.98,0.99,adc
1169,wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,1.0,1.0,1.0,t2w
1170,wavelet-LHL_firstorder_RootMeanSquared,0.96,0.95,0.97,adc
1171,wavelet-LHL_firstorder_RootMeanSquared,0.86,0.83,0.9,t2w
1172,wavelet-LHL_firstorder_Skewness,0.83,0.79,0.87,adc
1173,wavelet-LHL_firstorder_Skewness,0.43,0.36,0.51,t2w
1174,wavelet-LHL_firstorder_TotalEnergy,0.92,0.9,0.94,adc
1175,wavelet-LHL_firstorder_TotalEnergy,0.98,0.98,0.99,t2w
1176,wavelet-LHL_firstorder_Uniformity,0.99,0.98,0.99,adc
1177,wavelet-LHL_firstorder_Uniformity,0.99,0.99,1.0,t2w
1178,wavelet-LHL_firstorder_Variance,0.96,0.95,0.97,adc
1179,wavelet-LHL_firstorder_Variance,0.99,0.99,0.99,t2w
1180,wavelet-LHL_glcm_Autocorrelation,0.89,0.86,0.92,adc
1181,wavelet-LHL_glcm_Autocorrelation,0.78,0.73,0.83,t2w
1182,wavelet-LHL_glcm_ClusterProminence,0.88,0.84,0.91,adc
1183,wavelet-LHL_glcm_ClusterShade,0.79,0.74,0.83,adc
1184,wavelet-LHL_glcm_ClusterProminence,0.67,0.6,0.73,t2w
1185,wavelet-LHL_glcm_ClusterTendency,0.96,0.95,0.97,adc
1186,wavelet-LHL_glcm_ClusterShade,0.32,0.26,0.4,t2w
1187,wavelet-LHL_glcm_ClusterTendency,0.99,0.98,0.99,t2w
1188,wavelet-LHL_glcm_Contrast,0.94,0.92,0.95,adc
1189,wavelet-LHL_glcm_Contrast,1.0,0.99,1.0,t2w
