,feature,icc_value,c_down,c_up,sequence
3443,log-sigma-2-0-mm-3D_glcm_ClusterTendency,1.0,1.0,1.0,dce_win
3444,log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.99,0.99,0.99,dce_wout
3445,log-sigma-2-0-mm-3D_glcm_Contrast,1.0,1.0,1.0,dce_win
3446,log-sigma-2-0-mm-3D_glcm_ClusterProminence,0.81,0.77,0.86,dce_wout
3447,log-sigma-2-0-mm-3D_glcm_Correlation,1.0,1.0,1.0,dce_win
3448,log-sigma-2-0-mm-3D_glcm_DifferenceAverage,1.0,1.0,1.0,dce_win
3449,log-sigma-2-0-mm-3D_glcm_ClusterShade,0.76,0.7,0.81,dce_wout
3450,log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,1.0,1.0,1.0,dce_win
3451,log-sigma-2-0-mm-3D_glcm_ClusterTendency,0.99,0.99,1.0,dce_wout
3452,log-sigma-2-0-mm-3D_glcm_Contrast,1.0,0.99,1.0,dce_wout
3453,log-sigma-2-0-mm-3D_glcm_DifferenceVariance,1.0,1.0,1.0,dce_win
3454,log-sigma-2-0-mm-3D_glcm_Id,1.0,1.0,1.0,dce_win
3455,log-sigma-2-0-mm-3D_glcm_Correlation,0.99,0.98,0.99,dce_wout
3456,log-sigma-2-0-mm-3D_glcm_DifferenceAverage,1.0,1.0,1.0,dce_wout
3457,log-sigma-2-0-mm-3D_glcm_Idm,1.0,1.0,1.0,dce_win
3458,log-sigma-2-0-mm-3D_glcm_Idmn,0.9,0.88,0.93,dce_win
3459,log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,1.0,1.0,1.0,dce_wout
3460,log-sigma-2-0-mm-3D_glcm_DifferenceVariance,0.99,0.99,0.99,dce_wout
3461,log-sigma-2-0-mm-3D_glcm_Idn,0.93,0.91,0.95,dce_win
3462,log-sigma-2-0-mm-3D_glcm_Id,1.0,1.0,1.0,dce_wout
3463,log-sigma-2-0-mm-3D_glcm_Imc1,0.99,0.99,0.99,dce_win
3464,log-sigma-2-0-mm-3D_glcm_Imc2,1.0,1.0,1.0,dce_win
3465,log-sigma-2-0-mm-3D_glcm_Idm,1.0,1.0,1.0,dce_wout
3466,log-sigma-2-0-mm-3D_glcm_InverseVariance,1.0,1.0,1.0,dce_win
3467,log-sigma-2-0-mm-3D_glcm_Idmn,0.89,0.86,0.92,dce_wout
3468,log-sigma-2-0-mm-3D_glcm_JointAverage,0.96,0.95,0.97,dce_win
3469,log-sigma-2-0-mm-3D_glcm_Idn,0.93,0.91,0.95,dce_wout
3470,log-sigma-2-0-mm-3D_glcm_Imc1,0.99,0.98,0.99,dce_wout
3471,log-sigma-2-0-mm-3D_glcm_JointEnergy,1.0,1.0,1.0,dce_win
3472,log-sigma-2-0-mm-3D_glcm_Imc2,0.99,0.99,0.99,dce_wout
3473,log-sigma-2-0-mm-3D_glcm_JointEntropy,1.0,1.0,1.0,dce_win
3474,log-sigma-2-0-mm-3D_glcm_InverseVariance,1.0,1.0,1.0,dce_wout
3475,log-sigma-2-0-mm-3D_glcm_MCC,0.97,0.97,0.98,dce_win
3476,log-sigma-2-0-mm-3D_glcm_JointAverage,0.97,0.97,0.98,dce_wout
3477,log-sigma-2-0-mm-3D_glcm_MaximumProbability,1.0,1.0,1.0,dce_win
3478,log-sigma-2-0-mm-3D_glcm_JointEnergy,1.0,1.0,1.0,dce_wout
3479,log-sigma-2-0-mm-3D_glcm_SumAverage,0.96,0.95,0.97,dce_win
3480,log-sigma-2-0-mm-3D_glcm_SumEntropy,1.0,1.0,1.0,dce_win
3481,log-sigma-2-0-mm-3D_glcm_JointEntropy,1.0,1.0,1.0,dce_wout
3482,log-sigma-2-0-mm-3D_glcm_MCC,0.9,0.87,0.92,dce_wout
3483,log-sigma-2-0-mm-3D_glcm_SumSquares,1.0,1.0,1.0,dce_win
3484,log-sigma-2-0-mm-3D_glcm_MaximumProbability,1.0,1.0,1.0,dce_wout
3485,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,0.98,0.98,0.99,dce_win
3486,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,1.0,1.0,1.0,dce_win
3487,log-sigma-2-0-mm-3D_glcm_SumAverage,0.97,0.97,0.98,dce_wout
3488,log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,1.0,1.0,1.0,dce_win
3489,log-sigma-2-0-mm-3D_glcm_SumEntropy,1.0,1.0,1.0,dce_wout
3490,log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.95,0.94,0.96,dce_win
3491,log-sigma-2-0-mm-3D_glcm_SumSquares,0.99,0.99,1.0,dce_wout
3492,log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,1.0,1.0,1.0,dce_win
3493,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,0.99,0.98,0.99,dce_wout
3494,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,1.0,1.0,1.0,dce_wout
3495,log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.95,0.94,0.96,dce_win
3496,log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.95,0.94,0.96,dce_win
3497,log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,0.99,0.98,0.99,dce_wout
3498,log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.99,0.99,0.99,dce_wout
3499,log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.92,0.9,0.94,dce_win
3500,log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,1.0,1.0,1.0,dce_wout
3501,log-sigma-2-0-mm-3D_glrlm_RunEntropy,0.99,0.98,0.99,dce_win
3502,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,0.99,0.99,0.99,dce_win
3503,log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.98,0.98,0.99,dce_wout
3504,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,1.0,1.0,1.0,dce_win
3505,log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.96,0.95,0.97,dce_wout
3506,log-sigma-2-0-mm-3D_glrlm_RunPercentage,1.0,1.0,1.0,dce_win
3507,log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.91,0.88,0.93,dce_wout
3508,log-sigma-2-0-mm-3D_glrlm_RunVariance,1.0,1.0,1.0,dce_win
3509,log-sigma-2-0-mm-3D_glrlm_RunEntropy,0.98,0.97,0.98,dce_wout
3510,log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,1.0,1.0,1.0,dce_win
3511,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,0.99,0.98,0.99,dce_wout
3512,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,1.0,1.0,1.0,dce_wout
3513,log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.96,0.95,0.97,dce_win
3514,log-sigma-2-0-mm-3D_glrlm_RunPercentage,1.0,1.0,1.0,dce_wout
3515,log-sigma-2-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.9,0.87,0.92,dce_win
3516,log-sigma-2-0-mm-3D_glrlm_RunVariance,1.0,1.0,1.0,dce_wout
3517,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.98,0.97,0.98,dce_win
3518,log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,1.0,1.0,1.0,dce_wout
3519,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.98,0.97,0.98,dce_win
3520,log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.99,0.99,0.99,dce_wout
3521,log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,0.99,0.98,0.99,dce_win
3522,log-sigma-2-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.88,0.84,0.91,dce_wout
3523,log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.94,0.92,0.96,dce_win
3524,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.96,0.95,0.97,dce_wout
3525,log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,0.99,0.99,1.0,dce_win
3526,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.97,0.96,0.98,dce_wout
3527,log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.98,0.97,0.98,dce_win
3528,log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,0.94,0.93,0.96,dce_wout
3529,log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.97,0.96,0.98,dce_win
3530,log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.99,0.99,0.99,dce_wout
3531,log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.88,0.84,0.91,dce_win
3532,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.98,0.98,0.99,dce_win
3533,log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,1.0,1.0,1.0,dce_wout
3534,log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.97,0.96,0.98,dce_wout
3535,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.89,0.86,0.91,dce_win
3536,log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.94,0.93,0.96,dce_wout
3537,log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,0.84,0.8,0.88,dce_win
3538,log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.88,0.85,0.91,dce_wout
3539,log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.93,0.91,0.95,dce_win
3540,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.97,0.96,0.98,dce_wout
3541,log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.79,0.74,0.84,dce_win
3542,log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.91,0.88,0.93,dce_wout
3543,log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.98,0.98,0.99,dce_win
3544,log-sigma-2-0-mm-3D_glszm_ZonePercentage,0.99,0.99,0.99,dce_win
3545,log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,0.87,0.84,0.9,dce_wout
3546,log-sigma-2-0-mm-3D_glszm_ZoneVariance,0.99,0.99,1.0,dce_win
3547,log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.99,0.99,0.99,dce_wout
3548,log-sigma-2-0-mm-3D_ngtdm_Busyness,0.96,0.95,0.97,dce_win
3549,log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.75,0.7,0.8,dce_wout
3550,log-sigma-2-0-mm-3D_ngtdm_Coarseness,0.97,0.96,0.98,dce_win
3551,log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.96,0.94,0.97,dce_wout
3552,log-sigma-2-0-mm-3D_ngtdm_Complexity,0.98,0.97,0.98,dce_win
3553,log-sigma-2-0-mm-3D_glszm_ZonePercentage,0.98,0.98,0.99,dce_wout
3554,log-sigma-2-0-mm-3D_ngtdm_Contrast,0.94,0.93,0.96,dce_win
3555,log-sigma-2-0-mm-3D_glszm_ZoneVariance,1.0,1.0,1.0,dce_wout
3556,log-sigma-2-0-mm-3D_ngtdm_Strength,0.93,0.91,0.95,dce_win
3557,log-sigma-2-0-mm-3D_ngtdm_Busyness,0.96,0.94,0.97,dce_wout
3558,log-sigma-2-0-mm-3D_gldm_DependenceEntropy,1.0,1.0,1.0,dce_win
3559,log-sigma-2-0-mm-3D_ngtdm_Coarseness,0.97,0.96,0.98,dce_wout
3560,log-sigma-2-0-mm-3D_gldm_DependenceNonUniformity,0.99,0.98,0.99,dce_win
3561,log-sigma-2-0-mm-3D_ngtdm_Complexity,0.97,0.96,0.98,dce_wout
3562,log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,1.0,0.99,1.0,dce_win
3563,log-sigma-2-0-mm-3D_ngtdm_Contrast,0.94,0.92,0.95,dce_wout
3564,log-sigma-2-0-mm-3D_gldm_DependenceVariance,1.0,0.99,1.0,dce_win
3565,log-sigma-2-0-mm-3D_ngtdm_Strength,0.96,0.95,0.97,dce_wout
3566,log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,0.99,0.99,0.99,dce_win
3567,log-sigma-2-0-mm-3D_gldm_DependenceEntropy,0.99,0.99,1.0,dce_wout
3568,log-sigma-2-0-mm-3D_gldm_DependenceNonUniformity,0.99,0.98,0.99,dce_wout
3569,log-sigma-2-0-mm-3D_gldm_GrayLevelVariance,1.0,1.0,1.0,dce_win
3570,log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,1.0,1.0,1.0,dce_wout
3571,log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis,0.95,0.94,0.96,dce_win
3572,log-sigma-2-0-mm-3D_gldm_DependenceVariance,1.0,1.0,1.0,dce_wout
3573,log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,1.0,1.0,1.0,dce_win
3574,log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,0.99,0.99,0.99,dce_wout
3575,log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.94,0.92,0.95,dce_win
3576,log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.95,0.93,0.96,dce_win
3577,log-sigma-2-0-mm-3D_gldm_GrayLevelVariance,0.99,0.99,0.99,dce_wout
3578,log-sigma-2-0-mm-3D_gldm_LowGrayLevelEmphasis,0.93,0.91,0.95,dce_win
3579,log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis,0.99,0.99,0.99,dce_wout
3580,log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,1.0,1.0,1.0,dce_wout
3581,log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,1.0,1.0,1.0,dce_win
3582,log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.99,0.98,0.99,dce_wout
3583,log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.97,0.96,0.98,dce_win
3584,log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.84,0.8,0.88,dce_win
3585,log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.95,0.93,0.96,dce_wout
3586,log-sigma-3-0-mm-3D_firstorder_10Percentile,1.0,1.0,1.0,dce_win
3587,log-sigma-2-0-mm-3D_gldm_LowGrayLevelEmphasis,0.91,0.88,0.93,dce_wout
3588,log-sigma-3-0-mm-3D_firstorder_90Percentile,1.0,1.0,1.0,dce_win
3589,log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,0.99,0.99,1.0,dce_wout
3590,log-sigma-3-0-mm-3D_firstorder_Energy,0.98,0.98,0.99,dce_win
3591,log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.99,0.99,0.99,dce_wout
3592,log-sigma-3-0-mm-3D_firstorder_Entropy,1.0,1.0,1.0,dce_win
3593,log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.82,0.78,0.86,dce_wout
3594,log-sigma-3-0-mm-3D_firstorder_10Percentile,1.0,1.0,1.0,dce_wout
3595,log-sigma-3-0-mm-3D_firstorder_InterquartileRange,1.0,1.0,1.0,dce_win
3596,log-sigma-3-0-mm-3D_firstorder_90Percentile,0.99,0.99,1.0,dce_wout
3597,log-sigma-3-0-mm-3D_firstorder_Kurtosis,1.0,0.99,1.0,dce_win
3598,log-sigma-3-0-mm-3D_firstorder_Energy,0.98,0.98,0.99,dce_wout
3599,log-sigma-3-0-mm-3D_firstorder_Maximum,0.97,0.97,0.98,dce_win
3600,log-sigma-3-0-mm-3D_firstorder_Entropy,1.0,1.0,1.0,dce_wout
3601,log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation,1.0,1.0,1.0,dce_win
3602,log-sigma-3-0-mm-3D_firstorder_Mean,0.99,0.99,0.99,dce_win
3603,log-sigma-3-0-mm-3D_firstorder_InterquartileRange,1.0,1.0,1.0,dce_wout
3604,log-sigma-3-0-mm-3D_firstorder_Median,0.98,0.98,0.99,dce_win
3605,log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.98,0.97,0.98,dce_wout
3606,log-sigma-3-0-mm-3D_firstorder_Minimum,0.98,0.97,0.98,dce_win
3607,log-sigma-3-0-mm-3D_firstorder_Maximum,0.99,0.99,0.99,dce_wout
3608,log-sigma-3-0-mm-3D_firstorder_Range,0.98,0.98,0.99,dce_win
3609,log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation,1.0,1.0,1.0,dce_wout
3610,log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,1.0,1.0,1.0,dce_win
3611,log-sigma-3-0-mm-3D_firstorder_Mean,0.98,0.98,0.99,dce_wout
3612,log-sigma-3-0-mm-3D_firstorder_RootMeanSquared,0.99,0.98,0.99,dce_win
3613,log-sigma-3-0-mm-3D_firstorder_Median,0.98,0.98,0.99,dce_wout
3614,log-sigma-3-0-mm-3D_firstorder_Minimum,0.98,0.97,0.98,dce_wout
3615,log-sigma-3-0-mm-3D_firstorder_Skewness,0.99,0.99,1.0,dce_win
3616,log-sigma-3-0-mm-3D_firstorder_TotalEnergy,0.98,0.98,0.99,dce_win
3617,log-sigma-3-0-mm-3D_firstorder_Range,0.99,0.98,0.99,dce_wout
3618,log-sigma-3-0-mm-3D_firstorder_Uniformity,1.0,1.0,1.0,dce_win
3619,log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,1.0,1.0,1.0,dce_wout
3620,log-sigma-3-0-mm-3D_firstorder_Variance,1.0,1.0,1.0,dce_win
3621,log-sigma-3-0-mm-3D_firstorder_RootMeanSquared,0.99,0.98,0.99,dce_wout
3622,log-sigma-3-0-mm-3D_glcm_Autocorrelation,0.97,0.97,0.98,dce_win
3623,log-sigma-3-0-mm-3D_firstorder_Skewness,0.98,0.97,0.98,dce_wout
3624,log-sigma-3-0-mm-3D_glcm_ClusterProminence,1.0,1.0,1.0,dce_win
3625,log-sigma-3-0-mm-3D_firstorder_TotalEnergy,0.98,0.98,0.99,dce_wout
3626,log-sigma-3-0-mm-3D_glcm_ClusterShade,1.0,1.0,1.0,dce_win
3627,log-sigma-3-0-mm-3D_firstorder_Uniformity,1.0,1.0,1.0,dce_wout
3628,log-sigma-3-0-mm-3D_glcm_ClusterTendency,1.0,1.0,1.0,dce_win
3629,log-sigma-3-0-mm-3D_firstorder_Variance,0.99,0.99,0.99,dce_wout
3630,log-sigma-3-0-mm-3D_glcm_Contrast,1.0,1.0,1.0,dce_win
3631,log-sigma-3-0-mm-3D_glcm_Autocorrelation,1.0,0.99,1.0,dce_wout
3632,log-sigma-3-0-mm-3D_glcm_Correlation,1.0,1.0,1.0,dce_win
3633,log-sigma-3-0-mm-3D_glcm_ClusterProminence,0.85,0.81,0.88,dce_wout
3634,log-sigma-3-0-mm-3D_glcm_ClusterShade,0.84,0.8,0.87,dce_wout
3635,log-sigma-3-0-mm-3D_glcm_DifferenceAverage,1.0,1.0,1.0,dce_win
3636,log-sigma-3-0-mm-3D_glcm_ClusterTendency,0.99,0.99,1.0,dce_wout
3637,log-sigma-3-0-mm-3D_glcm_DifferenceEntropy,1.0,1.0,1.0,dce_win
3638,log-sigma-3-0-mm-3D_glcm_DifferenceVariance,1.0,1.0,1.0,dce_win
3639,log-sigma-3-0-mm-3D_glcm_Contrast,1.0,0.99,1.0,dce_wout
3640,log-sigma-3-0-mm-3D_glcm_Id,1.0,1.0,1.0,dce_win
3641,log-sigma-3-0-mm-3D_glcm_Correlation,0.99,0.99,0.99,dce_wout
3642,log-sigma-3-0-mm-3D_glcm_Idm,1.0,1.0,1.0,dce_win
3643,log-sigma-3-0-mm-3D_glcm_DifferenceAverage,1.0,1.0,1.0,dce_wout
3644,log-sigma-3-0-mm-3D_glcm_Idmn,0.91,0.88,0.93,dce_win
3645,log-sigma-3-0-mm-3D_glcm_DifferenceEntropy,1.0,1.0,1.0,dce_wout
3646,log-sigma-3-0-mm-3D_glcm_Idn,0.92,0.9,0.94,dce_win
3647,log-sigma-3-0-mm-3D_glcm_DifferenceVariance,0.99,0.99,0.99,dce_wout
3648,log-sigma-3-0-mm-3D_glcm_Imc1,0.99,0.98,0.99,dce_win
3649,log-sigma-3-0-mm-3D_glcm_Id,1.0,1.0,1.0,dce_wout
3650,log-sigma-3-0-mm-3D_glcm_Imc2,1.0,1.0,1.0,dce_win
3651,log-sigma-3-0-mm-3D_glcm_Idm,1.0,1.0,1.0,dce_wout
3652,log-sigma-3-0-mm-3D_glcm_InverseVariance,1.0,1.0,1.0,dce_win
3653,log-sigma-3-0-mm-3D_glcm_Idmn,0.94,0.92,0.95,dce_wout
3654,log-sigma-3-0-mm-3D_glcm_JointAverage,0.97,0.96,0.98,dce_win
3655,log-sigma-3-0-mm-3D_glcm_Idn,0.96,0.94,0.97,dce_wout
3656,log-sigma-3-0-mm-3D_glcm_Imc1,0.99,0.98,0.99,dce_wout
3657,log-sigma-3-0-mm-3D_glcm_JointEnergy,1.0,1.0,1.0,dce_win
3658,log-sigma-3-0-mm-3D_glcm_Imc2,0.99,0.99,1.0,dce_wout
3659,log-sigma-3-0-mm-3D_glcm_JointEntropy,1.0,1.0,1.0,dce_win
3660,log-sigma-3-0-mm-3D_glcm_MCC,0.99,0.99,1.0,dce_win
3661,log-sigma-3-0-mm-3D_glcm_InverseVariance,1.0,1.0,1.0,dce_wout
3662,log-sigma-3-0-mm-3D_glcm_JointAverage,0.98,0.97,0.98,dce_wout
3663,log-sigma-3-0-mm-3D_glcm_MaximumProbability,1.0,1.0,1.0,dce_win
3664,log-sigma-3-0-mm-3D_glcm_SumAverage,0.97,0.96,0.98,dce_win
3665,log-sigma-3-0-mm-3D_glcm_JointEnergy,1.0,1.0,1.0,dce_wout
3666,log-sigma-3-0-mm-3D_glcm_JointEntropy,1.0,1.0,1.0,dce_wout
3667,log-sigma-3-0-mm-3D_glcm_SumEntropy,1.0,1.0,1.0,dce_win
3668,log-sigma-3-0-mm-3D_glcm_MCC,0.98,0.97,0.98,dce_wout
3669,log-sigma-3-0-mm-3D_glcm_SumSquares,1.0,1.0,1.0,dce_win
3670,log-sigma-3-0-mm-3D_glcm_MaximumProbability,1.0,1.0,1.0,dce_wout
3671,log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,0.98,0.98,0.99,dce_win
3672,log-sigma-3-0-mm-3D_glcm_SumAverage,0.98,0.97,0.98,dce_wout
3673,log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,1.0,1.0,1.0,dce_win
3674,log-sigma-3-0-mm-3D_glcm_SumEntropy,1.0,1.0,1.0,dce_wout
3675,log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance,1.0,1.0,1.0,dce_win
3676,log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.97,0.96,0.98,dce_win
3677,log-sigma-3-0-mm-3D_glcm_SumSquares,0.99,0.99,1.0,dce_wout
3678,log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,1.0,1.0,1.0,dce_win
3679,log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,0.98,0.98,0.99,dce_wout
3680,log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.94,0.92,0.96,dce_win
3681,log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,1.0,1.0,1.0,dce_wout
3682,log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.95,0.93,0.96,dce_win
3683,log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance,0.99,0.98,0.99,dce_wout
3684,log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.91,0.88,0.93,dce_win
3685,log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,1.0,0.99,1.0,dce_wout
3686,log-sigma-3-0-mm-3D_glrlm_RunEntropy,0.99,0.99,0.99,dce_win
3687,log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,1.0,1.0,1.0,dce_wout
3688,log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity,1.0,0.99,1.0,dce_win
3689,log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.99,0.98,0.99,dce_wout
3690,log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.97,0.96,0.98,dce_wout
3691,log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,1.0,1.0,1.0,dce_win
3692,log-sigma-3-0-mm-3D_glrlm_RunPercentage,1.0,1.0,1.0,dce_win
3693,log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.93,0.91,0.95,dce_wout
3694,log-sigma-3-0-mm-3D_glrlm_RunVariance,1.0,1.0,1.0,dce_win
3695,log-sigma-3-0-mm-3D_glrlm_RunEntropy,0.99,0.98,0.99,dce_wout
3696,log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,1.0,1.0,1.0,dce_win
3697,log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity,0.99,0.99,0.99,dce_wout
3698,log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.98,0.98,0.99,dce_win
3699,log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,1.0,1.0,1.0,dce_wout
3700,log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.86,0.83,0.89,dce_win
3701,log-sigma-3-0-mm-3D_glrlm_RunPercentage,1.0,1.0,1.0,dce_wout
3702,log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,0.94,0.92,0.95,dce_win
3703,log-sigma-3-0-mm-3D_glrlm_RunVariance,1.0,1.0,1.0,dce_wout
3704,log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.96,0.95,0.97,dce_win
3705,log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,1.0,1.0,1.0,dce_wout
3706,log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,0.99,0.99,0.99,dce_win
3707,log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,1.0,1.0,1.0,dce_wout
3708,log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.97,0.96,0.98,dce_win
3709,log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.9,0.88,0.93,dce_wout
3710,log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,0.98,0.98,0.99,dce_win
3711,log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,0.93,0.91,0.95,dce_wout
3712,log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.97,0.96,0.98,dce_win
3713,log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.96,0.95,0.97,dce_wout
3714,log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.96,0.95,0.97,dce_win
3715,log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,0.97,0.96,0.98,dce_wout
