,feature,icc_value,c_down,c_up,sequence
1630,wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis,0.87,0.84,0.9,adc
1631,wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis,0.77,0.72,0.82,adc
1632,wavelet-HLL_glszm_GrayLevelNonUniformity,1.0,1.0,1.0,t2w
1633,wavelet-HLL_glszm_GrayLevelNonUniformity,1.0,0.99,1.0,adc
1634,wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,0.91,0.89,0.94,t2w
1635,wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,0.97,0.96,0.98,adc
1636,wavelet-HLL_glszm_GrayLevelVariance,0.96,0.95,0.97,t2w
1637,wavelet-HLL_glszm_GrayLevelVariance,0.95,0.93,0.96,adc
1638,wavelet-HLL_glszm_HighGrayLevelZoneEmphasis,0.66,0.59,0.73,t2w
1639,wavelet-HLL_glszm_HighGrayLevelZoneEmphasis,0.88,0.84,0.91,adc
1640,wavelet-HLL_glszm_LargeAreaEmphasis,0.96,0.95,0.97,t2w
1641,wavelet-HLL_glszm_LargeAreaEmphasis,0.99,0.99,1.0,adc
1642,wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.74,0.68,0.8,t2w
1643,wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.97,0.97,0.98,adc
1644,wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.83,0.79,0.87,t2w
1645,wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,0.79,0.74,0.84,t2w
1646,wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.94,0.93,0.96,adc
1647,wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,0.75,0.69,0.8,adc
1648,wavelet-HLL_glszm_SizeZoneNonUniformity,1.0,1.0,1.0,t2w
1649,wavelet-HLL_glszm_SizeZoneNonUniformity,0.99,0.99,0.99,adc
1650,wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,0.67,0.61,0.74,t2w
1651,wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,0.88,0.85,0.91,adc
1652,wavelet-HLL_glszm_SmallAreaEmphasis,0.66,0.6,0.73,t2w
1653,wavelet-HLL_glszm_SmallAreaEmphasis,0.88,0.85,0.91,adc
1654,wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis,0.65,0.58,0.72,t2w
1655,wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis,0.89,0.86,0.91,adc
1656,wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.76,0.71,0.81,t2w
1657,wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.75,0.69,0.8,adc
1658,wavelet-HLL_glszm_ZoneEntropy,0.85,0.81,0.88,t2w
1659,wavelet-HLL_glszm_ZonePercentage,1.0,0.99,1.0,t2w
1660,wavelet-HLL_glszm_ZoneEntropy,0.96,0.95,0.97,adc
1661,wavelet-HLL_glszm_ZonePercentage,0.98,0.98,0.99,adc
1662,wavelet-HLL_glszm_ZoneVariance,0.96,0.95,0.97,t2w
1663,wavelet-HLL_ngtdm_Busyness,0.76,0.71,0.81,t2w
1664,wavelet-HLL_glszm_ZoneVariance,0.99,0.99,1.0,adc
1665,wavelet-HLL_ngtdm_Coarseness,0.99,0.98,0.99,t2w
1666,wavelet-HLL_ngtdm_Busyness,0.95,0.94,0.96,adc
1667,wavelet-HLL_ngtdm_Complexity,0.74,0.68,0.79,t2w
1668,wavelet-HLL_ngtdm_Coarseness,0.99,0.98,0.99,adc
1669,wavelet-HLL_ngtdm_Contrast,0.73,0.68,0.79,t2w
1670,wavelet-HLL_ngtdm_Complexity,0.94,0.92,0.96,adc
1671,wavelet-HLL_ngtdm_Strength,0.59,0.52,0.67,t2w
1672,wavelet-HLL_ngtdm_Contrast,0.93,0.92,0.95,adc
1673,wavelet-HLL_ngtdm_Strength,0.92,0.9,0.94,adc
1674,wavelet-HLL_gldm_DependenceEntropy,0.89,0.86,0.91,t2w
1675,wavelet-HLL_gldm_DependenceEntropy,0.98,0.97,0.98,adc
1676,wavelet-HLL_gldm_DependenceNonUniformity,1.0,1.0,1.0,t2w
1677,wavelet-HLL_gldm_DependenceNonUniformityNormalized,0.95,0.93,0.96,t2w
1678,wavelet-HLL_gldm_DependenceNonUniformity,1.0,1.0,1.0,adc
1679,wavelet-HLL_gldm_DependenceVariance,0.93,0.91,0.94,t2w
1680,wavelet-HLL_gldm_DependenceNonUniformityNormalized,0.99,0.99,0.99,adc
1681,wavelet-HLL_gldm_GrayLevelNonUniformity,1.0,1.0,1.0,t2w
1682,wavelet-HLL_gldm_DependenceVariance,0.99,0.99,0.99,adc
1683,wavelet-HLL_gldm_GrayLevelNonUniformity,1.0,1.0,1.0,adc
1684,wavelet-HLL_gldm_GrayLevelVariance,1.0,1.0,1.0,t2w
1685,wavelet-HLL_gldm_GrayLevelVariance,0.98,0.97,0.98,adc
1686,wavelet-HLL_gldm_HighGrayLevelEmphasis,0.66,0.59,0.72,t2w
1687,wavelet-HLL_gldm_LargeDependenceEmphasis,0.99,0.98,0.99,t2w
1688,wavelet-HLL_gldm_HighGrayLevelEmphasis,0.87,0.83,0.9,adc
1689,wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.67,0.6,0.74,t2w
1690,wavelet-HLL_gldm_LargeDependenceEmphasis,0.99,0.99,0.99,adc
1691,wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.78,0.73,0.83,t2w
1692,wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.83,0.78,0.87,adc
1693,wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.86,0.82,0.89,adc
1694,wavelet-HLL_gldm_LowGrayLevelEmphasis,0.77,0.72,0.82,t2w
1695,wavelet-HLL_gldm_LowGrayLevelEmphasis,0.78,0.72,0.83,adc
1696,wavelet-HLL_gldm_SmallDependenceEmphasis,0.98,0.98,0.99,t2w
1697,wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.68,0.62,0.74,t2w
1698,wavelet-HLL_gldm_SmallDependenceEmphasis,0.98,0.97,0.99,adc
1699,wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.92,0.9,0.94,adc
1700,wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.73,0.68,0.79,t2w
1701,wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.76,0.7,0.81,adc
1702,wavelet-HLH_firstorder_10Percentile,1.0,1.0,1.0,t2w
1703,wavelet-HLH_firstorder_10Percentile,0.99,0.99,0.99,adc
1704,wavelet-HLH_firstorder_90Percentile,1.0,1.0,1.0,t2w
1705,wavelet-HLH_firstorder_90Percentile,0.99,0.98,0.99,adc
1706,wavelet-HLH_firstorder_Energy,1.0,1.0,1.0,t2w
1707,wavelet-HLH_firstorder_Energy,0.99,0.99,0.99,adc
1708,wavelet-HLH_firstorder_Entropy,1.0,1.0,1.0,t2w
1709,wavelet-HLH_firstorder_InterquartileRange,1.0,1.0,1.0,t2w
1710,wavelet-HLH_firstorder_Entropy,0.99,0.99,0.99,adc
1711,wavelet-HLH_firstorder_Kurtosis,0.69,0.63,0.76,t2w
1712,wavelet-HLH_firstorder_InterquartileRange,0.99,0.99,1.0,adc
1713,wavelet-HLH_firstorder_Maximum,0.78,0.73,0.83,t2w
1714,wavelet-HLH_firstorder_Kurtosis,0.9,0.87,0.92,adc
1715,wavelet-HLH_firstorder_MeanAbsoluteDeviation,1.0,1.0,1.0,t2w
1716,wavelet-HLH_firstorder_Maximum,0.83,0.79,0.87,adc
1717,wavelet-HLH_firstorder_Mean,0.35,0.28,0.43,t2w
1718,wavelet-HLH_firstorder_MeanAbsoluteDeviation,0.99,0.99,0.99,adc
1719,wavelet-HLH_firstorder_Mean,0.78,0.73,0.83,adc
1720,wavelet-HLH_firstorder_Median,0.83,0.79,0.87,t2w
1721,wavelet-HLH_firstorder_Minimum,0.76,0.7,0.81,t2w
1722,wavelet-HLH_firstorder_Median,0.9,0.87,0.92,adc
1723,wavelet-HLH_firstorder_Range,0.8,0.75,0.85,t2w
1724,wavelet-HLH_firstorder_Minimum,0.81,0.77,0.86,adc
1725,wavelet-HLH_firstorder_Range,0.86,0.82,0.89,adc
1726,wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,1.0,1.0,1.0,t2w
1727,wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,0.99,0.99,1.0,adc
1728,wavelet-HLH_firstorder_RootMeanSquared,0.93,0.91,0.95,t2w
1729,wavelet-HLH_firstorder_RootMeanSquared,0.98,0.98,0.99,adc
1730,wavelet-HLH_firstorder_Skewness,0.61,0.54,0.68,t2w
1731,wavelet-HLH_firstorder_Skewness,0.8,0.75,0.85,adc
1732,wavelet-HLH_firstorder_TotalEnergy,1.0,1.0,1.0,t2w
1733,wavelet-HLH_firstorder_TotalEnergy,0.99,0.99,0.99,adc
1734,wavelet-HLH_firstorder_Uniformity,1.0,1.0,1.0,t2w
1735,wavelet-HLH_firstorder_Variance,1.0,1.0,1.0,t2w
1736,wavelet-HLH_firstorder_Uniformity,0.99,0.99,0.99,adc
1737,wavelet-HLH_firstorder_Variance,0.98,0.97,0.99,adc
1738,wavelet-HLH_glcm_Autocorrelation,0.5,0.43,0.58,t2w
1739,wavelet-HLH_glcm_Autocorrelation,0.81,0.76,0.85,adc
1740,wavelet-HLH_glcm_ClusterProminence,0.96,0.95,0.97,t2w
1741,wavelet-HLH_glcm_ClusterShade,0.8,0.75,0.84,t2w
1742,wavelet-HLH_glcm_ClusterProminence,0.95,0.93,0.96,adc
1743,wavelet-HLH_glcm_ClusterTendency,1.0,1.0,1.0,t2w
1744,wavelet-HLH_glcm_ClusterShade,0.89,0.86,0.92,adc
1745,wavelet-HLH_glcm_Contrast,1.0,1.0,1.0,t2w
1746,wavelet-HLH_glcm_ClusterTendency,0.98,0.98,0.99,adc
1747,wavelet-HLH_glcm_Correlation,0.98,0.97,0.98,t2w
1748,wavelet-HLH_glcm_Contrast,0.98,0.98,0.99,adc
1749,wavelet-HLH_glcm_DifferenceAverage,1.0,1.0,1.0,t2w
1750,wavelet-HLH_glcm_Correlation,0.94,0.92,0.96,adc
1751,wavelet-HLH_glcm_DifferenceEntropy,1.0,1.0,1.0,t2w
1752,wavelet-HLH_glcm_DifferenceAverage,0.99,0.99,0.99,adc
1753,wavelet-HLH_glcm_DifferenceVariance,1.0,1.0,1.0,t2w
1754,wavelet-HLH_glcm_DifferenceEntropy,0.99,0.99,0.99,adc
1755,wavelet-HLH_glcm_Id,1.0,1.0,1.0,t2w
1756,wavelet-HLH_glcm_DifferenceVariance,0.98,0.97,0.98,adc
1757,wavelet-HLH_glcm_Idm,1.0,1.0,1.0,t2w
1758,wavelet-HLH_glcm_Id,0.99,0.99,1.0,adc
1759,wavelet-HLH_glcm_Idmn,0.85,0.82,0.89,t2w
1760,wavelet-HLH_glcm_Idm,0.99,0.99,1.0,adc
1761,wavelet-HLH_glcm_Idn,0.85,0.81,0.89,t2w
1762,wavelet-HLH_glcm_Idmn,0.83,0.78,0.87,adc
1763,wavelet-HLH_glcm_Imc1,1.0,1.0,1.0,t2w
1764,wavelet-HLH_glcm_Idn,0.84,0.81,0.88,adc
1765,wavelet-HLH_glcm_Imc2,1.0,1.0,1.0,t2w
1766,wavelet-HLH_glcm_Imc1,0.97,0.96,0.98,adc
1767,wavelet-HLH_glcm_InverseVariance,0.96,0.95,0.97,t2w
1768,wavelet-HLH_glcm_Imc2,0.97,0.97,0.98,adc
1769,wavelet-HLH_glcm_JointAverage,0.71,0.65,0.77,t2w
1770,wavelet-HLH_glcm_InverseVariance,0.99,0.99,1.0,adc
1771,wavelet-HLH_glcm_JointEnergy,1.0,1.0,1.0,t2w
1772,wavelet-HLH_glcm_JointEntropy,1.0,1.0,1.0,t2w
1773,wavelet-HLH_glcm_JointAverage,0.81,0.76,0.85,adc
1774,wavelet-HLH_glcm_JointEnergy,0.99,0.99,1.0,adc
1775,wavelet-HLH_glcm_MCC,0.93,0.91,0.94,t2w
1776,wavelet-HLH_glcm_JointEntropy,0.99,0.99,0.99,adc
1777,wavelet-HLH_glcm_MaximumProbability,1.0,1.0,1.0,t2w
1778,wavelet-HLH_glcm_MCC,0.8,0.75,0.84,adc
1779,wavelet-HLH_glcm_SumAverage,0.71,0.65,0.77,t2w
1780,wavelet-HLH_glcm_MaximumProbability,0.99,0.99,1.0,adc
1781,wavelet-HLH_glcm_SumEntropy,1.0,1.0,1.0,t2w
1782,wavelet-HLH_glcm_SumSquares,1.0,1.0,1.0,t2w
1783,wavelet-HLH_glcm_SumAverage,0.81,0.76,0.85,adc
1784,wavelet-HLH_glrlm_GrayLevelNonUniformity,1.0,1.0,1.0,t2w
1785,wavelet-HLH_glcm_SumEntropy,0.99,0.99,0.99,adc
1786,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,1.0,1.0,1.0,t2w
1787,wavelet-HLH_glcm_SumSquares,0.98,0.98,0.99,adc
1788,wavelet-HLH_glrlm_GrayLevelNonUniformity,1.0,1.0,1.0,adc
1789,wavelet-HLH_glrlm_GrayLevelVariance,1.0,1.0,1.0,t2w
1790,wavelet-HLH_glrlm_HighGrayLevelRunEmphasis,0.5,0.43,0.58,t2w
1791,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,0.99,0.99,0.99,adc
1792,wavelet-HLH_glrlm_GrayLevelVariance,0.98,0.97,0.98,adc
1793,wavelet-HLH_glrlm_LongRunEmphasis,1.0,1.0,1.0,t2w
1794,wavelet-HLH_glrlm_HighGrayLevelRunEmphasis,0.81,0.76,0.85,adc
1795,wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.43,0.36,0.51,t2w
1796,wavelet-HLH_glrlm_LongRunEmphasis,0.99,0.99,1.0,adc
1797,wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.78,0.73,0.83,t2w
1798,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.74,0.68,0.8,t2w
1799,wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.8,0.75,0.85,adc
1800,wavelet-HLH_glrlm_RunEntropy,0.97,0.96,0.98,t2w
1801,wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.74,0.68,0.79,adc
1802,wavelet-HLH_glrlm_RunLengthNonUniformity,1.0,1.0,1.0,t2w
1803,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.73,0.67,0.79,adc
1804,wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,0.9,0.88,0.93,t2w
1805,wavelet-HLH_glrlm_RunEntropy,0.98,0.98,0.99,adc
1806,wavelet-HLH_glrlm_RunPercentage,0.95,0.93,0.96,t2w
1807,wavelet-HLH_glrlm_RunLengthNonUniformity,1.0,1.0,1.0,adc
1808,wavelet-HLH_glrlm_RunVariance,1.0,1.0,1.0,t2w
1809,wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,0.99,0.99,0.99,adc
1810,wavelet-HLH_glrlm_RunPercentage,0.99,0.99,1.0,adc
1811,wavelet-HLH_glrlm_ShortRunEmphasis,0.97,0.97,0.98,t2w
1812,wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis,0.51,0.44,0.59,t2w
1813,wavelet-HLH_glrlm_RunVariance,1.0,0.99,1.0,adc
1814,wavelet-HLH_glrlm_ShortRunEmphasis,0.99,0.99,0.99,adc
1815,wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.73,0.68,0.79,t2w
1816,wavelet-HLH_glszm_GrayLevelNonUniformity,1.0,1.0,1.0,t2w
1817,wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis,0.81,0.77,0.86,adc
1818,wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,0.91,0.89,0.93,t2w
1819,wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.73,0.67,0.79,adc
1820,wavelet-HLH_glszm_GrayLevelVariance,0.97,0.96,0.98,t2w
1821,wavelet-HLH_glszm_GrayLevelNonUniformity,1.0,1.0,1.0,adc
1822,wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,0.98,0.97,0.98,adc
1823,wavelet-HLH_glszm_HighGrayLevelZoneEmphasis,0.55,0.48,0.62,t2w
1824,wavelet-HLH_glszm_GrayLevelVariance,0.96,0.95,0.97,adc
1825,wavelet-HLH_glszm_LargeAreaEmphasis,0.87,0.84,0.9,t2w
1826,wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.81,0.77,0.86,t2w
1827,wavelet-HLH_glszm_HighGrayLevelZoneEmphasis,0.81,0.77,0.86,adc
1828,wavelet-HLH_glszm_LargeAreaEmphasis,1.0,0.99,1.0,adc
1829,wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis,0.77,0.72,0.82,t2w
1830,wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.94,0.92,0.96,adc
1831,wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.7,0.64,0.76,t2w
1832,wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis,0.91,0.88,0.93,adc
1833,wavelet-HLH_glszm_SizeZoneNonUniformity,1.0,1.0,1.0,t2w
1834,wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.73,0.67,0.79,t2w
1835,wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.71,0.65,0.77,adc
1836,wavelet-HLH_glszm_SmallAreaEmphasis,0.68,0.61,0.74,t2w
1837,wavelet-HLH_glszm_SizeZoneNonUniformity,0.99,0.99,1.0,adc
1838,wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis,0.62,0.55,0.69,t2w
1839,wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.88,0.84,0.91,adc
1840,wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.64,0.57,0.71,t2w
1841,wavelet-HLH_glszm_SmallAreaEmphasis,0.87,0.84,0.9,adc
1842,wavelet-HLH_glszm_ZoneEntropy,0.81,0.77,0.86,t2w
1843,wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis,0.82,0.77,0.86,adc
1844,wavelet-HLH_glszm_ZonePercentage,1.0,1.0,1.0,t2w
1845,wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.72,0.66,0.78,adc
1846,wavelet-HLH_glszm_ZoneVariance,0.88,0.85,0.91,t2w
1847,wavelet-HLH_glszm_ZoneEntropy,0.96,0.95,0.97,adc
1848,wavelet-HLH_glszm_ZonePercentage,0.98,0.98,0.99,adc
1849,wavelet-HLH_ngtdm_Busyness,0.81,0.77,0.86,t2w
1850,wavelet-HLH_ngtdm_Coarseness,0.99,0.98,0.99,t2w
1851,wavelet-HLH_glszm_ZoneVariance,1.0,0.99,1.0,adc
1852,wavelet-HLH_ngtdm_Complexity,0.62,0.55,0.69,t2w
1853,wavelet-HLH_ngtdm_Busyness,0.9,0.88,0.93,adc
1854,wavelet-HLH_ngtdm_Coarseness,0.99,0.98,0.99,adc
1855,wavelet-HLH_ngtdm_Contrast,0.83,0.79,0.87,t2w
1856,wavelet-HLH_ngtdm_Complexity,0.94,0.92,0.95,adc
1857,wavelet-HLH_ngtdm_Strength,0.32,0.26,0.4,t2w
1858,wavelet-HLH_ngtdm_Contrast,0.92,0.9,0.94,adc
1859,wavelet-HLH_gldm_DependenceEntropy,0.93,0.91,0.95,t2w
1860,wavelet-HLH_ngtdm_Strength,0.94,0.92,0.96,adc
1861,wavelet-HLH_gldm_DependenceNonUniformity,1.0,1.0,1.0,t2w
1862,wavelet-HLH_gldm_DependenceNonUniformityNormalized,0.96,0.94,0.97,t2w
1863,wavelet-HLH_gldm_DependenceEntropy,0.98,0.97,0.98,adc
1864,wavelet-HLH_gldm_DependenceNonUniformity,1.0,1.0,1.0,adc
1865,wavelet-HLH_gldm_DependenceVariance,0.93,0.91,0.95,t2w
1866,wavelet-HLH_gldm_DependenceNonUniformityNormalized,0.99,0.99,1.0,adc
1867,wavelet-HLH_gldm_GrayLevelNonUniformity,1.0,1.0,1.0,t2w
1868,wavelet-HLH_gldm_DependenceVariance,0.99,0.99,1.0,adc
1869,wavelet-HLH_gldm_GrayLevelVariance,1.0,1.0,1.0,t2w
1870,wavelet-HLH_gldm_GrayLevelNonUniformity,1.0,1.0,1.0,adc
1871,wavelet-HLH_gldm_HighGrayLevelEmphasis,0.5,0.43,0.58,t2w
1872,wavelet-HLH_gldm_GrayLevelVariance,0.98,0.97,0.99,adc
1873,wavelet-HLH_gldm_LargeDependenceEmphasis,0.96,0.94,0.97,t2w
1874,wavelet-HLH_gldm_HighGrayLevelEmphasis,0.81,0.76,0.85,adc
1875,wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.49,0.42,0.57,t2w
1876,wavelet-HLH_gldm_LargeDependenceEmphasis,0.99,0.99,1.0,adc
1877,wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.75,0.69,0.8,t2w
1878,wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.81,0.76,0.85,adc
1879,wavelet-HLH_gldm_LowGrayLevelEmphasis,0.74,0.68,0.8,t2w
1880,wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.76,0.71,0.81,adc
1881,wavelet-HLH_gldm_SmallDependenceEmphasis,0.99,0.99,0.99,t2w
1882,wavelet-HLH_gldm_LowGrayLevelEmphasis,0.73,0.68,0.79,adc
1883,wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.64,0.57,0.71,t2w
1884,wavelet-HLH_gldm_SmallDependenceEmphasis,0.98,0.98,0.99,adc
1885,wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.66,0.59,0.72,t2w
1886,wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.85,0.81,0.89,adc
1887,wavelet-HHL_firstorder_10Percentile,1.0,1.0,1.0,t2w
1888,wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.74,0.68,0.79,adc
1889,wavelet-HHL_firstorder_90Percentile,1.0,1.0,1.0,t2w
1890,wavelet-HHL_firstorder_10Percentile,0.99,0.99,0.99,adc
1891,wavelet-HHL_firstorder_Energy,1.0,1.0,1.0,t2w
1892,wavelet-HHL_firstorder_90Percentile,0.99,0.98,0.99,adc
1893,wavelet-HHL_firstorder_Entropy,0.99,0.99,1.0,t2w
1894,wavelet-HHL_firstorder_InterquartileRange,1.0,1.0,1.0,t2w
1895,wavelet-HHL_firstorder_Energy,0.97,0.97,0.98,adc
1896,wavelet-HHL_firstorder_Kurtosis,0.82,0.78,0.87,t2w
1897,wavelet-HHL_firstorder_Entropy,0.99,0.98,0.99,adc
1898,wavelet-HHL_firstorder_Maximum,0.92,0.9,0.94,t2w
1899,wavelet-HHL_firstorder_InterquartileRange,0.99,0.99,1.0,adc
1900,wavelet-HHL_firstorder_Kurtosis,0.86,0.82,0.89,adc
1901,wavelet-HHL_firstorder_MeanAbsoluteDeviation,1.0,1.0,1.0,t2w
1902,wavelet-HHL_firstorder_Mean,0.11,0.07,0.16,t2w
1903,wavelet-HHL_firstorder_Maximum,0.86,0.82,0.89,adc
1904,wavelet-HHL_firstorder_Median,0.92,0.9,0.94,t2w
1905,wavelet-HHL_firstorder_MeanAbsoluteDeviation,0.98,0.98,0.99,adc
1906,wavelet-HHL_firstorder_Minimum,0.87,0.84,0.9,t2w
1907,wavelet-HHL_firstorder_Mean,0.5,0.42,0.58,adc
1908,wavelet-HHL_firstorder_Median,0.93,0.9,0.94,adc
1909,wavelet-HHL_firstorder_Range,0.91,0.89,0.94,t2w
1910,wavelet-HHL_firstorder_RobustMeanAbsoluteDeviation,1.0,1.0,1.0,t2w
1911,wavelet-HHL_firstorder_Minimum,0.85,0.81,0.88,adc
1912,wavelet-HHL_firstorder_RootMeanSquared,0.99,0.99,0.99,t2w
1913,wavelet-HHL_firstorder_Range,0.89,0.86,0.91,adc
1914,wavelet-HHL_firstorder_RobustMeanAbsoluteDeviation,0.99,0.99,1.0,adc
1915,wavelet-HHL_firstorder_Skewness,0.7,0.63,0.76,t2w
1916,wavelet-HHL_firstorder_RootMeanSquared,0.96,0.95,0.97,adc
1917,wavelet-HHL_firstorder_TotalEnergy,1.0,1.0,1.0,t2w
1918,wavelet-HHL_firstorder_Uniformity,1.0,0.99,1.0,t2w
1919,wavelet-HHL_firstorder_Skewness,0.79,0.74,0.84,adc
1920,wavelet-HHL_firstorder_Variance,1.0,1.0,1.0,t2w
1921,wavelet-HHL_firstorder_TotalEnergy,0.97,0.97,0.98,adc
1922,wavelet-HHL_glcm_Autocorrelation,0.74,0.69,0.8,t2w
1923,wavelet-HHL_firstorder_Uniformity,0.99,0.99,0.99,adc
1924,wavelet-HHL_glcm_ClusterProminence,1.0,1.0,1.0,t2w
1925,wavelet-HHL_firstorder_Variance,0.95,0.93,0.96,adc
1926,wavelet-HHL_glcm_ClusterShade,0.92,0.9,0.94,t2w
1927,wavelet-HHL_glcm_Autocorrelation,0.83,0.79,0.87,adc
1928,wavelet-HHL_glcm_ClusterTendency,1.0,1.0,1.0,t2w
1929,wavelet-HHL_glcm_ClusterProminence,0.72,0.66,0.78,adc
1930,wavelet-HHL_glcm_Contrast,1.0,1.0,1.0,t2w
1931,wavelet-HHL_glcm_ClusterShade,0.73,0.67,0.79,adc
1932,wavelet-HHL_glcm_Correlation,1.0,1.0,1.0,t2w
1933,wavelet-HHL_glcm_ClusterTendency,0.95,0.94,0.96,adc
1934,wavelet-HHL_glcm_DifferenceAverage,1.0,1.0,1.0,t2w
1935,wavelet-HHL_glcm_Contrast,0.94,0.93,0.96,adc
1936,wavelet-HHL_glcm_DifferenceEntropy,1.0,1.0,1.0,t2w
1937,wavelet-HHL_glcm_Correlation,0.96,0.95,0.97,adc
1938,wavelet-HHL_glcm_DifferenceVariance,1.0,1.0,1.0,t2w
1939,wavelet-HHL_glcm_DifferenceAverage,0.98,0.98,0.99,adc
1940,wavelet-HHL_glcm_Id,1.0,1.0,1.0,t2w
1941,wavelet-HHL_glcm_DifferenceEntropy,0.98,0.98,0.99,adc
1942,wavelet-HHL_glcm_Idm,1.0,1.0,1.0,t2w
1943,wavelet-HHL_glcm_DifferenceVariance,0.93,0.91,0.95,adc
1944,wavelet-HHL_glcm_Idmn,0.91,0.88,0.93,t2w
1945,wavelet-HHL_glcm_Id,0.99,0.99,0.99,adc
1946,wavelet-HHL_glcm_Idn,0.9,0.87,0.92,t2w
1947,wavelet-HHL_glcm_Idm,0.99,0.99,0.99,adc
1948,wavelet-HHL_glcm_Imc1,1.0,1.0,1.0,t2w
1949,wavelet-HHL_glcm_Imc2,1.0,1.0,1.0,t2w
1950,wavelet-HHL_glcm_Idmn,0.79,0.74,0.84,adc
1951,wavelet-HHL_glcm_InverseVariance,1.0,1.0,1.0,t2w
1952,wavelet-HHL_glcm_Idn,0.84,0.8,0.87,adc
1953,wavelet-HHL_glcm_JointAverage,0.83,0.79,0.87,t2w
1954,wavelet-HHL_glcm_Imc1,0.96,0.95,0.97,adc
1955,wavelet-HHL_glcm_JointEnergy,1.0,1.0,1.0,t2w
1956,wavelet-HHL_glcm_Imc2,0.97,0.96,0.98,adc
1957,wavelet-HHL_glcm_JointEntropy,1.0,1.0,1.0,t2w
1958,wavelet-HHL_glcm_InverseVariance,0.98,0.98,0.99,adc
1959,wavelet-HHL_glcm_MCC,0.8,0.76,0.85,t2w
1960,wavelet-HHL_glcm_JointAverage,0.85,0.81,0.88,adc
1961,wavelet-HHL_glcm_MaximumProbability,1.0,0.99,1.0,t2w
